用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
晨***2,,"<div class=""comment-star star1""></div>",冒牌货！！！面膜比正品小很多！！！京东还有正品吗之前买的纸尿裤也是**的！再也不会在京东买了,美白黑炭面膜10片,2017-07-08 22:06,,,,
u***u,,"<div class=""comment-star star1""></div>",不好用不像是真的，效果与店里卖的不一样,美白黑炭面膜,,,,,2019-06-14 06:24
****e,,"<div class=""comment-star star1""></div>",我只想说能不能用个纸盒子做外包装，竟然用个塑料袋，还好产品没事。效果嘛、还没使用。,美白黑炭面膜10片,2018-04-26 16:49,,,,
哇***哟,PLUS会员,"<div class=""comment-star star1""></div>",没有上次好，感觉假了！,美白黑炭面膜,,,,,2019-04-11 21:52
****e,,"<div class=""comment-star star1""></div>",寄来的都是被打开过的，也不知道是不是被谁换了退回来的,【焕白因子】美白保湿黑面膜,,,,,2020-06-04 10:16
G***馨,,"<div class=""comment-star star1""></div>",一直都在京东买东西，一直在给好评，这次买的面膜三盒给打开两盒，其中一盒还是撕坏的,美白黑炭面膜,,,,,2019-07-14 19:35
****b,,"<div class=""comment-star star1""></div>",包装裂开了，怀疑换过,美白黑炭面膜10片,,,,,
w***1,PLUS会员,"<div class=""comment-star star1""></div>",包装价差山寨版一样,【补水提亮】美白保湿黑面膜,2020-07-18 20:27,,,,
小***_,PLUS会员,"<div class=""comment-star star1""></div>",买这么多次.这次慢几天就不说了包装还给我整成这样,,,2021-06-03 12:59,【提亮焕肤】美白保湿黑面膜,,
x***n,,"<div class=""comment-star star1""></div>",包装是剪开过的，里面的面膜包装和之前买的不一样，找客服也没回，又不能七天无理由退货,美白黑炭面膜10片,2017-10-17 12:19,,,,
****u,,"<div class=""comment-star star1""></div>",买了三款这家面膜，有一盒是开封的，不是正品！快递员不送货上门，让自己取货，影响京东信誉！,美白黑炭面膜10片,2017-10-11 20:05,,,,
****b,,"<div class=""comment-star star1""></div>",三盒有一盒是开过的，而且压坏了，这是换了山寨货还是什么意思？,美白黑炭面膜,,,,,2019-09-26 00:07
****p,,"<div class=""comment-star star1""></div>",拿回来时是打开的，封签都没有贴合，有打来的痕迹,美白黑炭面膜,,,,,2019-06-05 10:52
u***w,,"<div class=""comment-star star1""></div>",不好用，脸上痒痒的！！！,美白黑炭面膜10片,2017-10-30 20:59,,,,
u***s,,"<div class=""comment-star star1""></div>",包装就用这个塑料带？？？？,美白黑炭面膜,,,,,2019-03-26 17:32
****1,PLUS会员,"<div class=""comment-star star1""></div>",说实话我觉得我买的是假货因为这个上面的颜色和他们刚刚从韩国给我捎回来的差别太大了而且虽然有中文的标识然后二维码扫出来的都是酒,美白黑炭面膜10片,2017-10-01 18:43,,,,
j***n,,"<div class=""comment-star star1""></div>",这包装也是没谁了……一个塑料袋子装，里面的盒子都已经压开了……快递也是推迟一天送货……,美白黑炭面膜,,,,,2018-11-13 11:32
z***7,PLUS会员,"<div class=""comment-star star1""></div>",以前买挺好用，这次买的好像是假的…不一样,美白黑炭面膜10片,2018-03-17 20:59,,,,
****8,,"<div class=""comment-star star1""></div>",效果不明显，用了10片了,美白黑炭面膜10片,2017-11-07 16:33,,,,
l***h,PLUS会员,"<div class=""comment-star star1""></div>",这包装居然破成这个样子，底部还抠开了，我不信货物运输能整成这个样子……还不如海外购买的……,美白黑炭面膜10片,2017-11-30 17:23,,,,
****z,PLUS会员,"<div class=""comment-star star1""></div>",不好用，面膜跟脸部比例不一样，补水效果差,【补水提亮】美白保湿黑面膜,2020-06-16 02:42,,,,
为***9,,"<div class=""comment-star star1""></div>",和之前买的有差，感觉不是正品，包装都没封，至少装像点啊，无语,【焕白因子】美白保湿黑面膜,,,,,2020-02-09 21:40
张***9,,"<div class=""comment-star star1""></div>",包装盒子都是坏的，我都不知道是产品质量问题还是运输问题，我看很多买家之前都说包装有问题，为什么这么长时间了都不知道改进呢？,,,2018-05-18 09:25,美白黑炭面膜10片,,
b***1,PLUS会员,"<div class=""comment-star star1""></div>",打开京东的包装箱就发现面膜的盒是打开的，不知东西是否被替换过，不知是否正品，大家谨慎购买！！！,,,2017-07-14 12:44,美白黑炭面膜10片,,
****V,,"<div class=""comment-star star1""></div>",和香港买的差好远，干干瘪瘪的，应该是@货来的，劝大家还是不要买的好,美白黑炭面膜10片,2018-09-10 23:47,,,,
****i,,"<div class=""comment-star star1""></div>",看鼻子，只能敷到这个位置！,,,2021-07-01 23:02,【提亮焕肤】美白保湿黑面膜,,
****h,,"<div class=""comment-star star1""></div>",这个效果更次敷完跟没用有区别吗？商家你自己试试去,,,2017-12-05 12:44,美白黑炭面膜10片,,
X***5,,"<div class=""comment-star star1""></div>",用起来脸有过敏的现象,【提亮焕肤】美白保湿黑面膜,2021-09-22 00:29,,,,
****6,PLUS会员,"<div class=""comment-star star1""></div>",已经回购n回了，但是这次每一盒都没有包装完整，以前不是这样的，真担心是不是假货,,,,【焕白因子】美白保湿黑面膜,2020-03-06 20:28,
****3,PLUS会员,"<div class=""comment-star star1""></div>",不好假的，用了脸上肿,【补水提亮】美白保湿黑面膜,2020-11-17 22:59,,,,
t***l,,"<div class=""comment-star star1""></div>",刚下单就降价了，送了一点都没有用的礼品就不给保价了。坑！坑！坑！物流很快，快递小哥很给力。,,,,美白黑炭面膜,2018-11-09 13:05,
u***w,,"<div class=""comment-star star1""></div>",不补水，没美白，没啥效果，怀疑是不是正品,美白黑炭面膜,,,,,2019-03-27 10:37
****r,PLUS会员,"<div class=""comment-star star1""></div>",真的是醉了，不知道一个盒子有多少钱，连个包装都没有，全压变形了。,,,2018-06-29 10:41,美白黑炭面膜10片,,
****g,,"<div class=""comment-star star1""></div>",包装稀烂，还没打开就是破的。上面还写着勿拆，我收到的都是拆开的。,,,2018-07-09 10:39,美白黑炭面膜10片,,
****h,,"<div class=""comment-star star1""></div>",从来不知道京东的快递可以这么暴力，这盒子没有一个是正常的了，不说产品如何，就这盒子就感觉不是正品，跟我在唯，品，会买的差多了,,,,美白黑炭面膜,2019-06-21 16:47,
****W,,"<div class=""comment-star star1""></div>",为什么不能给零分啊，活动搁这儿猜谜呢，物流能慢成这样?????,【提亮焕肤】美白保湿黑面膜,2021-04-23 14:35,,,,
****2,,"<div class=""comment-star star1""></div>",刚收到货扫码扫不到，上次在旗舰店买的扫了扫是来自韩国，在韩国买的扫完也是来自韩国，现在京东自营也有假了,美白黑炭面膜10片,2017-06-10 12:09,,,,
k***z,PLUS会员,"<div class=""comment-star star1""></div>",很难用，面膜取出来都快干了。跟以前完全没法比。,【补水提亮】美白保湿黑面膜,2020-09-20 23:09,,,,
****g,,"<div class=""comment-star star1""></div>",包装简陋，快递暴力，外面就包了一层塑料，包装盒都烂掉了，不开心,,,2018-05-18 20:22,美白黑炭面膜10片,,
一***菜,,"<div class=""comment-star star1""></div>",这个美白的效果一般般，有一点用处吧，不过不大联系别买,美白黑炭面膜10片,,,,,
****7,,"<div class=""comment-star star1""></div>",用了一个多月感觉没什么效果，还是以前那个样,,,2020-09-06 22:09,【补水提亮】美白保湿黑面膜,,
l***7,,"<div class=""comment-star star1""></div>",感觉发过来的与买的不一样,,,2021-11-05 10:27,【提亮焕肤】美白保湿黑面膜,,
****i,,"<div class=""comment-star star1""></div>",包装都有点破了，与我原先在考拉上买的包装色不一样，是不是正品不知道了。,透亮黑炭面膜10片,2016-10-05 09:57,,,,
****n,,"<div class=""comment-star star1""></div>",没包装，盒子全部稀巴烂，看到就嫌弃，面膜跟去实体店买的不一样的,美白黑炭面膜10片,2018-06-27 22:48,,,,
目***行,,"<div class=""comment-star star1""></div>",相信产品的质量，但是有点怀疑物流了，希望京东物流能用点心，用心做事，好几次拿到快递都是破破的包装了,,,2018-07-09 17:37,美白黑炭面膜10片,,
昀***辰,,"<div class=""comment-star star1""></div>",我媳妇用完后脸上出现小细纹，不知道跟它有没有关系,美白黑炭面膜10片,2017-04-15 18:08,,,,
夜***i,,"<div class=""comment-star star1""></div>",感觉像是假货一样的，与之前用的相比，这满满的劣质感,美白黑炭面膜,,,,,2019-09-12 22:42
****i,,"<div class=""comment-star star1""></div>",不好用还这么贵评分都是刷的,【提亮焕肤】美白保湿黑面膜,2021-08-30 10:04,,,,
辣***鸡,,"<div class=""comment-star star1""></div>",用了之后就出现皮肤角质又干又痒自营店就卖这种东西？,,,2017-04-24 13:30,美白黑炭面膜10片,,
****k,,"<div class=""comment-star star1""></div>",面膜有种怪怪的味道，丑丑的，感觉一点也不像面膜的味道,美白黑炭面膜,,,,,2019-09-29 21:05
l***2,,"<div class=""comment-star star1""></div>",用了几张了，mmp哦，还没几十块的面膜好，啥效果都感觉不到。,美白黑炭面膜10片,2017-07-30 22:40,,,,
1***p,PLUS会员,"<div class=""comment-star star1""></div>",物流很快，第二天到，但**快递包装都是开的，里面也是开了一包，无语,美白黑炭面膜10片,2018-03-02 22:46,,,,
王***r,,"<div class=""comment-star star1""></div>",包装都破了，打开面膜散了一地,,,2021-06-30 09:25,【提亮焕肤】美白保湿黑面膜,,
m***r,PLUS会员,"<div class=""comment-star star1""></div>",替别人下的单，结果到了后盒子破了，面膜全部散出来了，导致人家对京东各种不满……哎,美白黑炭面膜10片,2017-12-16 19:44,,,,
****k,,"<div class=""comment-star star1""></div>",我想说，同样的店，一块买的，只是发货时间和发货地不同，差别这么大，北京的发货地连个包装都没有嘛？拆开盒子就是破损的,,,,美白黑炭面膜,2019-06-15 21:23,
****a,,"<div class=""comment-star star1""></div>",我用任何产品不过敏的。用了还面膜皮肤过敏了，痒。,美白黑炭面膜,,,,,2019-10-02 08:05
未***z,PLUS会员,"<div class=""comment-star star1""></div>",刚买完就搞活动，逗呢,透亮黑炭面膜10片,2016-12-07 23:31,,,,
****1,,"<div class=""comment-star star1""></div>",第一次在京东买面膜，结果买完就减价，因为几十块钱和客服说了半天，我觉得京东现在成本增加，客服资源经常被占用是有原因的。,美白黑炭面膜10片,2017-08-10 22:36,,,,
u***a,,"<div class=""comment-star star1""></div>",用了一片不好用，扔了,,,2016-09-12 19:06,透亮黑炭面膜10片,,
****j,PLUS会员,"<div class=""comment-star star1""></div>",这次不好，封口像是打开后又贴上的，而且里面的独立包装还有灰尘，但愿不是假的,,,2017-08-07 15:15,美白黑炭面膜10片,,
某***龙,,"<div class=""comment-star star1""></div>",货好不好的不知道，这包装，给个小箱子能怎么着？就一层塑料袋，还想送人的，全摔烂了。不过快递小哥人不错，给快递小哥一个赞,,,2018-05-07 11:55,美白黑炭面膜10片,,
****e,,"<div class=""comment-star star1""></div>",没有防伪标蓝色那款背面是有防伪标的其他款都没有,,,2021-06-01 16:12,【提亮焕肤】美白保湿黑面膜,,
****c,,"<div class=""comment-star star1""></div>",补水效果：补水效果不好使用感受：不好，还不如四五块钱一贴的好，不值，价格贵,【焕白因子】美白保湿黑面膜,,,,,2020-02-28 14:22
u***t,,"<div class=""comment-star star1""></div>",敏感肌别买这个，我用了三贴，脸上起了好多小疙瘩,美白黑炭面膜10片,2017-07-09 13:53,,,,
u***9,,"<div class=""comment-star star1""></div>",买的时候有赠品洗面奶，收货就没有，不诚信,【提亮焕肤】美白保湿黑面膜,2021-12-16 22:52,,,,
华***5,,"<div class=""comment-star star1""></div>",用后皮肤都红了，还长了满脸的小疙瘩，再也不会买了,美白黑炭面膜10片,2017-04-19 20:31,,,,
****a,PLUS会员,"<div class=""comment-star star1""></div>",用完之后脸上感觉油油的而且第二天白天脸上出油更多了,,,2017-05-13 15:38,美白黑炭面膜10片,,
****7,,"<div class=""comment-star star1""></div>",可能是我皮肤不适合吧，用了长痘痘，长了一脸痘痘,美白黑炭面膜10片,2017-11-30 03:01,,,,
q***8,,"<div class=""comment-star star1""></div>",1百多块的面膜竟然没有一个完好的包装拆开快递面膜的包装就如图片一样开着的严重怀疑这个面膜是散装的，京东自营的东西怎么就会连一个完好的包装都没有呢？怎么就会卖散装的东西呢？希望京东给我一个解释，要不就退货,,,2018-05-07 22:22,美白黑炭面膜10片,,
****c,,"<div class=""comment-star star1""></div>",这样的包装，你……妈知道？,,,2018-06-06 11:33,美白黑炭面膜10片,,
****h,,"<div class=""comment-star star1""></div>",他家的补水面膜还不错，这款我是第一次买有种很难闻的味道，刺鼻有点怀疑是不是正品,美白黑炭面膜10片,2017-12-24 14:41,,,,
b***7,PLUS会员,"<div class=""comment-star star1""></div>",到手里上面虽然还是密封好的，但是底下都被撕坏了，怀疑不是正品，从下面偷梁换柱了。,,,2017-08-04 09:33,美白黑炭面膜10片,,
S***1,,"<div class=""comment-star star1""></div>",货到了就是这种情况，包装都烂了，底口自己打开了，我都不晓得该不该怀疑产品有问题了,,,2017-08-22 15:59,美白黑炭面膜10片,,
安***可,,"<div class=""comment-star star1""></div>",好像效果不大不好也不坏只是产品的价格和产品的效果有种说不出的感觉,美白黑炭面膜10片,2017-11-18 00:13,,,,
部***事,,"<div class=""comment-star star1""></div>",不多说了，心里极度不舒服。。。。。。。,,,2017-01-02 09:13,美白黑炭面膜10片,,
我***浩,,"<div class=""comment-star star1""></div>",不好吸收黄色的基本没多少精华,【提亮焕肤】美白保湿黑面膜,2022-04-07 12:57,,,,
****9,,"<div class=""comment-star star1""></div>",京东快递能不能认真负责点？虽说这个东西压不坏…面膜还没用，就这包装能让人相信这是正品吗？,,,2017-08-20 13:18,美白黑炭面膜10片,,
e***1,PLUS会员,"<div class=""comment-star star1""></div>",快递速度很快，快递员服务很好，但是真的是坑，买回来后被舍友看到了，结果说我买贵了，上网一查，跟***差了*以前总以为京东是性价比最高的，偶尔即使价格高一点，但是服务也值了，没想到这次差这么多！！！！,美白黑炭面膜10片,2017-04-12 17:59,,,,
****S,,"<div class=""comment-star star1""></div>",包装盒全是开的，请问我买的吗是散装面膜吗？不退了，没空,【提亮焕肤】美白保湿黑面膜,2021-04-17 20:13,,,,
****d,,"<div class=""comment-star star1""></div>",到货前被打开过，，产品用了过敏，退货几天不取件，,,,2021-08-26 15:07,【提亮焕肤】美白保湿黑面膜,,
****6,,"<div class=""comment-star star1""></div>",东西收到了，物流很快，可是收到的产品包装盒都是开的还烂，扫上面的条码显示不存在,美白黑炭面膜10片,2018-06-29 11:50,,,,
u***v,PLUS会员,"<div class=""comment-star star1""></div>",打开包装，里面就是打开的，没有密封条，我对东西表示怀疑被掉包了,,,2020-07-26 11:24,【补水提亮】美白保湿黑面膜,,
林***妈,,"<div class=""comment-star star1""></div>",双十二做活动说送洗面，结果啥也没有,【提亮焕肤】美白保湿黑面膜,2021-12-15 13:28,,,,
哎***6,,"<div class=""comment-star star1""></div>",就拿个塑料袋装着，盒子被压个乱七八糟，同一个店加购的两个地方发货，另外买的人家就是拿纸盒子装挺好的……,,,2020-11-14 18:15,【补水提亮】美白保湿黑面膜,,
u***7,,"<div class=""comment-star star1""></div>",不知道这个套装勿拆啥意思，盒子都已经拆开了，而且严重挤压变形，还要送人呢这怎么送？,,,2018-06-16 00:35,美白黑炭面膜10片,,
t***8,PLUS会员,"<div class=""comment-star star1""></div>",用了感觉没有美白效果，卖这么贵，真心觉着买的不值啊……包装盒还是坏的，估计是压的吧,美白黑炭面膜10片,2018-06-01 11:18,,,,
我***-,PLUS会员,"<div class=""comment-star star1""></div>",不要在京东买东西，京东的客服不好，自己系统问题，一直怪顾客，就算改了信息，结果也不帮更新,美白黑炭面膜,,,,,2019-07-15 12:19
u***i,,"<div class=""comment-star star1""></div>",我一直用可莱丝的面膜，这次买的这款黑面膜用了皮肤痒还起红红的，不知道是不是假货,美白黑炭面膜10片,2017-07-27 21:24,,,,
l***y,PLUS会员,"<div class=""comment-star star1""></div>",我是男士，油性皮肤，此款一点都不适合，用了一周后，没有一点效果,美白黑炭面膜10片,2018-06-01 10:45,,,,
l***h,PLUS会员,"<div class=""comment-star star1""></div>",什么都不说了，快递拆开就是这个样子？有一盒全散出来了……,,,2018-04-22 09:56,美白黑炭面膜10片,,
****q,,"<div class=""comment-star star1""></div>",我买三和，敷十分钟有点痒痒，不好用，本来介绍朋友来买，下次不会来买,,,2017-08-08 22:02,美白黑炭面膜10片,,
q***9,PLUS会员,"<div class=""comment-star star1""></div>",和之前在韩国买的有差别，不知道怎么回事，京东自营会有假货吗,透亮黑炭面膜10片,2016-11-16 14:47,,,,
w***儿,PLUS会员,"<div class=""comment-star star1""></div>",用了过敏，过敏，本人从来没有用护肤品过敏，现在脸上一脸包,美白黑炭面膜10片,2017-11-30 12:56,,,,
****e,,"<div class=""comment-star star1""></div>",货物已经收到用后才评价，首先我不是同行不是拖此款面膜用后十多分钟面又红又痒,美白黑炭面膜10片,2018-06-24 14:00,,,,
****l,,"<div class=""comment-star star1""></div>",面膜的包装盒子是开的，是面膜开的？还是别人打开的？不敢用了，退货,,,,美白黑炭面膜,2019-07-13 14:50,
****9,,"<div class=""comment-star star1""></div>",买了三盒，居然有两盒没有贴封口处的标签，感觉这东西好像是已被人拆过包装,,,,【美白提亮】美白保湿黑面膜,2020-06-06 23:12,
****u,,"<div class=""comment-star star1""></div>",跟之前使用感觉不一样，这个贴上去干干的，精华液很少,【焕白因子】美白保湿黑面膜,,,,,2019-11-14 14:14
****n,,"<div class=""comment-star star1""></div>",一分不能再多了。这面膜不说效果。位置都不对。,,,2018-09-21 21:56,美白黑炭面膜10片,,
****2,,"<div class=""comment-star star1""></div>",精华不是很多膜纸厚挺香的,【提亮焕肤】美白保湿黑面膜,2021-07-05 23:49,,,,
****u,PLUS会员,"<div class=""comment-star star1""></div>",买了好多，用了两次脸上就涨了好多痘痘,【提亮焕肤】美白保湿黑面膜,2021-06-26 08:38,,,,
P***豆,,"<div class=""comment-star star1""></div>",一点也不好用用完我整个皮肤过敏的火辣辣的疼！吃亏上当就一次,美白黑炭面膜10片,2017-09-18 21:09,,,,
诚***一,,"<div class=""comment-star star1""></div>",京东得货肯定是正品，不容置疑！但是你们这个包装，工人可以随便换里面的货，怎么保证送到我手里得是正品？,美白黑炭面膜,,,,,2019-06-08 14:02
D***舅,PLUS会员,"<div class=""comment-star star1""></div>",个人感觉没有美白效果，也没对皮肤有什么有效的效果。真心一般般。,美白黑炭面膜10片,2017-06-17 07:52,,,,
柠***算,PLUS会员,"<div class=""comment-star star1""></div>",这是被半路打劫了吗？怎么包装盒在袋子里面也能破成这样啊？难不成被掉包了？先不知道用起来如何，后面再追评吧,,,2018-09-24 22:33,美白黑炭面膜10片,,
****1,,"<div class=""comment-star star1""></div>",这个美白666用了十张用完了，还是一样黑。美白不存在的,美白黑炭面膜10片,2018-01-28 13:16,,,,
清***6,,"<div class=""comment-star star1""></div>",用了皮肤会紧绷，会比之前更干，认真看我的视频,,,2018-10-02 22:51,美白黑炭面膜10片,,
时***丶,,"<div class=""comment-star star1""></div>",这个面膜是真的不好没效果就算了用都不方便真的菜,美白黑炭面膜10片,2017-07-24 22:32,,,,
****c,,"<div class=""comment-star star1""></div>",质量不好，面膜很厚连续三天都在实用然而一点效果没有这个人价钱真心不值，售后服务态度还可以,美白黑炭面膜10片,2017-08-06 17:17,,,,
我***玲,,"<div class=""comment-star star1""></div>",面膜盒子瘪的瘪开的开面膜全部散开来看着就火冒三丈,美白黑炭面膜10片,2018-08-22 20:01,,,,
轩***蛋,,"<div class=""comment-star star1""></div>",感觉有点问题，和上次买的不太一样，打开有个比较刺鼻的味道，,【焕白因子】美白保湿黑面膜,,,,,2020-05-07 21:25
u***h,,"<div class=""comment-star star1""></div>",没有收到货，显示签收，自己去找货，从早上联系到晚上迟迟没收到货！表示以后再也不会在京东买东西！,【美白提亮焕肤】美白保湿黑面膜,2020-12-22 20:10,,,,
b***2,,"<div class=""comment-star star1""></div>",用了2个月没有效果几个月没见的人说还是和以前一样黑尴尬浪费时间,美白黑炭面膜10片,2017-10-07 11:07,,,,
丶***丶,PLUS会员,"<div class=""comment-star star1""></div>",包装敢不敢再简单点？就一个塑料袋子，小纸箱都不套一个，打开就不想用的感觉,,,2018-06-07 09:41,美白黑炭面膜10片,,
****w,,"<div class=""comment-star star1""></div>",用完以后正常护肤发现跟没用一样，敷清水也是这样的效果,【补水提亮】美白保湿黑面膜,2020-11-23 22:57,,,,
萌***绅,,"<div class=""comment-star star1""></div>",这个真心不行，一共买了三套，这个敷了以后脸上没有什么效果，那个还行，这个不行,美白黑炭面膜10片,2018-04-13 01:33,,,,
****u,PLUS会员,"<div class=""comment-star star1""></div>",买了很多，用了两次脸上长痘痘，不确定正品,【提亮焕肤】美白保湿黑面膜,2021-06-26 08:37,,,,
u***k,PLUS会员,"<div class=""comment-star star1""></div>",一点也不好用敏感肌会疼会发红,【提亮焕肤】美白保湿黑面膜,2021-11-27 09:58,,,,
****6,,"<div class=""comment-star star1""></div>",其他的面膜外面都有一成白色的包装，就这个没有，而且看起来像是拆过了一样,,,2020-09-24 10:31,【补水提亮】美白保湿黑面膜,,
小***徐,,"<div class=""comment-star star1""></div>",用了三次，脸上起皮不知道啥原因,【提亮焕肤】美白保湿黑面膜,2021-07-02 17:18,,,,
蓝***-,PLUS会员,"<div class=""comment-star star1""></div>",用了两次。一点感觉都没有。应该是假的吧！还没有御泥坊的好用。,美白黑炭面膜10片,,,,,
D***0,,"<div class=""comment-star star1""></div>",买了无数次，感觉没什么用，既不能美白也不能保湿，反正一直在用着,,,,【焕白因子】美白保湿黑面膜,2020-05-11 11:03,
H***w,PLUS会员,"<div class=""comment-star star1""></div>",一分钱一分货，不是正品，不要贪小便宜，以后都不买了,【提亮焕肤】美白保湿黑面膜,2021-11-11 20:49,,,,
****p,,"<div class=""comment-star star1""></div>",买了三盒，有两盒是开过的，我怀疑盒子是正品，面膜不是正品，不然为什么盒子会打开,【补水提亮】美白保湿黑面膜,2020-07-08 18:19,,,,
阿***屋,,"<div class=""comment-star star1""></div>",现在京东的东西都这么包装么，面膜也没个封条？而且盒子都坏了，不知道是不是正品还没用，,,,,,,
品***我,,"<div class=""comment-star star1""></div>",我想说真的不好用，没有多少精华，干，没有评价的那么好，单都是刷的吧！,美白黑炭面膜,,,,,2019-05-06 15:57
s***g,,"<div class=""comment-star star1""></div>",今天收到货，取一片出来用，干巴巴的！怎么回事？秒杀商品没有品质？连袋子上都挤不出来液体！,美白黑炭面膜10片,2017-08-07 00:53,,,,
1***9,,"<div class=""comment-star star1""></div>",感觉这个真是不好，上次买的包装都有塑膜，这个没有，用的效果不好。,,,,美白黑炭面膜,2019-01-12 20:36,
****d,,"<div class=""comment-star star1""></div>",还没试用，物流挺快的一天就到货了，不过包装不是太好（袋子装的），像是被拆过的一样，还有点脏脏的。,,,2017-10-09 12:25,美白黑炭面膜10片,,
u***7,PLUS会员[试用],"<div class=""comment-star star1""></div>",买完就降价了…,美白黑炭面膜10片,2017-10-14 18:12,,,,
只***c,,"<div class=""comment-star star1""></div>",少给我发了一盒而且找他说找他反应一直回复一些莫名其妙的话根本听不懂,【焕白因子】美白保湿黑面膜,,,,,2020-01-14 09:18
小***2,PLUS会员,"<div class=""comment-star star1""></div>",面膜效果啥样不知道，但是收到的盒子就烂了，如果这能容忍的话，以后估计连盒子都没有了,,,,美白黑炭面膜10片,,
H***3,PLUS会员,"<div class=""comment-star star1""></div>",买来送人，以为是进口的，没想到中国制造，有中文，无法送人，自己用吧。,美白黑炭面膜10片,2017-11-05 10:53,,,,
u***3,,"<div class=""comment-star star1""></div>",从来没有过敏，用过之后过敏了,【提亮焕肤】美白保湿黑面膜,2021-12-21 22:23,,,,
****u,,"<div class=""comment-star star1""></div>",面膜和脸部不服帖，眼睛一大一小也是服了，和之前买的都不一样，用这个牌子都两年了，从没有这样过,美白黑炭面膜,,,,,2019-04-27 20:28
悦***G,PLUS会员,"<div class=""comment-star star1""></div>",感觉不是真的，精华比较稀，面膜纸也薄，在沃尔玛买的用过好几盒了，这次不一样,美白黑炭面膜,,,,,2019-07-15 23:07
一***酒,,"<div class=""comment-star star1""></div>",老婆用完跟我说跟上回不一样，而且脸上还有反应，起痘了，以前没有这种情况，,美白黑炭面膜10片,,,,,
陈***-,,"<div class=""comment-star star1""></div>",用了后第二天过敏了，满脸的小痘痘～不是缺水，平时也在补水……,【焕白因子】美白保湿黑面膜,,,,,2020-03-18 01:03
1***p,,"<div class=""comment-star star1""></div>",活动期间买的，拆开后一股刺鼻的味道，像过期的酒精味，难闻，,【补水提亮】美白保湿黑面膜,2020-06-26 00:40,,,,
****y,,"<div class=""comment-star star1""></div>",韩国东西不好使，我这种从来不过敏的人，竟然过敏了，脸红的好像个猴屁股。,美白黑炭面膜,,,,,2019-04-23 11:33
u***y,,"<div class=""comment-star star1""></div>",补水效果：没有什么效果使用感受：用了一天第二天脸上就红了几个点点，感觉容易过敏,【补水提亮】美白保湿黑面膜,2020-10-12 16:27,,,,
美***V,,"<div class=""comment-star star1""></div>",不知道是正品不，总感觉怪怪的，包装有点low，连个包装小箱子都木有，用用吧，看咋样,美白黑炭面膜10片,2018-07-30 21:00,,,,
****a,,"<div class=""comment-star star1""></div>",没有送安瓶！！！！！,【焕白因子】美白保湿黑面膜,,,,,2020-05-07 18:47
z***士,,"<div class=""comment-star star1""></div>",不知道为什么，第二次买的跟第一次的不一样，精华液少多了跟要干了一样，是因为买了降价的吗？不开心?,美白黑炭面膜10片,2017-10-30 22:01,,,,
****j,,"<div class=""comment-star star1""></div>",假的，幸好只买了一盒，这款自己从韩国实体店带回来了十盒用开了，所以知道味道不一样，扫盒子本来的码出现了商品来自美国,美白黑炭面膜10片,2017-11-14 13:48,,,,
-***-,PLUS会员,"<div class=""comment-star star1""></div>",这个可能是假货敷在脸上一点不吸收用的那个胶原蛋白的就挺好这个还特别油,美白黑炭面膜10片,2017-05-31 08:54,,,,
花***得,PLUS会员,"<div class=""comment-star star1""></div>",怀疑是假的，拿出来之后发现，面膜和面膜精华液都是分开的！每片都这样！同一批买的，别的几盒都没这种情况,美白黑炭面膜10片,2018-04-21 09:39,,,,
****l,,"<div class=""comment-star star1""></div>",一直在京东上买面膜，之前几次只是发现拆过，这次是直接拿出来，面膜散落在袋子里。我是真的不知道是真是假，但是拆开了就得怀疑是不是被调换了。无奈……,,,,美白黑炭面膜,2019-05-23 19:44,
C***E,PLUS会员,"<div class=""comment-star star1""></div>",包装有未封口的，而且包装有破损，原因不明。客服对于该现象，一句抱歉没有，直接怼乐观原因，如随机发货等，会出现包装无封口或包装破损。不能使人信服。,,,2020-11-09 22:05,【补水提亮】美白保湿黑面膜,,
m***Z,,"<div class=""comment-star star1""></div>",感觉不是正品没有第一层的保护膜像是被人拆过另外放进去的而且都被压瘪了而且跟我以前买的也不一样看这样我都不敢用了,,,2018-07-26 21:18,美白黑炭面膜10片,,
极***羽,,"<div class=""comment-star star1""></div>",一月26买的，历经了一个月。在拆分配送的情况下中午送到了手里。多（多点欺骗）、快（快点付款）、好（好了没你的事了）、省（物流省掉、商品省掉、客服省掉）绝对是没得毛病。给了我2000京豆封口不能再多吐槽了。,美白黑炭面膜,,,,,2019-02-17 09:22
小***臧,PLUS会员,"<div class=""comment-star star1""></div>",这包装真的是不敢恭维，直接用一个袋子装着就送来了，打开袋子面膜外包装的盒子都破了。更奇怪的是有一个外包装盒子竟然写着套装勿拆，瞬间感觉像假货啊。,,,2018-05-12 18:11,美白黑炭面膜10片,,
****b,,"<div class=""comment-star star1""></div>",仔细看精华液里都是小黑毛毛，应该是这黑面膜掉的毛毛吧，质量问题？求解！,,,2017-08-14 21:52,美白黑炭面膜10片,,
****q,,"<div class=""comment-star star1""></div>",收到的时候盒子都开了，明明上面写着请勿撕开却自己开了，也不知道是被别人撕开的还是怎么滴，要不是急着用真不想在京东买面膜,美白黑炭面膜10片,2018-05-03 13:54,,,,
