用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
j***2,,"<div class=""comment-star star1""></div>",建议大家不要去购买，我是第一次买的不错又买的，可这次和上次的完全不一样，精华不多，面膜纸也和我以前买的普通款的那种一样了，假,维生素面膜10片,2017-12-18 17:02,,,,
w***界,PLUS会员,"<div class=""comment-star star1""></div>",水份很少，补水效果不好，拿出来几分钟就干了，袋子里也没有多余水份,【改善暗沉】维生素面膜,2020-07-01 20:57,,,,
高***7,PLUS会员,"<div class=""comment-star star1""></div>",真的是服了京东了。昨天买的包装就坏掉了，退了又重新买的。今天这个更严重了。不确定这个是不是正品了，因为都没有那个封口贴的。打开包装就是这个样子的。蓝色盒子有封口贴，这个连封口贴都没有。,,,2020-08-11 10:23,【改善暗沉】维生素面膜,,
先***钱,PLUS会员,"<div class=""comment-star star1""></div>",感觉假，之前用了脸很舒服，这个用了感觉特别油腻，而且香味特别浓，从不长痘的都长了逗，强烈怀疑，贪便宜出大事,维生素面膜10片,2017-11-15 08:12,,,,
****7,,"<div class=""comment-star star1""></div>",用了脸发红，和以前买的不一样，以前的是厚膜布滑滑的，这次的明显是薄的，以前都是在**买的，不应该贪便宜618买的，下次不在京东买了,【改善暗沉】维生素面膜,2020-06-21 20:31,,,,
L***_,,"<div class=""comment-star star1""></div>",黑色金属南岸的一个人在一起的j使用感受：假的好像过敏商家肯定在我评论下说我自己皮肤问题,【改善暗沉】维生素面膜,2021-09-03 10:07,,,,
2***0,PLUS会员,"<div class=""comment-star star1""></div>",这款面膜一直在用，小店搞活动59一盒的。心想趁618在京东买个正品，可是怎么没有我以前用的水多呢，这水不止是少，是不够用，想挤点水涂抹在面膜上部呢，挤不出了。到底哪个是假的呢京东购物这么久，第一次评价,维生素面膜,,,,,2019-06-21 22:17
小***h,,"<div class=""comment-star star1""></div>",面膜盒子没密封难道出厂时就没密封吗没有之前的效果好这个牌子在这上面买过好多次了时不时的会出现盒子破破没密封的而且没密封的没有密封的效果好希望不要再出现此类情况,维生素面膜,,,,,2019-06-14 22:58
****8,,"<div class=""comment-star star1""></div>",今天货收到了，但是不是很满意，精华太少了，拿出来面膜纸，还有的地方是干的，脸上都不够用。不满意,【透亮美肌】维生素面膜,,,,,2020-02-08 23:23
u***7,PLUS会员,"<div class=""comment-star star1""></div>",618买的，第一次用这款维生素的，第一感觉就是面膜纸不是很薄的那种，有点嫌弃。硬着头皮用完了。精华感觉没有补水那款多，跟粘稠，精华很容易干。最多十五分钟就要撕下来。我是隔天一片，刚敷完是感觉白了些，但隔天起床又变回原样了。属于不会回购的一款面膜。,,,2018-07-19 21:16,维生素面膜10片,,
****e,,"<div class=""comment-star star1""></div>",不好用，里面精华特别少，敷上脸就没了，一会就干了,【改善暗沉】维生素面膜,2021-12-22 15:08,,,,
****0,,"<div class=""comment-star star1""></div>",买了就降价，而且有异味。面膜也是很粗糙，不是很薄的那种,【改善暗沉】维生素面膜,2021-07-24 07:03,,,,
孟***o,,"<div class=""comment-star star1""></div>",以前觉的蛮好用的，于是昨天又重新买了两盒，试用效果，面膜很干跟以前相比真的有点假，用完脸也不亮，以前好用，现在不建议购买。,【透亮美肌】维生素面膜,,,,,2020-03-04 07:36
****w,PLUS会员,"<div class=""comment-star star1""></div>",一次性买了好几百，除了一盒咖啡色的正常，其它都怀疑非正品！！和过往面膜相比，不仅面膜很大、极其不精致、面膜材质粗糙、洞开的其大无比，例如嘴巴那个口都要拉到下巴了，做完以后不觉得舒服。因为回家就拆了放冰箱，所以没法退了！郁闷！之前觉得这个牌子好，但就因为这次买的，今天改买丽得姿了，好歹那家上次发的货用起来感觉很正，材质也好。,维生素面膜10片,2017-08-31 18:26,,,,
****1,,"<div class=""comment-star star1""></div>",用过比较差的一款面膜，首先比较干，精华液很少，甚至有些地方***的，其次恨不得把自家商标印的整张面膜都是，有商标地方更干了,【改善暗沉】维生素面膜,2021-05-11 20:13,,,,
养***狗,PLUS会员,"<div class=""comment-star star1""></div>",之前买的这款是厚膜的感觉精华满满的还不错。今天买了两盒又变成薄款的了。精华稀了不少。而且重要的事情多说几遍。大家一定记住啊!!!!!!!!!!!薄款的这种，看似透气但是完全带不住精华。倒拔干!倒拔干!!!!对这款面膜所有的好感这下彻底凉了。。。,维生素面膜,,,,,2019-01-27 11:17
冰***时,,"<div class=""comment-star star1""></div>",真的怀疑是不是正品，以前买的时候，也没见精华这么少，刚敷脸上，面膜就干的感觉，袋子里更是一点精华都没有，呵呵了,【改善暗沉】维生素面膜,2021-09-24 17:28,,,,
****A,,"<div class=""comment-star star1""></div>",敷了这款面膜起“蚊子包”………配方材料肯定是有问题的.起蚊子包的用户都可以留言说一说.是否激素超标,【改善暗沉】维生素面膜,2022-04-15 12:45,,,,
u***m,,"<div class=""comment-star star1""></div>",太厚了，严重怀疑不是正品,维生素面膜,,,,,2019-01-22 00:32
****2,PLUS会员,"<div class=""comment-star star1""></div>",每个盒子都被拆开过，我很愤怒。,维生素面膜10片,2017-12-13 13:26,,,,
陽***6,PLUS会员,"<div class=""comment-star star1""></div>",差评，面膜假的。物流速度挺快的！,维生素面膜10片,,,,,
一***n,PLUS会员,"<div class=""comment-star star1""></div>",东西好不好，首先快递速度太慢。,维生素面膜,,,,,2019-06-07 16:42
u***i,,"<div class=""comment-star star1""></div>",差评，服务态度不行，简直差到家了,维生素面膜10片,2016-09-09 15:11,,,,
肉***多,PLUS会员,"<div class=""comment-star star1""></div>",包装不一样，一点都不像是真的,,,2016-05-28 18:54,透亮嫩白维生素面膜25ml*10,,
****s,PLUS会员,"<div class=""comment-star star1""></div>",送货非常慢。非常随意。袋子压烂,,,2016-07-13 14:07,维生素面膜10片,,
A***u,,"<div class=""comment-star star1""></div>",刚用过一样油叽叽差评,维生素面膜10片,2016-11-14 23:38,,,,
W***D,,"<div class=""comment-star star1""></div>",刚买完，第二天就降价啦，太坑人啦！,维生素面膜10片,2017-10-16 15:39,,,,
樊***6,,"<div class=""comment-star star1""></div>",假的，用完脱皮严重还长痘,维生素面膜10片,2017-11-23 13:47,,,,
****7,PLUS会员,"<div class=""comment-star star1""></div>",京东太差劲！全是假货！还不及时发货！,维生素面膜10片,2017-07-21 11:14,,,,
****行,,"<div class=""comment-star star1""></div>",给差评只是因为韩货抵制韩货从我做起,维生素面膜10片,,,,,
咏***镇,PLUS会员,"<div class=""comment-star star1""></div>",收到盒子又扁又破，真心觉得不是真货,,,2018-06-06 19:21,维生素面膜10片,,
****y,,"<div class=""comment-star star1""></div>",垃圾到货包装但是打开的,【透亮美肌】维生素面膜,,,,,2020-04-06 22:52
w***5,,"<div class=""comment-star star1""></div>",刚买就降价，差评差评差评,【改善暗沉】维生素面膜,2020-08-04 13:28,,,,
q***5,,"<div class=""comment-star star1""></div>",包装破损很差劲就像卖不出去的库存货,维生素面膜10片,2018-02-28 20:55,,,,
u***l,,"<div class=""comment-star star1""></div>",非常差刚买完就大幅降价买贵了近一倍,维生素面膜10片,,,,,
****1,,"<div class=""comment-star star1""></div>",最近每次买的面膜都这样，都不知道是真假了,,,2018-06-10 17:56,维生素面膜10片,,
****e,,"<div class=""comment-star star1""></div>",承认的赠品也不送各种骗人,【改善暗沉】维生素面膜,2020-11-12 17:31,,,,
****r,,"<div class=""comment-star star1""></div>",精华液好少，面膜太厚了,维生素面膜,,,,,2019-07-28 21:55
奥***q,PLUS会员,"<div class=""comment-star star1""></div>",差评差评，包装这个样子，确定不是用过的？,,,2020-06-10 18:18,【改善暗沉】维生素面膜,,
****f,PLUS会员,"<div class=""comment-star star1""></div>",面膜里居然有干的部分，差评！,【透亮美肌】维生素面膜,,,,,2020-02-20 20:51
翟***媚,,"<div class=""comment-star star1""></div>",差评，这算几个意思，快递到家包装是打开的。,,,2018-07-31 18:00,维生素面膜10片,,
****0,,"<div class=""comment-star star1""></div>",垃圾的东西千万别买根本就是骗钱,维生素面膜,,,,,2019-06-29 09:27
1***2,,"<div class=""comment-star star1""></div>",一星都不想给明显是假货买了那么多次过年骗人呢,维生素面膜10片,2018-02-14 14:41,,,,
w***g,,"<div class=""comment-star star1""></div>",双十一做活动买的，买到假面膜了，太差了,【改善暗沉】维生素面膜,2020-11-26 13:43,,,,
没***苦,,"<div class=""comment-star star1""></div>",包装很差，盒子都破了，敷了没什么效果,维生素面膜10片,2017-11-14 05:56,,,,
s***u,,"<div class=""comment-star star1""></div>",第一次遇上包装都是拆过的，让人有点无语,,,2020-11-15 19:26,【改善暗沉】维生素面膜,,
a***a,,"<div class=""comment-star star1""></div>",差评，刚买不到24小时就降价,【改善暗沉】维生素面膜,2021-05-18 17:19,,,,
1***4,,"<div class=""comment-star star1""></div>",用过的性价低最低最差的面膜，没有之一！！！,【透亮美肌】维生素面膜,,,,,2019-12-10 11:46
1***1,,"<div class=""comment-star star1""></div>",差评，包装都惨不忍睹，京东真是越来越垃圾了,透亮嫩白维生素面膜25ml*10,2016-05-28 16:55,,,,
Z***6,PLUS会员,"<div class=""comment-star star1""></div>",太垃圾了，这面膜都没有精华液的,,,2020-11-27 23:15,【改善暗沉】维生素面膜,,
****1,,"<div class=""comment-star star1""></div>",非常难用又厚太容易干啦,,,2020-06-20 03:07,【改善暗沉】维生素面膜,,
****5,PLUS会员,"<div class=""comment-star star1""></div>",很差，油腻不清爽，寄来包装都是坏的,维生素面膜10片,2017-08-20 02:24,,,,
k***a,PLUS会员,"<div class=""comment-star star1""></div>",特别不好用，有刺激，起痘痘了,维生素面膜10片,2017-10-27 14:09,,,,
****b,,"<div class=""comment-star star1""></div>",面膜太薄又干又硬用的很将就,【透亮美肌】维生素面膜,,,,,2019-11-20 12:58
大***儿,,"<div class=""comment-star star1""></div>",没有精华，是一点点都没有特别难用！,维生素面膜,,,,,2019-08-10 23:17
****柔,PLUS会员,"<div class=""comment-star star1""></div>",没有我在京东自营的好。水分很少。怀疑不是正品,维生素面膜10片,2016-07-27 15:50,,,,
****8,PLUS会员,"<div class=""comment-star star1""></div>",差评，买到还没有发货竟然就降价，然后竟然不退差价……,维生素面膜,,,,,2019-07-05 17:37
o***7,,"<div class=""comment-star star1""></div>",厚度香味通通差评，跟别人寄给我的完全不一样。,维生素面膜,,,,,2019-04-11 21:22
k***z,PLUS会员,"<div class=""comment-star star1""></div>",使用感受：很干，没多少精华。像假货。,【改善暗沉】维生素面膜,2020-09-20 23:11,,,,
****a,,"<div class=""comment-star star1""></div>",半个月才到货，而且明明四盒变成两盒，可信度太差,【改善暗沉】维生素面膜,2020-11-24 23:29,,,,
啊***耶,,"<div class=""comment-star star1""></div>",怀疑是假的，精华液特别少,【改善暗沉】维生素面膜,2021-03-28 11:55,,,,
_***_,PLUS会员,"<div class=""comment-star star1""></div>",看起来被打开过，盒子也变形了，差评,,,2020-08-12 13:49,【改善暗沉】维生素面膜,,
1***p,,"<div class=""comment-star star1""></div>",精华太少了，面膜纸干干的。,【改善暗沉亮肤】维生素面膜,2020-12-21 22:14,,,,
****x,,"<div class=""comment-star star1""></div>",太干了，一点精华都没有，摘下面膜和没贴一样！,【透亮美肌】维生素面膜,,,,,2020-02-11 23:19
u***j,,"<div class=""comment-star star1""></div>",面膜真心不好一点水都没有谨慎购买,【改善暗沉】维生素面膜,2020-07-21 22:21,,,,
u***i,PLUS会员,"<div class=""comment-star star1""></div>",差评，假货。跟上次买的贴不一个感觉，刺痛感很强。,维生素面膜10片,2017-05-26 22:39,,,,
笑***哎,,"<div class=""comment-star star1""></div>",差评买了这么多就用袋子装的，蓝色的好像被拆过得一样，越来越差劲,,,2018-04-14 18:31,维生素面膜10片,,
欧***号,PLUS会员,"<div class=""comment-star star1""></div>",面膜到了，还没有使用，但是包装太简陋了，盒子全都压坏了,,,,【透亮美肌】维生素面膜,2019-11-19 12:13,
z***4,,"<div class=""comment-star star1""></div>",**，刚买就降价，159元买3盒，接着就降价169元4盒，欺骗消费者。,【透亮美肌】维生素面膜,,,,,2019-11-10 08:57
****h,PLUS会员,"<div class=""comment-star star1""></div>",像假的。用了很紧绷。而且一点儿都不补水,维生素面膜10片,2016-11-18 01:51,,,,
****a,,"<div class=""comment-star star1""></div>",五星给快递员的，商品就不多说了竟然扫不到码?,维生素面膜10片,2018-02-15 23:15,,,,
M***g,,"<div class=""comment-star star1""></div>",到货盒子全部被打开，勿拆也被拆开。。真的假的都不敢确定了这京东现在就这效果？,,,2018-01-25 19:13,维生素面膜10片,,
s***i,PLUS会员,"<div class=""comment-star star1""></div>",什么换快递员，什么时候修改评价，否则永远一星！实则一星都不想给！,维生素面膜,,,,,2019-06-27 18:01
偷***喵,,"<div class=""comment-star star1""></div>",太****了太差劲了贴着勿拆结果到了以后封条全都开了,维生素面膜10片,2017-12-13 14:35,,,,
****g,,"<div class=""comment-star star1""></div>",知道是假货可想不明白京东自营为什么不能找家稍微好一点的小工厂做完全没法贴,维生素面膜,,,,,2019-06-18 09:18
****p,,"<div class=""comment-star star1""></div>",这个是假的，太失望了,维生素面膜10片,2017-04-21 21:34,,,,
兰***条,,"<div class=""comment-star star1""></div>",快递不给力，包括被打开，而且面膜给人的感觉就是假货！,维生素面膜10片,2016-07-18 20:20,,,,
_***_,PLUS会员,"<div class=""comment-star star1""></div>",精华液太少，面膜都是干的,【改善暗沉亮肤】维生素面膜,2021-01-16 19:24,,,,
q***M,,"<div class=""comment-star star1""></div>",面膜精华太少，很多位置都是干的,【改善暗沉亮肤】维生素面膜,2020-12-09 12:29,,,,
****r,,"<div class=""comment-star star1""></div>",很干不好用没什么精华,【改善暗沉亮肤】维生素面膜,2021-01-27 10:41,,,,
不***人,PLUS会员,"<div class=""comment-star star1""></div>",我对客服不满意，处理不了我的需求，所以我必须给差评,【透亮美肌】维生素面膜,,,,,2019-11-01 01:05
****w,,"<div class=""comment-star star1""></div>",这种飘忽不定的价格让人怀疑产品的真假，再也不会买了,维生素面膜10片,2017-08-05 14:10,,,,
苓***儿,PLUS会员,"<div class=""comment-star star1""></div>",包装让人接受不了，要不是看快递员面子，一个星都不想给,【改善暗沉】维生素面膜,2020-10-15 21:05,,,,
****4,,"<div class=""comment-star star1""></div>",差评，最差的一次购物，感觉像垃圾一样，全是破的包装盒,维生素面膜,,,,,2019-07-01 21:26
****歆,,"<div class=""comment-star star1""></div>",应该是假的，水特别少，不好用。,【改善暗沉】维生素面膜,2021-03-19 00:03,,,,
剁***家,PLUS会员,"<div class=""comment-star star1""></div>",面膜质地太差，水也少。太假了。一分钱一分货,【透亮美肌】维生素面膜,,,,,2019-11-03 03:50
l***9,,"<div class=""comment-star star1""></div>",连个盒子都没有，压成啥了，就一个这袋子这么大的牌子太让人伤心了?,维生素面膜10片,2017-10-05 12:32,,,,
l***3,,"<div class=""comment-star star1""></div>",先不论真假，看着包装也是醉了，拆得太明显了，对京东失望,维生素面膜10片,2017-09-03 14:44,,,,
仙***喵,PLUS会员,"<div class=""comment-star star1""></div>",活动能不能写清楚，到底拍几件怎么拍，退货还要我出快递费，真是无语,【改善暗沉亮肤】维生素面膜,2020-12-10 18:01,,,,
薇***-,PLUS会员,"<div class=""comment-star star1""></div>",我不明白你们京东为什么买完就降价、给一星都多、以后我还就都给一星了！买了四单、单单买完降价、京东你们是不是开耍了？,维生素面膜10片,2017-09-28 12:59,,,,
Y***U,,"<div class=""comment-star star1""></div>",先不说它是不是正品，这个包装我也是无语了，我觉得你们有必要好好和物流沟通一下。,,,2018-08-05 23:31,维生素面膜10片,,
****H,PLUS会员,"<div class=""comment-star star1""></div>",这个11活动，搞得，**，呵呵哒！不保价的，差评差评,【改善暗沉】维生素面膜,2020-11-11 01:41,,,,
j***a,,"<div class=""comment-star star1""></div>",京东竟然卖假货太无齿了！用了不到一个小时就过敏了！！！,维生素面膜10片,2016-10-18 16:59,,,,
w***5,PLUS会员,"<div class=""comment-star star1""></div>",不推荐购买，一点都不好用。纸薄水少，非常不推荐。,维生素面膜,,,,,2019-07-14 20:07
****5,,"<div class=""comment-star star1""></div>",包装非常差劲，盒子都没封好，前面这末多好评不知道是不是请的人,【改善暗沉】维生素面膜,2020-08-24 13:02,,,,
y***3,,"<div class=""comment-star star1""></div>",都怪自己两盒都拆了，用了过敏，以前买的都不会，第一次在京东上买，太失望了,维生素面膜10片,2018-04-16 21:59,,,,
u***x,,"<div class=""comment-star star1""></div>",包装太差，买那么多就两个塑料袋装，一打开，全破了，想送人都不行了，一颗星都不想给的，最差的一次购物没有之一！！！,,,,维生素面膜,2019-01-17 18:52,
****6,,"<div class=""comment-star star1""></div>",快递包装太粗糙了，就一层快递袋子，跟以前的包装差太多，很怀疑是不是正品。死我了,维生素面膜10片,2017-11-13 16:08,,,,
聆***2,PLUS会员,"<div class=""comment-star star1""></div>",不好用，精华少，很快就干，不建议购买。。。。。。,,,,维生素面膜,2019-07-05 11:18,
u***o,,"<div class=""comment-star star1""></div>",当时是有购买赠送的活动，总共两种面膜是8盒，我只收到了两盒，反馈客服一直不管不理？？？？？？？很失望,【透亮美肌】维生素面膜,,,,,2020-04-08 22:27
G***俊,,"<div class=""comment-star star1""></div>",跟客户玩文字游戏这不是什么好的想法，这个差评不是产品本身的而是给贵公司的营销的！,【改善暗沉】维生素面膜,2020-09-16 22:43,,,,
****a,,"<div class=""comment-star star1""></div>",本想着京东东西肯定不错，结果却太垃圾，太失望了，,【改善暗沉】维生素面膜,2021-06-14 09:20,,,,
****r,,"<div class=""comment-star star1""></div>",包装太差劲了就这样找个袋子直接放里边快递到的时候外包装都摔破了都被压扁压破了面膜直接裸在外边,,,,维生素面膜,2018-11-11 19:38,
娇***0,PLUS会员,"<div class=""comment-star star1""></div>",这还叫套装勿拆？茶树的全被拆了，和另外两个封口也不一样，有点怀疑有真有假!,,,,,,
****t,PLUS会员,"<div class=""comment-star star1""></div>",基本上每盒都被开封过，封口处透明胶还有手印，京东越来越垃圾了,【改善暗沉】维生素面膜,,,,,2020-05-24 14:13
Z***l,,"<div class=""comment-star star1""></div>",严重过敏，买的时候注意！！,【改善暗沉】维生素面膜,2022-01-05 12:27,,,,
摘***你,PLUS会员,"<div class=""comment-star star1""></div>",面膜纸特别厚，不喜欢，，，，，，，，，，，，,维生素面膜,,,,,2019-04-17 00:30
多***物,,"<div class=""comment-star star1""></div>",假的，不好用，用了很干。,【透亮美肌】维生素面膜,,,,,2020-03-10 22:49
****d,PLUS会员,"<div class=""comment-star star1""></div>",客服不理人的，拿到拆开一看是这样的，看像是被人拆过退回来的，头一次在京东是这样的包装，,,,,【透亮美肌】维生素面膜,2020-03-17 23:35,
q***d,,"<div class=""comment-star star1""></div>",非常差不说了不要买就行了,【改善暗沉】维生素面膜,2021-07-07 18:54,,,,
K***u,PLUS会员,"<div class=""comment-star star1""></div>",给媳妇用的，居然过敏！！！这个销量不知道骗了多少人！,【透亮美肌】维生素面膜,,,,,2020-02-08 22:49
t***5,,"<div class=""comment-star star1""></div>",包装是开的，破也就罢了，给人特别不舒服的感觉，以后不会再买这家了,透亮嫩白维生素面膜25ml*10,2016-06-21 00:02,,,,
v***v,PLUS会员,"<div class=""comment-star star1""></div>",包装盒无胶封，怀疑被拆过，客服态度差，咨询未啥没封口回复让出国检测是不是正品，垃圾卖家，差评,,,,【透亮美肌】维生素面膜,2020-02-27 17:58,
a***6,,"<div class=""comment-star star1""></div>",欺骗消费者，说是买三盒有赠品，我就买了三盒结果没有赠品，客服说是买一样的才有～那怎么不说明白呢？？？,【改善暗沉】维生素面膜,,,,,2020-04-26 12:33
****y,,"<div class=""comment-star star1""></div>",恶心，膈应人！盒子都皱了，明明写着套装勿拆，送过来却是拆了的，像是把别人退货了的东西又卖出去了，以后再也不在这里买了。快递连个缓冲物都没有，不用心就别来做生意了。,,,2018-02-15 19:04,维生素面膜10片,,
u***p,,"<div class=""comment-star star1""></div>",差评，拆开包装，里面盒子全是坏的，四盒面膜全部变形了，一颗星都不愿意给,,,2018-06-21 08:31,维生素面膜10片,,
****9,,"<div class=""comment-star star1""></div>",我给鞋一星也是黑快递的，到手居然是打开过的。问客服还要踢皮球。失望,,,,维生素面膜,2019-09-15 11:12,
****n,,"<div class=""comment-star star1""></div>",精华很稀释，面膜纸很不光滑，一直用这个感觉是假的,【透亮美肌】维生素面膜,,,,,2019-12-20 21:52
喜***k,PLUS会员,"<div class=""comment-star star1""></div>",快递收到了，想问问为啥盒子被扣开了，是人为的还是运输中的问题就不知道了。同时还买了两个干粉，干粉的包装盒等外观都是完好无损的，只有面膜一拿出来就这样。差评！！！,,,2018-01-27 20:07,维生素面膜10片,,
血***1,,"<div class=""comment-star star1""></div>",包装太简陋，不像真的,【改善暗沉亮肤】维生素面膜,2021-03-10 21:43,,,,
****3,,"<div class=""comment-star star1""></div>",我的天啦！！！这是什么面膜……我用美迪惠尔两年了……第一次在京东买！！！！别买了！真的！味道怪怪的,维生素面膜10片,2017-11-23 23:41,,,,
****4,,"<div class=""comment-star star1""></div>",使用感受：效果太差。用这个面膜还不如用大宝，都比这个强,维生素面膜,,,,,2019-09-22 09:15
****O,,"<div class=""comment-star star1""></div>",非常失望，不值得购买,【改善暗沉】维生素面膜,2021-06-16 11:18,,,,
****9,,"<div class=""comment-star star1""></div>",我在京东买了好几次面膜了，这个包装不像样！感觉就是从垃圾堆里拿出去的！差评！,维生素面膜10片,,,,,
好***趣,PLUS会员,"<div class=""comment-star star1""></div>",特别难用，精华少，还出油用完不清爽,【改善暗沉】维生素面膜,2021-06-17 22:56,,,,
小***横,,"<div class=""comment-star star1""></div>",补水针剂的有一股很重的盐水味道，恐怕是变质了，或者天太热，运输过程变质了。,维生素面膜,,,,,2019-09-21 22:59
n***5,,"<div class=""comment-star star1""></div>",最差劲的一次购物，面膜包装用的包装袋，连个纸箱都没有，面膜盒子都压坏了，残次品的感觉。,维生素面膜,,,,,2019-06-20 18:12
暮***籜,,"<div class=""comment-star star1""></div>",好失望，之前买的没这么不好，里面真的好薄一点，精华也很少,【改善暗沉亮肤】维生素面膜,2021-02-25 15:35,,,,
u***p,,"<div class=""comment-star star1""></div>",京东现在都这么扣了吗，一个好点的包装盒也没有，发过来的货盒子也烂了！真的是，在京东消费那么多次，这是第一次给差评！我花几百块钱买的东西就这样包起来也是无语！,,,2018-09-13 18:23,维生素面膜10片,,
u***g,,"<div class=""comment-star star1""></div>",差评、差评，便宜没好货，买回来全是开口的，真是不敢恭维！第一次网络给差评！像垃圾堆捡来的,,,2016-06-21 18:20,透亮嫩白维生素面膜25ml*10,,
****i,,"<div class=""comment-star star1""></div>",自打从京东买东西体验最差的一次三盒面膜没一盒包装是好的,,,2018-08-29 21:29,维生素面膜10片,,
****m,,"<div class=""comment-star star1""></div>",快递也太烂了！什么啊！发过来都破了！面膜都暴露在外面！差评！,,,2016-04-24 11:46,透亮嫩白维生素面膜25ml*10,,
喵***汪,,"<div class=""comment-star star1""></div>",一颗星都不想给！买了4盒，2盒包装全部破损，1盒被人为打开塑封包装！！“套装勿拆”标签人为划痕清晰！！都不知道被故意破环的3件产品里面还是不是原装，京东自营再也不是可靠标签！,,,2017-11-13 17:09,维生素面膜10片,,
L***b,,"<div class=""comment-star star1""></div>",水分太少！！！味道又怪！,【改善暗沉】维生素面膜,2020-09-10 22:54,,,,
****m,,"<div class=""comment-star star1""></div>",面膜精华少的可怜，特别干，第一次买也是最后一次，太差劲,【透亮美肌】维生素面膜,,,,,2020-02-10 18:57
****a,,"<div class=""comment-star star1""></div>",这都是什么东西啊，面膜竟然用塑料袋包装！！！！送过来全部都压坏了！！！这怎么送人啊！！！！找客服也不处理，只会一个推一个，千万不要买！！！！！包装垃圾，客服也垃圾,,,,维生素面膜,2019-06-21 13:06,
a***7,PLUS会员,"<div class=""comment-star star1""></div>",面膜都开了，差评差评差评差评，第一次收到这么烂的快递?,,,2021-06-03 15:57,【改善暗沉】维生素面膜,,
赛***儿,,"<div class=""comment-star star1""></div>",垃圾产品，过敏严重，大家哪有上当受骗了,,,2021-09-27 10:09,【改善暗沉】维生素面膜,,
一***神,,"<div class=""comment-star star1""></div>",垃圾到2021.8就过期了,【改善暗沉亮肤】维生素面膜,2021-01-09 08:02,,,,
****t,PLUS会员,"<div class=""comment-star star1""></div>",包装破烂不堪，根本就是拆过的。还自营呢。京东，你们在砸自己的名誉。,,,,维生素面膜10片,,
****z,,"<div class=""comment-star star1""></div>",绝对是假的，盒子上的二维码能扫到，面膜袋子上的扫不到，没想到京东自营也有假货，,【透亮美肌】维生素面膜,,,,,2020-02-17 23:14
****O,,"<div class=""comment-star star1""></div>",垃圾用的烂脸我算过敏少的了用这个脸上发满红疹,维生素面膜10片,2018-03-27 09:18,,,,
e***5,PLUS会员,"<div class=""comment-star star1""></div>",收到快递，外面包装好着呢，结果里面面膜盒子被拆了，心情很不好,,,2020-09-16 19:49,【改善暗沉】维生素面膜,,
u***e,PLUS会员,"<div class=""comment-star star1""></div>",我这也不是第一次买了……这次的包装都是坏的，还是开封的，我真不知道这次是不是保真，是因为双十一吗？你们就搞成这样,维生素面膜10片,2017-11-11 23:44,,,,
****f,,"<div class=""comment-star star1""></div>",不到两个月前买的，一直没用，今天拆开发现全都胀包，根本不敢用，全丢了。简直太过分了，卖家能不能有一点良心，不怕害人吗，差评,维生素面膜10片,2016-11-19 20:45,,,,
E***B,,"<div class=""comment-star star1""></div>",我也真的是醉了。。怎么包装都破破烂烂的，，，快递盒一点也没烂，里面包装竟然是这个鬼样子，，不得不怀疑这次买的是假货。微信扫码只扫出了韩国商品这几个字。以前买的从来没有这种状况。最后一次买京东,维生素面膜10片,2017-12-12 21:37,,,,
****b,,"<div class=""comment-star star1""></div>",太垃圾了，面膜又硬，而且比较干,【改善暗沉】维生素面膜,2021-09-07 15:09,,,,
G***音,,"<div class=""comment-star star1""></div>",感觉花了几百买到@货了，跟以前用的都不一样，被坑了，差评，以前都在京东买电器觉得挺好的，没想到面膜都不是正品，伤心,维生素面膜10片,2018-09-10 09:16,,,,
****e,,"<div class=""comment-star star1""></div>",买了两盒一盒好好的另一盒明显被拆过还少了一张到现在都不给我个解释差评,,,2016-04-30 10:36,透亮嫩白维生素面膜25ml*10,,
y***r,PLUS会员,"<div class=""comment-star star1""></div>",才买两天就变相降价，客服相互推脱不管，差评！,【改善暗沉】维生素面膜,2022-03-12 21:43,,,,
c***u,,"<div class=""comment-star star1""></div>",之前原价买过一次精华液特别多，这次打折买的，里面精华液少的可怜，果然一分钱一分货！,【透亮美肌】维生素面膜,,,,,2020-02-18 15:56
粉***呜,,"<div class=""comment-star star1""></div>",面膜实在是假到不行，贴正品时完全无任何不适，贴过这个脸上都是痛刺感，跟火烧的一样，果真是买昂贵的假货app,维生素面膜10片,2017-09-04 09:17,,,,
****e,PLUS会员,"<div class=""comment-star star1""></div>",简直了快递收到了盒子就烂了而且还在一个袋子里装着根本没有盒子扫码也扫不出来差评超级差评不会相信京东了,,,2018-05-03 10:04,维生素面膜10片,,
诸***陈,,"<div class=""comment-star star1""></div>",这款面膜一点都不好用干巴巴的效果很差不好使,【改善暗沉】维生素面膜,2020-11-07 10:38,,,,
东***游,,"<div class=""comment-star star1""></div>",垃圾店铺，双十一搞活动买了四盒，只收到两盒，一直没有给我实质性的结果！以后不会再买了,,,2020-11-18 15:48,【改善暗沉】维生素面膜,,
u***5,,"<div class=""comment-star star1""></div>",这是挤开包装的面膜一星都不想给京东现在越来越不上道了之前还有个纸箱包装现在直接装袋子里你们打发叫花子呢我是花了钱的好吗,,,2018-09-15 12:10,维生素面膜10片,,
u***e,,"<div class=""comment-star star1""></div>",果然都被拆开过，看样子还真是掺着假的卖。还没用，都不敢用了。,,,2020-11-04 08:37,【改善暗沉】维生素面膜,,
