用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
u***u,,"<div class=""comment-star star1""></div>",买了三盒，包装非常简陋，蓝色这盒还被打开过，非常影响心情！,,,,茶树面膜,2019-05-22 18:28,
u***j,,"<div class=""comment-star star1""></div>",和我之前用的不一样京东的东西真不知道真假啊,茶树面膜,,,,,2019-10-13 22:50
z***明,,"<div class=""comment-star star1""></div>",刚买就降价一盒105两盒110三盒159无语了大大的差评我买一盒105亏死醉了,【缓解痘痘】茶树面膜,,,,,2019-11-25 12:51
****3,,"<div class=""comment-star star1""></div>",扫码没有扫出来不太靠谱所以一直没敢用京东超市买假货吗？,,,2017-12-03 23:29,茶树面膜10片,,
苏***吶,,"<div class=""comment-star star1""></div>",这个盒子严重让我怀疑是不是真的，两盒全部是打开的，一盒又是粘好的,,,,茶树面膜,2019-08-29 22:08,
****9,,"<div class=""comment-star star1""></div>",味道很刺鼻很难闻冲的人头疼,茶树面膜,,,,,2018-11-15 22:45
w***g,,"<div class=""comment-star star1""></div>",双十一做活动买的，买到假面膜，太差了，可恶,【镇定肌肤】茶树面膜,2020-11-26 13:42,,,,
大***r,PLUS会员,"<div class=""comment-star star1""></div>",就很一般，一点效果都没有，智商税,【水油平衡】茶树面膜,2021-05-26 23:40,,,,
****6,,"<div class=""comment-star star1""></div>",我只能说这是我用过最小的面膜，不够大不值这个价,茶树面膜10片,2018-02-06 19:40,,,,
S***7,,"<div class=""comment-star star1""></div>",头一次对京东失望，出货不检查包装的麽，怀疑被偷梁换柱！,,,,茶树面膜10片,,
****z,,"<div class=""comment-star star1""></div>",什么鬼面膜，无色无味，用水做的？擦，,茶树面膜10片,2017-10-24 08:37,,,,
u***o,,"<div class=""comment-star star1""></div>",实在不明白写着请勿拆封，为什么还要拆！差评！还是皱的！！！,控油战痘茶树面膜25ml*10,2016-06-04 21:03,,,,
A***輪,PLUS会员,"<div class=""comment-star star1""></div>",补水效果：补水效果一点都不好，干的很,,,2020-08-10 09:40,【镇定肌肤】茶树面膜,,
l***x,PLUS会员,"<div class=""comment-star star1""></div>",不但没祛痘满脸的痘痘真真假假难分辨,茶树面膜10片,,,,,
李***龙,PLUS会员,"<div class=""comment-star star1""></div>",京东服务越来越差了！,茶树面膜,,,,,2019-10-23 18:28
大***人,,"<div class=""comment-star star1""></div>",在京东买东西，钱付了东西不送货，还不退款，你们很牛吗？,茶树面膜10片,2017-08-03 15:12,,,,
****7,PLUS会员,"<div class=""comment-star star1""></div>",精华太少了，感觉面膜是一片干的，,【镇定肌肤】茶树面膜,2020-07-05 21:08,,,,
a***8,,"<div class=""comment-star star1""></div>",快递丢了，根本没有收到就显示签收，深圳得京东送货真的比北京态度差很多,茶树面膜10片,2018-06-29 14:12,,,,
****8,PLUS会员,"<div class=""comment-star star1""></div>",假货太难用了，有个第二天长了更多，没有舒缓，假货，假货,茶树面膜10片,2016-10-23 14:40,,,,
_***_,PLUS会员,"<div class=""comment-star star1""></div>",包装盒是打开过的而且都被压变形了，差评,,,2020-08-12 13:48,【镇定肌肤】茶树面膜,,
****c,,"<div class=""comment-star star1""></div>",没有精华液，这是什么垃圾面膜，面膜这么干,【缓解痘痘】茶树面膜,,,,,2020-03-05 17:45
珠***Z,,"<div class=""comment-star star1""></div>",超级烂不是正品太假了拆开用了一袋就无语瞬间没敷,茶树面膜10片,2016-08-29 00:12,,,,
****v,,"<div class=""comment-star star1""></div>",这个包装真心是。。。不知道怎么回事，包装又绉又烂的，严重怀疑产品的真假,茶树面膜10片,2018-04-19 17:09,,,,
优***弯,,"<div class=""comment-star star1""></div>",买了一堆面膜，很划算，扫码怎么扫出意大利，不是韩国产品吗。到底是不是真的？不能保证,茶树面膜10片,2017-12-09 12:16,,,,
u***d,,"<div class=""comment-star star1""></div>",可以不给星么？体验极差好不好从包装到补水祛痘效果逗极差便宜没好货吧京东越来越不靠谱了,茶树面膜10片,2018-09-10 15:14,,,,
****s,,"<div class=""comment-star star1""></div>",包装太差！用着也一般！,茶树面膜10片,2018-09-16 14:11,,,,
****d,PLUS会员,"<div class=""comment-star star1""></div>",第一次收到这样的产品，包装写着套装勿拆，和我之前买的完全不一样，有点怀疑真假！,茶树面膜10片,2018-01-30 11:44,,,,
X***C,,"<div class=""comment-star star1""></div>",这个包装…无语…第一次京东给差评！被拆开过！,控油战痘茶树面膜25ml*10,2016-06-22 11:24,,,,
****x,PLUS会员,"<div class=""comment-star star1""></div>",里面不知真假！但明明写着套装勿拆！里面全拆开了！以前没遇到过这种情况！,控油战痘茶树面膜25ml*10,2016-06-01 08:37,,,,
无***潤,,"<div class=""comment-star star1""></div>",真心差。建议大家不要卖。不知道那么多好评是不是找人刷的,茶树面膜10片,,,,,
L***b,,"<div class=""comment-star star1""></div>",水分非常少，干！一股抽屉的味道！,【镇定肌肤】茶树面膜,2020-09-10 22:53,,,,
j***a,,"<div class=""comment-star star1""></div>",京东竟然卖假货太无齿了！用了不到一个小时就过敏了！！！,茶树面膜10片,2016-10-18 17:00,,,,
稻***s,,"<div class=""comment-star star1""></div>",收到就是这样的，店家态度也蛮强硬的，说不关他们的事，让去找物流，什么态度这是,茶树面膜10片,2018-02-06 17:02,,,,
青***汤,,"<div class=""comment-star star1""></div>",真的过敏，很垃圾，别买,【缓解痘痘】茶树面膜,,,,,2019-12-16 18:59
****L,PLUS会员,"<div class=""comment-star star1""></div>",刚收到快递，拆开一看都是打开的，请问你们是***给消费者的，也不是多便宜的东西,,,,【镇定祛痘】茶树面膜,2020-05-08 10:33,
u***x,,"<div class=""comment-star star1""></div>",包装太差，买那么多就两个塑料袋装，一打开，全破了，想送人都不行了，一颗星都不想给的，最差的一次购物没有之一！！！,,,,茶树面膜,2019-01-17 18:49,
1***m,,"<div class=""comment-star star1""></div>",我买了这么多次，第一次收到这样的包装！！！！一盒请勿拆开，怎么都拆了……,,,,,,
****B,,"<div class=""comment-star star1""></div>",真让人气愤，别人花钱购买的东西，就这样随随便便往一个地方一丢，出了差错或者丢失，这个责任谁来负？？？？,茶树面膜10片,2017-11-14 20:37,,,,
海***空,,"<div class=""comment-star star1""></div>",不得不承认很差，面积小不说，而且很难揭开。,茶树面膜10片,2016-12-15 23:12,,,,
****d,,"<div class=""comment-star star1""></div>",**东西京东二手名副其实收到的时候盒子全破了亏还是自营,茶树面膜10片,2018-08-16 23:49,,,,
丨***里,PLUS会员,"<div class=""comment-star star1""></div>",我只能说二手D果然名不虚传，东西是挤压还是被其他人拆过的一看便知。一次就好，不会再在你家买二手货了,,,2018-07-03 22:08,茶树面膜10片,,
星***琐,PLUS会员,"<div class=""comment-star star1""></div>",拆开就是这样的，明显是被人打开了，这样的产品有安全保障吗,,,2018-02-08 14:57,茶树面膜10片,,
b***M,,"<div class=""comment-star star1""></div>",产品很差劲，用了两片就过敏脸很痒，以后再也不买这家产品了。,茶树面膜10片,,,,,
6***c,PLUS会员,"<div class=""comment-star star1""></div>",差评，慎拍，精华液少得可怜，一下子就干了,【镇定肌肤】茶树面膜,2020-07-28 23:45,,,,
****b,,"<div class=""comment-star star1""></div>",拿到快递就这个样子，包装太失望了，想地摊货一样，都不敢用,,,,【缓解痘痘】茶树面膜,2020-03-08 13:32,
****d,,"<div class=""comment-star star1""></div>",一直很信赖美迪惠尔，这一次真的是失望了，盒子扁了不说，盒子都是脏的，我都怀疑是不是过期的，差评,茶树面膜10片,2017-12-19 16:18,,,,
****c,,"<div class=""comment-star star1""></div>",第一次买一点都不好用，厚的要死不说还没什么水分,茶树面膜,,,,,2019-03-13 08:50
小***e,,"<div class=""comment-star star1""></div>",收到包裹时有一盒是裂开的，页面显示买3盒同款送安瓶也没有送！欺骗消费者！差评差评差评,【镇定祛痘】茶树面膜,,,,,2020-05-08 20:59
****2,,"<div class=""comment-star star1""></div>",差评，盒子坏的，一打开口袋，面膜直接掉出来了。就连面膜上都还有水,茶树面膜,,,,,2019-01-16 17:44
4***4,PLUS会员,"<div class=""comment-star star1""></div>",差评，必须差评，收到货后发现包装盒子被打开了，是不是被做过手脚。,,,,茶树面膜10片,,
****z,,"<div class=""comment-star star1""></div>",差评差评差评，面膜盒子破了，并且尽情的和贺卡都没有，后悔买了,茶树面膜10片,2018-04-16 17:37,,,,
左***地,,"<div class=""comment-star star1""></div>",真心对美迪惠尔的客服服务感到心寒包装破损，到货就来个京东秒杀，你们就这样挽留回头客的吗！！！,【缓解痘痘】茶树面膜,,,,,2020-04-18 11:54
月***坠,PLUS会员,"<div class=""comment-star star1""></div>",在京东第一次碰到这么无语的快递，不当我本人面拆箱，就拿走箱子，我的桌上只放了两盒光溜溜面膜，也没有快递的留单，找他理论他说这是公司规定的，你们公司有这样的规定吗？,茶树面膜10片,2018-04-12 12:16,,,,
二***久,,"<div class=""comment-star star1""></div>",纸太厚了。精华也不多,【缓解痘痘】茶树面膜,,,,,2020-02-19 00:26
****e,,"<div class=""comment-star star1""></div>",没什么想说的了直接差评打开面膜很浓烈的酒精味,茶树面膜10片,,,,,
****u,,"<div class=""comment-star star1""></div>",差的要死精华液少面膜小而且包装差太假了千万别买,茶树面膜10片,2017-12-24 07:36,,,,
侯***罗,,"<div class=""comment-star star1""></div>",啥东西就这样破破烂烂给我送过来了！就这样做生意吗？连个硬包装都舍不得吗？不是快递小哥服务好，我一个星也不想给,茶树面膜10片,2017-12-15 20:45,,,,
****e,,"<div class=""comment-star star1""></div>",我是痘痘肌，一点效果没有，怀疑买到架的了。能良心点吗？这产品都能上销量榜？京东怎么搞的？sb把,茶树面膜10片,2017-06-30 16:41,,,,
赛***儿,,"<div class=""comment-star star1""></div>",垃圾产品，敷完脸部过敏严重,【水油平衡】茶树面膜,2021-09-27 10:07,,,,
****e,,"<div class=""comment-star star1""></div>",不建议购买，也太不讲卫生了，面膜有头发粘着,【镇定肌肤】茶树面膜,2020-08-07 15:11,,,,
****k,,"<div class=""comment-star star1""></div>",这个家客服脑子有问题的，买了产品，咨询它产品问题，叫我早京东售后客服问去,茶树面膜10片,2017-07-20 12:50,,,,
1***p,,"<div class=""comment-star star1""></div>",过敏严重，不让退货，太差劲了，远没其它购物网站方便好用,,,2018-03-31 22:47,茶树面膜10片,,
5***虎,,"<div class=""comment-star star1""></div>",#，用完之后不仅没有祛痘而且满脸都是！商家却解释继续买其他产品！！！！,茶树面膜10片,2018-04-10 14:32,,,,
小***p,,"<div class=""comment-star star1""></div>",发来就是打开的。不满意。以前买过好几次.都比这次好。这次非常不满意.,,,2020-06-29 11:38,【镇定肌肤】茶树面膜,,
娇***0,PLUS会员,"<div class=""comment-star star1""></div>",这还叫套装勿拆？茶树的全被拆了，和另外两个封口也不一样，有点怀疑真假!,,,2018-01-28 14:42,茶树面膜10片,,
****e,,"<div class=""comment-star star1""></div>",店家少给我一张差评,,,2016-04-30 10:31,控油战痘茶树面膜25ml*10,,
是***呀,,"<div class=""comment-star star1""></div>",一点都不好用也不服贴,【水油平衡】茶树面膜,2021-07-14 13:52,,,,
安***样,,"<div class=""comment-star star1""></div>",包装简直不忍直视，盒子也是拆开过的，不知道是不是别人退回去的简直无语！,,,2018-01-26 18:36,茶树面膜10片,,
w***7,PLUS会员,"<div class=""comment-star star1""></div>",连最基本的包装封口都没有，客服一句话，你可以办理退货，京东自营，就这样消费用户信任的？,,,2020-11-12 09:46,【镇定肌肤】茶树面膜,,
慕***娑,PLUS会员,"<div class=""comment-star star1""></div>",包装一分都不想给，盒子完全是烂的烂的烂的稀烂的快递口袋一撕开稀里哗啦掉一地,,,2018-02-27 22:04,茶树面膜10片,,
梦***5,,"<div class=""comment-star star1""></div>",面膜精华特别少，鼻子上还是干的，特别不愉快的一次购物！,【缓解痘痘】茶树面膜,,,,,2020-02-21 20:10
曲***惠,,"<div class=""comment-star star1""></div>",我很无语，这盒茶树面膜没封口！！被打开过！！并且！！并且少一片！！只有9片！！真不知道你们店是怎么回事！这么不正规，难道面膜也是假的？？？,【缓解痘痘】茶树面膜,,,,,2020-04-01 23:17
Z***1,PLUS会员,"<div class=""comment-star star1""></div>",简直不能再差了，第一次买到这样的东西，面膜和包装粘一起,,,2016-09-16 00:04,茶树面膜10片,,
c***V,,"<div class=""comment-star star1""></div>",这是我买美迪惠尔的第三次，这是我第一次收到包装如此烂的面膜盒，好心情都被破坏了，再也不会买了,,,,【缓解痘痘】茶树面膜,2019-12-17 11:24,
****Y,,"<div class=""comment-star star1""></div>",收到货了，还没有使用，发货也没有用箱子在装一下，收到货，盒子就挤成这样了，不想说话了，差评,,,,【缓解痘痘】茶树面膜,2019-11-29 14:34,
u***q,,"<div class=""comment-star star1""></div>",感觉买到了@货，寄过来的包装盒子都是破损的，被人拆开了。生气，但又懒得退，反正下次绝对不会再买了，不会再轻易上当受@,茶树面膜10片,2018-09-06 22:51,,,,
田***长,,"<div class=""comment-star star1""></div>",味道很难闻，用了一贴脸就红了，也起了好多豆，实在是不敢用了?,【缓解痘痘】茶树面膜,,,,,2019-11-24 08:08
J***9,,"<div class=""comment-star star1""></div>",用完后黏糊糊的，布料质感极差，很廉价的感觉。客观的差评！,,,,【缓解痘痘】茶树面膜,2020-01-11 00:19,
G***音,,"<div class=""comment-star star1""></div>",感觉花了几百买到@货了，跟以前用的都不一样，被坑了，差评，以前都在京东买电器觉得挺好的，没想到面膜都不是正品，伤心,茶树面膜10片,2018-09-10 09:17,,,,
-***北,,"<div class=""comment-star star1""></div>",很无语，纸箱装不下不可以换个大点的吗，为了节省空间把面膜盒子拆开压扁放，真是服了,,,2020-08-03 18:40,【镇定肌肤】茶树面膜,,
c***u,,"<div class=""comment-star star1""></div>",之前原价买过一次精华液特别多，这次打折买的，里面精华液少的可怜，果然一分钱一分货！,【缓解痘痘】茶树面膜,,,,,2020-02-18 15:56
****4,,"<div class=""comment-star star1""></div>",差评，干死了，刚贴不到5分钟就干了，精华特别少,,,2020-11-11 21:49,【镇定肌肤】茶树面膜,,
s***2,,"<div class=""comment-star star1""></div>",这是一次最差的购物:包装盒已被拆开，不知原因，检查了里面的面膜，数量倒是没有少，希望用后不会有问题！这完影响京东在心中的形象！！还怎么敢放心购物??,,,2018-03-04 16:04,茶树面膜10片,,
****皮,,"<div class=""comment-star star1""></div>",非常不好用。估计是假货。居然敷了两次面膜两次都长痘。要丢了。浪费钱,控油战痘茶树面膜25ml*10,2016-06-02 12:22,,,,
****6,,"<div class=""comment-star star1""></div>",都是被拆开过的，京东你们搞什么，是拆开往里面放假货吗，虽然物流很快，但是欺骗消费者是不可能的，给个说法来,,,2017-11-13 18:14,茶树面膜10片,,
u***d,,"<div class=""comment-star star1""></div>",一点也不好用，怀疑是假货，客服还不理人，敷的脸上都起痘痘了,【缓解痘痘】茶树面膜,,,,,2020-03-04 18:46
郝***民,,"<div class=""comment-star star1""></div>",用了三片，现在满脸都是痘痘，还是闭口脓包，请问除了差评还能投诉吗？,茶树面膜10片,2018-06-27 19:44,,,,
独***忆,PLUS会员,"<div class=""comment-star star1""></div>",背面字体很模糊，和图片上的差别很大，不知道是不是正品，放着不敢用,茶树面膜10片,2016-10-14 21:17,,,,
h***治,PLUS会员,"<div class=""comment-star star1""></div>",特意官网买了一盒，塑封和防伪码都有；还用纸盒带气泡垫包装。反观京东的塑料袋装着，套装勿拆是人为撕的还是挤裂的？有没有零星差评。,,,2017-11-18 13:57,茶树面膜10片,,
****b,,"<div class=""comment-star star1""></div>",感觉都不是正品，第一次网上买东西觉得很差劲，盒子什么都是旧得一样，不像新得东西，不知道是不是不是原装，都开过封。,【镇定祛痘】茶树面膜,,,,,2020-05-14 09:18
嗯***4,,"<div class=""comment-star star1""></div>",已经开封了的面膜，而且只有九片，少了一片。如果换货重发又要跑两趟快递点，离得又远。浪费时间。无语死了,【镇定肌肤】茶树面膜,2020-10-07 12:10,,,,
w***5,,"<div class=""comment-star star1""></div>",无力吐槽以为已经极度伤心京东你们家的东西破了才会秒杀的对吧我现在都怀疑是不是真的了,茶树面膜10片,2016-11-26 17:13,,,,
苓***儿,PLUS会员,"<div class=""comment-star star1""></div>",看包装就来气，不管正品与否，反正就是不舒服，客服也说的乱七八糟，所问非所答。,【镇定肌肤】茶树面膜,2020-10-15 21:04,,,,
糖***糖,PLUS会员,"<div class=""comment-star star1""></div>",一星都不想给，一直在京东买东西，没想到韩国货这么差，包装质量不说，东西也不好用，失望！一看就是假货，盒子像是被人打开过的！,茶树面膜10片,2017-07-24 16:25,,,,
****v,,"<div class=""comment-star star1""></div>",产品质感：很差使用感受：感觉很劣质补水效果：没区别贴合效果：很差我受不了双11买的,【缓解痘痘】茶树面膜,,,,,2019-11-30 02:37
鱼***7,,"<div class=""comment-star star1""></div>",表示茶树的很不好用！！！！味道也很重！！用完有点红。,茶树面膜10片,2016-09-14 18:41,,,,
****0,,"<div class=""comment-star star1""></div>",不知道真的假的，这么多人买，就跟风买了，首先包装简陋，收到盒子都是烂的，其次面膜太小了，窝在包里要理上半天，以后再也不买这个东西了，也不知道好评怎么来的,茶树面膜,,,,,2019-06-21 05:31
蒹***止,PLUS会员,"<div class=""comment-star star1""></div>",精华液太少太少了，拿出来敷脸上就差不多是干的，无语了,【缓解痘痘】茶树面膜,,,,,2019-12-15 08:19
****z,PLUS会员,"<div class=""comment-star star1""></div>",一直在京东买东西。这次我要给差评。拿出来就这样盒子都打开的。无语?,【缓解痘痘】茶树面膜,,,,,2020-02-29 14:27
樱***婳,,"<div class=""comment-star star1""></div>",还没使用，但是活动真的无语，购买与活动页面完全不符，下单后以为是三盒到货就一盒，问客服，感觉很敷衍，不管产品怎么样，感觉这个页面购买活动就是在欺骗消费者。,茶树面膜,,,,,2019-10-18 17:31
M***O,PLUS会员,"<div class=""comment-star star1""></div>",收到货已经不知道怎么形容了，包装明显就是被拆过了，而且发过来就是一个胶袋装的，都不是用纸盒装，未免也太敷衍了吧，店大欺客就是京东自营店！找客服反印他们反正就是无所谓的！,,,2018-03-02 16:06,茶树面膜10片,,
飞***空,,"<div class=""comment-star star1""></div>",快递很快，但是快递过来，不是快递的包装问题，是这个产品本身都是懒得，我打开之后，面膜直接掉地上了，第一次在京东给差评，不知道是不是正品咯,,,2018-06-06 10:58,茶树面膜10片,,
T***f,,"<div class=""comment-star star1""></div>",五号凌晨买的，活动写着159三盒面膜，就冲着活动下的单，然后转眼间第二天，新活动写着179四盒，我真呵呵了。快递到了之后盒子全烂了，没有一个完好无损的，差评！,【缓解痘痘】茶树面膜,,,,,2020-02-08 14:43
夏***涵,,"<div class=""comment-star star1""></div>",精华少的可怜，少的都贴不到脸上。什么面膜啊无语了。,【镇定肌肤】茶树面膜,2020-07-13 17:51,,,,
****g,,"<div class=""comment-star star1""></div>",假的。之前买过很多次，跟正品比差别太大了！后悔不应该贪小便宜。五分钟，鼻子上的面膜纸边沿已经干透了,【缓解痘痘】茶树面膜,,,,,2020-04-20 22:53
空***泪,PLUS会员,"<div class=""comment-star star1""></div>",不说别的，包装蹂躏成这样还直接发货吗、差评不是给你们的商品，而是给你们的态度，包装盒成这样还发货？,,,2018-02-08 09:18,茶树面膜10片,,
无***3,,"<div class=""comment-star star1""></div>",是真的不好面膜太小也没啥效果建议不要购买,【镇定舒缓】茶树面膜,2021-10-26 22:13,,,,
星***8,,"<div class=""comment-star star1""></div>",买了这么多面膜头一次碰到这样的，这根本不是快递挤压的原因，很明显是二手货，连封口的胶带都是狗啃的参差不齐，脏兮兮的，大家都不傻，别拿二手货糊弄人，快递挤压变形和二手货是很明显的好吗？这样的东西谁还敢用？联系客服，客服说不归他管，*，真不知道京东自营的为什么会有这样的二手商品，这样的客服存在……,,,2017-08-11 20:18,茶树面膜10片,,
阿***喂,,"<div class=""comment-star star1""></div>",原来自营的也有这种略质产品，一拿到快递一看，包装都被人拆开了，盒子都裂开了，希望大家不要盲目以为自营的就没有假货，我现在很怀疑里面的被换成假货了。。。面膜用了一块居然长了两三个痘痘，不过也有可能是我心里作用吧，反正这次差评是铁定了！！！,,,2018-01-14 07:15,茶树面膜10片,,
****s,,"<div class=""comment-star star1""></div>",敷了根没敷一样，就是感觉像水一样，而且还特干，后悔买那么多,【缓解痘痘】茶树面膜,,,,,2020-03-15 16:02
u***x,,"<div class=""comment-star star1""></div>",用这个牌子好几年了，一直都是自营店购买，每次收到的都是板板整整一小箱，这次收到的好像一堆垃圾，感觉好像买到一堆地摊货一样，京东自营店现在服务都这么差了吗？四盒每盒都是前后开口，打开快递袋子里面散散落落一堆，没有一个完整的包装。以后买真的慎重，太可气了,,,2020-07-01 16:11,【镇定肌肤】茶树面膜,,
我***菜,,"<div class=""comment-star star1""></div>",包装盒不知道怎么撕了不说，这面膜膜布是什么鬼？膜不料不知道是什么料有点硬。我一次买这个面膜用，也不知道是不是买到了假货。真是差评。,,,,【缓解痘痘】茶树面膜,2020-03-08 23:50,
布***Y,PLUS会员,"<div class=""comment-star star1""></div>",很不满意，公司前台代签收的，说是快递要求将包装带走，强行拆走，感觉很不好，第一次遇到这种情况，费解，我拿到的时候就是赤裸裸的面膜，影响心情,,,2018-06-06 14:17,茶树面膜10片,,
t***妮,PLUS会员,"<div class=""comment-star star1""></div>",很失望，买回来包装都开了，也不知道被换了没有，而且盒子很脏！,,,2020-09-17 21:55,【镇定肌肤】茶树面膜,,
l***y,PLUS会员,"<div class=""comment-star star1""></div>",这个面膜太假了，设计得一点不好，眼睛洞很大，差评差评。,【镇定肌肤】茶树面膜,2020-06-24 08:08,,,,
****8,,"<div class=""comment-star star1""></div>",面膜明显是假的，面膜纸非常薄，精华特少，跟我在海外自营买的完全不一样，别在这家买了,【缓解痘痘】茶树面膜,,,,,2020-03-04 18:32
v***2,,"<div class=""comment-star star1""></div>",呵呵，这包装是认真的吗感觉跟二手货似的盒子都破了盒子连塑料膜都没有这包装能让人放心用吗,,,,【缓解痘痘】茶树面膜,2019-12-09 12:23,
1***n,,"<div class=""comment-star star1""></div>",贴合效果：一点都不贴合，面膜也太大了吧，盒子都是拆开了的，就是假货,【镇定肌肤】茶树面膜,2020-11-16 12:12,,,,
****3,,"<div class=""comment-star star1""></div>",这次购买的产品与前面的购买的完全不相同已经是一年多的老粉，面膜超级薄，一点精华液都没有。火大。,茶树面膜10片,2018-04-07 18:53,,,,
u***5,,"<div class=""comment-star star1""></div>",拆包装的时候就觉得奇怪，外包装很脏，敷面后感觉水分很少，敷完之后脸居然是紧绷的？？？？？怀疑不是正品,茶树面膜,,,,,2019-09-29 18:40
热***x,,"<div class=""comment-star star1""></div>",使用感受：说实话不怎么样，味道刺鼻，面膜有一张还是残次品，精华特别少,【缓解痘痘】茶树面膜,,,,,2019-12-13 19:50
温***柔,,"<div class=""comment-star star1""></div>",先不管好不好差评。面膜比别的面膜偏小，买的时候告诉客服我要解决络腮胡部位长痘痘问题也不提醒我说面膜偏小买回来有啥用？,茶树面膜10片,2018-07-28 20:51,,,,
F***-,,"<div class=""comment-star star1""></div>",体验感太差了像在某拼上买的一样封口贴也没有直接掉出来像捡漏剩下处理的不止这个其它盒也是这样盒子都变形了外包装还挺好的里面的盒子都变成这样了跟垃圾似的,,,2020-10-17 18:06,【镇定肌肤】茶树面膜,,
小***泡,PLUS会员,"<div class=""comment-star star1""></div>",真心坑啊！买家朋友自己看，贪图方便坑的是自己！快递外包装完好无损，打开就是这样。明显拆开又重新填装的，胶带都没粘性了，个中理由懒得一一解释了吧！慎重吧，,,,,【缓解痘痘】茶树面膜,2019-11-07 20:57,
米***o,PLUS会员,"<div class=""comment-star star1""></div>",很不满意快递三天才到一起下单的东西都先到了，最重要的是！！刚买活动就满199-100我很生气很生气！,茶树面膜10片,2016-09-09 01:34,,,,
****m,PLUS会员,"<div class=""comment-star star1""></div>",感觉是假的，跟之前买的不一样，面膜纸特别容易变形，眼睛那儿都是一边大一边小！！！假的！假的！假的！,【缓解痘痘】茶树面膜,,,,,2020-02-08 23:26
锅***丨,PLUS会员,"<div class=""comment-star star1""></div>",就用了一次，出油更加严重了，还带点过敏，我只想说，现在可以退吗，一次买了两百多，现在都不敢再用了,控油战痘茶树面膜25ml*10,2016-05-23 23:02,,,,
大***点,PLUS会员,"<div class=""comment-star star1""></div>",看到评论说，面膜被拆开过，我还抱着试一试的态度买，相信自己的运气没那么差，但收到快递，面膜的确被拆开过，然后客服一直跟我说运输途中的问题！和全新产品没拆封！购物很不愉快。,,,2020-06-21 12:49,【镇定肌肤】茶树面膜,,
M***s,PLUS会员,"<div class=""comment-star star1""></div>",跟代购的差很多！面膜纸薄，根本不是蚕丝的！！！水稀，太假了，不能从京东买化妆品,茶树面膜10片,2016-09-10 19:58,,,,
****h,,"<div class=""comment-star star1""></div>",收到打开一看，包装都烂了，而且也没有封口的透明胶带，观感很不好，也不知道是不是正品,,,2020-07-26 18:24,【镇定肌肤】茶树面膜,,
杨***丶,,"<div class=""comment-star star1""></div>",别说什么快递颠簸破裂。糊弄傻子呢？就是已经开封的。找客服也不搭理人。什么意思呢？,【镇定肌肤】茶树面膜,2020-11-02 21:40,,,,
****x,,"<div class=""comment-star star1""></div>",面膜是我用过最差劲的，精华少的可怜。膜太厚了???,【水油平衡】茶树面膜,2021-04-10 00:15,,,,
大***代,,"<div class=""comment-star star1""></div>",破破的包装，垃圾客服，用了后有点过敏，垃圾客服态度一点都不好，还说什么拒绝退货，这感觉是假的，一个新的东西都不密封，包装盒也是破的，条码也扫不出来.,茶树面膜10片,2018-03-08 13:31,,,,
吃***y,,"<div class=""comment-star star1""></div>",对京东物流真是失望，第一次买的时候配送就出现错误，告诉我得延迟三天才能收到。我就是冲着你物流第二天就到我才买的，三盒150活动，后来因为物流出错我重新购买的，呵，然后就多花了70块钱，然而物流依旧发错，除了失望，没有别的想说的了。,茶树面膜,,,,,2019-09-12 16:09
****3,,"<div class=""comment-star star1""></div>",用完第二天，脸上爆了个大痘痘。面膜纸比从韩国带回的小，而且厚，准备卸载京东，京东无假货，这句话太假了！,茶树面膜10片,2018-06-06 15:20,,,,
N***I,PLUS会员,"<div class=""comment-star star1""></div>",不说好不好用的，买回来就是被人拆开过的，上面还有指纹，客服还跟我说是什么随机检查，真是服了，差劲??,【镇定肌肤】茶树面膜,2020-08-21 21:46,,,,
****k,,"<div class=""comment-star star1""></div>",百分百假货，打开一股浓浓的化学品刺鼻的味道，而且面膜非常粗糙而且厚。不敢用全扔了。,控油战痘茶树面膜25ml*10,2016-06-17 23:43,,,,
****d,PLUS会员,"<div class=""comment-star star1""></div>",假货！用了烂脸前两张是正品和卖家卖的对比图后两张是用了卖家卖的面膜脸开始爆痘，红肿痒,【调理水油平衡】茶树面膜,2021-01-24 07:34,,,,
u***1,,"<div class=""comment-star star1""></div>",购物这么多年，第一次给差评，面膜拆开了，跟韩国面膜精华不一样，本想跟客服解决，客服又说拆了不给退，不给解决，那我只能自己认了，以后不会再买了！！！,【镇定舒缓】茶树面膜,2021-10-22 10:31,,,,
u***6,,"<div class=""comment-star star1""></div>",虽然不是什么怕摔的东西但也不能这样吧这好像在哪捡的这也太差劲了,茶树面膜10片,2018-04-30 15:14,,,,
****妄,PLUS会员,"<div class=""comment-star star1""></div>",使用感受：外表看起来高大上，里面的东西跟一两块钱的没啥区别。这么差的产品这么高的销量真不知道怎么来的。,【缓解痘痘】茶树面膜,,,,,2019-11-16 17:52
e***s,,"<div class=""comment-star star1""></div>",商品怎么样不知道，但我知道的是这个包装盒，被消毒水泡开了，好像没有买消毒水吧，我一共就买了五盒四盒都这样，就这样我觉得之前评论里那个烂脸都有可能是真的了,茶树面膜,,,,,2019-03-09 18:51
1***2,,"<div class=""comment-star star1""></div>",一直信任京东但这个确定是假的叉开就觉得不对面膜纸薄小味道也有差别难道年前京东也真假混着来,茶树面膜10片,2018-02-07 19:08,,,,
