用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
故***你,PLUS会员,"<div class=""comment-star star1""></div>",这就是我拿到的快递，等了十几天，话不多说，看图，快递都烂了，脏的，就这包装,,,2017-11-11 23:17,毛孔紧致黑炭面膜10片,,
l***红,PLUS会员,"<div class=""comment-star star1""></div>",一直用这款面膜好久了，但是今天收到快递的时候发现被拆过了，会不会是假货！！！而且为什么还贴上套装勿拆？,,,2018-01-20 14:30,毛孔紧致黑炭面膜10片,,
浓***宝,PLUS会员,"<div class=""comment-star star1""></div>",13天配送周期，货物来了在配送员那里也不配送，来了道歉没有，货物包装全部破损！,,,2016-11-24 14:23,毛孔紧致黑炭面膜10片,,
艺***_,,"<div class=""comment-star star1""></div>",这款粉色的有刺鼻的味道，用了也过敏，另外款绿色包装的挺好用的,毛孔紧致黑炭面膜,,,,,2019-09-25 02:27
小***臧,PLUS会员,"<div class=""comment-star star1""></div>",这包装真的是不敢恭维，直接用一个袋子装着就送来了，打开袋子面膜外包装的盒子都破了。更奇怪的是有一个外包装盒子竟然写着套装勿拆，瞬间感觉像假货啊。,,,2018-05-12 18:11,毛孔紧致黑炭面膜10片,,
s***m,,"<div class=""comment-star star1""></div>",收到有一盒是拆过的，感觉不像正品，也不知道哪里可以沟通，只有一个评价的平台,,,2020-07-18 21:44,【紧致肌肤】毛孔紧致黑面膜,,
****0,PLUS会员,"<div class=""comment-star star1""></div>",感觉跟以前买的不一样，眼部歪的，鼻子覆盖只有一半，不像真的。,【紧致肌肤】毛孔紧致黑面膜,2020-06-09 22:24,,,,
亮***儿,PLUS会员,"<div class=""comment-star star1""></div>",只想给一颗星，没有收缩毛孔的效果，一点也没有，补水倒还好,毛孔紧致黑炭面膜10片,2018-05-11 10:53,,,,
u***c,,"<div class=""comment-star star1""></div>",一般般吧，不是特别好用，味道有点奇怪，还是补水的那款好用,毛孔紧致黑炭面膜10片,2018-07-24 11:25,,,,
Q***X,,"<div class=""comment-star star1""></div>",用了才评价，过敏起红疹，试了三次都是这样，不得不说是这个真的不适合用，也不知道是不是正品,【紧致肌肤】毛孔紧致黑面膜,2020-10-06 01:46,,,,
****r,,"<div class=""comment-star star1""></div>",用完和之前买的不一样不说下巴周围过敏又干又疼我就想去鉴定下是不是合格的正品,【紧致细腻】毛孔紧致黑面膜,,,,,2019-11-25 21:52
****i,,"<div class=""comment-star star1""></div>",在损坏的包装盒上贴标签，说明商家已知情，把消费者当猴耍吗？,,,2018-01-03 12:19,毛孔紧致黑炭面膜10片,,
****c,PLUS会员,"<div class=""comment-star star1""></div>",好不好用我还不知道，但是这确实被拆过，包装损坏、明晚的旧痕迹，1星给快递,【紧致细腻】毛孔紧致黑面膜,,,,,2020-04-23 16:27
****T,PLUS会员,"<div class=""comment-star star1""></div>",用了第二天先是过敏后是长痘接着痘痘还会痒,【收缩毛孔】毛孔紧致黑面膜,2021-08-17 19:37,,,,
****e,,"<div class=""comment-star star1""></div>",一共买了6盒，发了两个快递，发货地址不一样，这三盒收到全是开口的，没封,【紧致肌肤】毛孔紧致黑面膜,2020-08-20 17:17,,,,
丽***呀,,"<div class=""comment-star star1""></div>",其余三盒完好无损就是这一盒底部包装破损,,,2022-01-23 13:49,【收缩毛孔】毛孔紧致黑面膜,,
w***0,PLUS会员,"<div class=""comment-star star1""></div>",比从韩国买回来的纸张要厚，味道不对，只要不过敏，先凑合着用吧,毛孔紧致黑炭面膜10片,2018-03-27 10:38,,,,
H***3,PLUS会员,"<div class=""comment-star star1""></div>",买来送人，以为是进口的，没想到中国制造，有中文，无法送人，自己用吧。,毛孔紧致黑炭面膜10片,2017-11-05 10:53,,,,
u***4,,"<div class=""comment-star star1""></div>",前两天搞活动买了两盒，快递到了之后，一盒包装是好的，另一盒包装是破的，都能把面膜都拿出来了，跟客服反馈了几次，没有任何回应。,【紧致细腻】毛孔紧致黑面膜,,,,,2020-03-05 13:03
u***r,PLUS会员,"<div class=""comment-star star1""></div>",精华非常少，用过精华最少的面膜了！用了脸更干,【紧致细腻】毛孔紧致黑面膜,,,,,2020-01-02 09:06
l***3,,"<div class=""comment-star star1""></div>",感觉不怎么样，，，，,毛孔紧致黑炭面膜10片,2018-06-02 23:21,,,,
****u,PLUS会员,"<div class=""comment-star star1""></div>",用了两次，脸上长了痘痘，不确定是正品,【收缩毛孔】毛孔紧致黑面膜,2021-06-26 08:36,,,,
大***青,,"<div class=""comment-star star1""></div>",不知道是不是我皮肤的原因我用一次起一次痘痘也是醉了专门隔了几天试了下依旧一样,毛孔紧致黑炭面膜10片,2017-12-09 22:04,,,,
晨***橙,,"<div class=""comment-star star1""></div>",如果可以，一颗星都不给，一点缩毛孔的效果都没有，我还配着城野一起用的，没有一点**，所以，以后还是买补水的就可以了,毛孔紧致黑炭面膜10片,2017-05-19 21:22,,,,
****r,,"<div class=""comment-star star1""></div>",刚收到快递，盒子都是旧的，标签也被撕了，明显是旧盒子，这种低级错误，怎么放心购买？怎么正品保障？,【紧致肌肤】毛孔紧致黑面膜,2020-07-10 20:36,,,,
w***7,,"<div class=""comment-star star1""></div>",不怎么样，有味道，应该是假货，跟以前代购味道都不一样，不能图便宜,毛孔紧致黑炭面膜10片,2017-10-10 09:47,,,,
m***8,PLUS会员,"<div class=""comment-star star1""></div>",应该都是假货。。。。。。。。。。。。。。。。,毛孔紧致黑炭面膜,,,,,2019-05-28 00:58
u***w,,"<div class=""comment-star star1""></div>",不像真的红色的，就是面膜上弄点水，根本没有精华，蓝色的那款是真的,毛孔紧致黑炭面膜,,,,,2018-11-21 14:05
****y,,"<div class=""comment-star star1""></div>",打开塑料袋的包装后是这样的，有谁能出来解释一下，发生了什么吗？为什么面膜盒子是打开状态,毛孔紧致黑炭面膜,,,,,2019-06-11 22:25
****w,,"<div class=""comment-star star1""></div>",包装盒上写的＂套装勿拆＂四个字，而我却发现，在收到货之前，包装盒已经被打开了，能解释一下吗?,毛孔紧致黑炭面膜10片,2017-12-14 21:46,,,,
****u,PLUS会员,"<div class=""comment-star star1""></div>",买了好多，用了两次，脸上就涨了好多痘痘,【收缩毛孔】毛孔紧致黑面膜,2021-06-26 08:39,,,,
****y,,"<div class=""comment-star star1""></div>",确实没有在实体店里买的好，用了以后粉刺好多。我在实体店里买的用了没有粉刺反而很光滑，想下单的朋友请慎重考虑。,毛孔紧致黑炭面膜10片,2017-10-08 09:41,,,,
z***9,PLUS会员,"<div class=""comment-star star1""></div>",精华很少，面膜片不贴合，面膜张很小才贴到额头，贴了马上就干了,毛孔紧致黑炭面膜10片,2018-07-27 22:40,,,,
L***赵,,"<div class=""comment-star star1""></div>",有一盒没有封口，是直接盖子打开的，请问这是怎么个回事？另一个是有封口的,,,,毛孔紧致黑炭面膜,2019-06-12 20:09,
u***7,,"<div class=""comment-star star1""></div>",以前一直在店里买的这款面膜，第一次在京东商城购买三盒面膜，为什么扫码扫不出来，和我在店里买的生产厂家也不一样，怀疑是不是假货呢，晚上准备试用看看,毛孔紧致黑炭面膜10片,2017-06-09 17:47,,,,
u***2,,"<div class=""comment-star star1""></div>",不好，一点做用都没有，贴在脸上弯个腰就要掉，第一次遇到这种事,【收缩毛孔】毛孔紧致黑面膜,2021-03-17 21:14,,,,
七***_,,"<div class=""comment-star star1""></div>",干皮都起闷痘了！！！,【收缩毛孔】毛孔紧致黑面膜,2021-12-08 14:01,,,,
u***4,,"<div class=""comment-star star1""></div>",产品还没用，不过客服态度不知道差到哪里去了，活动买的，快递送到小区传达室，面膜外包装都是破的，退货都不能退，用也不敢用，和客服反馈，根本都不理。,,,,【紧致细腻】毛孔紧致黑面膜,2020-03-24 22:54,
****2,,"<div class=""comment-star star1""></div>",连着用了3贴没什么感觉坚持用完看看效果吧还有就是掉价很快刚买完没几天就掉价??,【紧致细腻】毛孔紧致黑面膜,,,,,2020-04-11 16:48
一***2,,"<div class=""comment-star star1""></div>",买了五盒，其他都没问题。就这盒，后面的胶全都撕开了，前面的封口贴也是明显开过的痕迹，数了下数量是对的，不知道什么情况。一直在京东买的，也懒得退了。,,,2018-06-02 19:23,毛孔紧致黑炭面膜10片,,
仔***h,,"<div class=""comment-star star1""></div>",为什么送来的面膜外包装是打开的？上面封签明明X写着“套装请勿拆开”！不要脸的京东库管员和快递员，王八蛋,毛孔紧致黑炭面膜10片,2016-07-16 18:15,,,,
a***d,,"<div class=""comment-star star1""></div>",精华少的可怜……,毛孔紧致黑炭面膜,,,,,2019-07-11 12:55
****x,,"<div class=""comment-star star1""></div>",假的，用了过敏……,毛孔紧致黑炭面膜,,,,,2019-05-10 08:13
****8,PLUS会员,"<div class=""comment-star star1""></div>",用了就开始爆痘还以为不适合这款停了下用了另外一款同样的不舒服起痘买了三盒不同的用了两张就不敢用了看到那么多好评难道三件五折便宜的就是假的吗？,毛孔紧致黑炭面膜,,,,,2019-06-15 22:10
****8,,"<div class=""comment-star star1""></div>",总共敷了两片面膜，精华一般般，并不是网上说的那种很多的，效果敷完第二天并没有所说的那种效果。对京东有点扎心了,,,2018-06-11 14:05,毛孔紧致黑炭面膜10片,,
****R,,"<div class=""comment-star star1""></div>",下单的时候看见有赠品，付款后就没有赠品了，本来就是看这款送洗面奶和猫咪发带才选的这一款，结果发来缺啥赠品都没有，商家解释说不是每个仓库都有赠品，后来又解释说赠品是有限的不是每个人都有，这个解释你们觉得说的通吗？,【收缩毛孔】毛孔紧致黑面膜,2021-06-03 17:32,,,,
****g,,"<div class=""comment-star star1""></div>",如果不是因为一定要有星星，这次绝对没得。之前的包装都还有个硬纸盒，结果这次就只有一个胶的袋子。而且，面膜包装盒都坏了，不知道什么原因。我也难得换了，就当运送不当吧！,,,2018-01-31 20:00,毛孔紧致黑炭面膜10片,,
丫***e,PLUS会员,"<div class=""comment-star star1""></div>",跟之前买的差好多，眼的位置留空太大，用起来也不如之前买的水润，不知道是因为活动的原因还是确实这个牌子以后的东西就不好用了！,毛孔紧致黑炭面膜,,,,,2019-03-26 07:53
1***天,,"<div class=""comment-star star1""></div>",对皮肤刺激，第二天还冒痘痘，试用两次都没用,【收缩毛孔】毛孔紧致黑面膜,2021-09-17 21:51,,,,
z***n,PLUS会员,"<div class=""comment-star star1""></div>",之前用的是蓝色的，没用过这款，但觉得应该是假货，面膜偏小且用完过敏…护肤品果然不能贪便宜,毛孔紧致黑炭面膜,,,,,2019-06-19 22:55
****q,PLUS会员,"<div class=""comment-star star1""></div>",从来没用过面膜，这是第一次，不知道效果怎么样，但是包装上贴着套装无拆，但还是被打开的，不知道是什么原因，怕被换过货…这还是京东自营的店,毛孔紧致黑炭面膜10片,2018-01-23 23:06,,,,
1***p,,"<div class=""comment-star star1""></div>",活动期间买的，不知道是不是快过期了，一股说不上来的味道，像过期的酒精味，难闻，刺鼻,【紧致肌肤】毛孔紧致黑面膜,2020-06-26 00:39,,,,
z***0,PLUS会员,"<div class=""comment-star star1""></div>",我怀疑遇到了大数据杀熟！这次买的，盒子没有封口，味道跟以前不同，面膜在袋子里揉成一团而不是平整叠好的！小包装的字体也略有不同。,【紧致肌肤】毛孔紧致黑面膜,2020-09-25 23:01,,,,
那***你,,"<div class=""comment-star star1""></div>",以前也买过两次，这次的面膜完全不像以前那样。以前拿出来的精华是粘稠那种，这次像白水一样，拿出来还一直滴。难道面膜换配方了？,毛孔紧致黑炭面膜10片,2017-08-28 21:19,,,,
****f,,"<div class=""comment-star star1""></div>",差评，同时买的两款面膜，另一款很好，这款那个精华液像水一样滴下来，一点都不保湿，一直信赖京东自营的商品，没想到这款那么劣质！,毛孔紧致黑炭面膜10片,2018-08-18 22:23,,,,
康***宝,PLUS会员,"<div class=""comment-star star1""></div>",说实话挺不放心的，买到家是开封的，一拿出来，面膜就掉出来了，虽然是冲着京东这个招牌来的，也不能这样吧，问客服，半天也查不到，实在觉得浪费时间，建议你们多看看,毛孔紧致黑炭面膜,,,,,2019-07-24 20:54
疯***嘉,,"<div class=""comment-star star1""></div>",总的来说，我不喜欢！香精味挺重，补水效果也不怎么样，面膜比较小，精华也不多，所以…虽然很便宜，但我不推荐,【紧致细腻】毛孔紧致黑面膜,,,,,2020-02-19 21:27
****b,,"<div class=""comment-star star1""></div>",可能商店做大了，就不觉得客户的需求重要了，忘记了初衷，给人感觉就是，你不买，大把人买。产品还没用过，不知道好不好，不过包装看起来应该还可以，但我只想给笃屎个客服吃，应该再也不会来。,毛孔紧致黑炭面膜10片,,,,,
c***3,PLUS会员,"<div class=""comment-star star1""></div>",面膜纸有点点厚，额头部分有三分之一都贴不到。。。营养液也不多啊。以前用过蓝色装的，印象中纸挺薄的。第一次在京东买这个，不确定真假啊。,毛孔紧致黑炭面膜10片,2017-12-28 17:26,,,,
****f,,"<div class=""comment-star star1""></div>",为什么会便宜了。还有一件已经119元了，为什么3件才178.5元，过不过份。在打开快递过，看见纸盒是打开的，仔细的观察还看见破损的。大众们怎么看待。希望大众们能够帮助我理解理解,,,,,,
d***o,PLUS会员,"<div class=""comment-star star1""></div>",使用感受：以前使用过程中精华液从不滴漏，今天收到就试用了一片，面膜中的精华就和清水一样薄，贴了面膜一会水就顺脖子下来了，页面宣传上说精华液不滴漏，真假不知道，但跟我以前买的明显不一样,毛孔紧致黑炭面膜,,,,,2019-08-30 08:37
****8,,"<div class=""comment-star star1""></div>",不知道怎么说，给我第一感觉就不是正品，面膜很厚，应该会不好吸收的吧，还有就是面膜里面的水浓度不高，我不知道是我用过的面膜的水都是黏糊糊的，这个就是涂在手上很快就干了，很干爽，我也莫得知道是我的问题还是怎么样就是觉得不是正品,毛孔紧致黑炭面膜,,,,,2019-10-07 20:28
舞***飘,,"<div class=""comment-star star1""></div>",京东老用户了。。没想到还是买到了假货！！都说这款好用但是买回来并没有觉得有多好用。。。直到去了韩国买了这款回来才发现京东的这个和正品差好多。京东这款面膜的材质比较厚并且精华很少很稀。正品的这款面膜材质特别薄而且整张面积也比较大而且特别有韧性，面膜上的精华液比这个多很多，并且很有稠。一直不明白为什么京东这款的价格比韩国当地免税还便宜。现在知道了！,毛孔紧致黑炭面膜10片,2018-03-30 09:12,,,,
心***i,PLUS会员,"<div class=""comment-star star1""></div>",包装送来就是破的。3盒掉出来2盒！面膜散落一地！为何连个密封都没有？面膜用起来也跟以前不一样，折叠方式不同，打开困难，香味大！,【紧致肌肤】毛孔紧致黑面膜,2020-08-01 10:02,,,,
昨***风,PLUS会员,"<div class=""comment-star star1""></div>",看到还有没评价的，顺路评价了：皮肤不好的慎用，长痘，起红点，皮肤变暗沉，我就不信只有我一人这样,【收缩毛孔】毛孔紧致黑面膜,2021-10-24 18:44,,,,
海***人,,"<div class=""comment-star star1""></div>",快递都丢了客服不管垃圾,毛孔紧致黑炭面膜10片,2017-12-31 03:02,,,,
肥***7,PLUS会员,"<div class=""comment-star star1""></div>",假货，大家还是自营买真的好,毛孔紧致黑炭面膜,,,,,2019-05-25 14:04
N***t,,"<div class=""comment-star star1""></div>",包装都没有封口，差评，差评,,,,毛孔紧致黑炭面膜,2019-09-08 18:26,
高***2,,"<div class=""comment-star star1""></div>",盒子超级烂，客服不理人,毛孔紧致黑炭面膜,,,,,2019-07-14 00:46
越***瓜,,"<div class=""comment-star star1""></div>",买到假货了，那款蓝色的是假的,毛孔紧致黑炭面膜10片,2018-02-26 14:55,,,,
****p,,"<div class=""comment-star star1""></div>",太气人了，买的时候*送*。接着就送*,毛孔紧致黑炭面膜10片,2016-08-25 07:34,,,,
蓝***4,PLUS会员,"<div class=""comment-star star1""></div>",假的，跟我的正品完全不一样！,毛孔紧致黑炭面膜10片,2017-10-18 22:13,,,,
得***-,,"<div class=""comment-star star1""></div>",真假掺着买也是醉了假的太明显,毛孔紧致黑炭面膜10片,2017-04-06 01:26,,,,
晋***芳,,"<div class=""comment-star star1""></div>",这包装简直了，都压坏了，差评差评,,,2018-05-20 13:59,毛孔紧致黑炭面膜10片,,
白***猪,,"<div class=""comment-star star1""></div>",买了几次，这次买的太不满意了,【紧致细腻】毛孔紧致黑炭面膜,,,,,2019-11-09 09:53
l***6,,"<div class=""comment-star star1""></div>",**面膜，一点都不贴合,毛孔紧致黑炭面膜10片,2018-09-20 21:58,,,,
****x,,"<div class=""comment-star star1""></div>",假货，第一次在京东上买的假货,毛孔紧致黑炭面膜,,,,,2019-07-21 14:46
****l,,"<div class=""comment-star star1""></div>",盒子都是打开的，无语了,毛孔紧致黑炭面膜,,,,,2019-08-03 13:17
****9,,"<div class=""comment-star star1""></div>",面膜太小了，不会再买咯,毛孔紧致黑炭面膜10片,2017-08-20 21:45,,,,
k***y,PLUS会员,"<div class=""comment-star star1""></div>",每次都是刚买完就降价，也是无语了,毛孔紧致黑炭面膜,,,,,2019-07-11 22:49
m***a,,"<div class=""comment-star star1""></div>",包装质量也太次了，拆开之后都坏了！,,,,【紧致细腻】毛孔紧致黑面膜,2019-11-14 22:07,
c***你,PLUS会员,"<div class=""comment-star star1""></div>",这包装这散乱真是一颗星都不想评,,,,毛孔紧致黑炭面膜,2019-06-21 21:09,
s***g,,"<div class=""comment-star star1""></div>",超级难用很干不建议购买,毛孔紧致黑炭面膜10片,2017-05-01 12:20,,,,
D***呲,PLUS会员,"<div class=""comment-star star1""></div>",好评都是假的吧，就连包装都是这么烂,,,2017-10-13 23:51,毛孔紧致黑炭面膜10片,,
****0,,"<div class=""comment-star star1""></div>",包装很破旧，口袋都坏了，不知道是真假,毛孔紧致黑炭面膜10片,2017-12-13 17:09,,,,
樊***6,,"<div class=""comment-star star1""></div>",假的，用完严重脱皮和长痘,毛孔紧致黑炭面膜10片,2017-11-23 13:48,,,,
****z,,"<div class=""comment-star star1""></div>",面膜是假的！！从来没买过这么假的面膜,毛孔紧致黑炭面膜,,,,,2019-01-02 08:51
1***8,,"<div class=""comment-star star1""></div>",很非常差，收到货袋子面膜都是打开的。,,,,毛孔紧致黑炭面膜,2019-06-20 18:24,
u***l,,"<div class=""comment-star star1""></div>",非常差刚买就大幅降价买贵了一倍,毛孔紧致黑炭面膜10片,,,,,
差***H,,"<div class=""comment-star star1""></div>",差劲，用了脸上起红痘痘！！！,毛孔紧致黑炭面膜10片,2017-11-10 13:51,,,,
j***3,,"<div class=""comment-star star1""></div>",买回来东西被撕开过，物品不是正品。差评,毛孔紧致黑炭面膜10片,2016-10-28 11:12,,,,
****8,PLUS会员,"<div class=""comment-star star1""></div>",差评，盒子是打开的。没有密封,,,,毛孔紧致黑炭面膜,2019-09-15 11:54,
红***姐,PLUS会员,"<div class=""comment-star star1""></div>",是假的太假了一点都不好用,毛孔紧致黑炭面膜,,,,,2019-05-22 12:14
****o,,"<div class=""comment-star star1""></div>",刚买了就降价了，价格便宜一半多，差评。,毛孔紧致黑炭面膜10片,2017-08-07 16:31,,,,
s***3,PLUS会员,"<div class=""comment-star star1""></div>",真的坑五十多的面膜卖这个价！佩服,【紧致细腻】毛孔紧致黑面膜,,,,,2020-01-13 18:33
藍***8,,"<div class=""comment-star star1""></div>",垃圾东西，问几天也不回信息,【紧致细腻】毛孔紧致黑面膜,,,,,2020-01-13 05:45
N***D,,"<div class=""comment-star star1""></div>",搞活动，一个假的，一个真的直接给你个一心,毛孔紧致黑炭面膜10片,2017-07-18 00:01,,,,
****B,,"<div class=""comment-star star1""></div>",简直差评！京东快递员服务简直差劲到离谱,毛孔紧致黑炭面膜10片,2017-11-14 20:34,,,,
爱***喵,,"<div class=""comment-star star1""></div>",差评，流量赠品完全是忽悠人的，不可靠商家,毛孔紧致黑炭面膜10片,2016-11-14 12:11,,,,
u***u,,"<div class=""comment-star star1""></div>",严重受损，很随意的包装。这是正货吗？,,,,毛孔紧致黑炭面膜,2019-06-03 18:51,
败***1,,"<div class=""comment-star star1""></div>",用了一次过敏了，真假不予评价，不会再买,毛孔紧致黑炭面膜10片,2016-11-15 00:23,,,,
****y,,"<div class=""comment-star star1""></div>",没想到京东也能买到假货,,,2017-11-13 18:33,毛孔紧致黑炭面膜10片,,
菇***傻,,"<div class=""comment-star star1""></div>",面膜太小，我脸都算是小的都盖不完,毛孔紧致黑炭面膜,,,,,2018-10-03 22:16
****l,,"<div class=""comment-star star1""></div>",感觉放了好久了，盒子很脏，差评,,,,毛孔紧致黑炭面膜10片,,
u***o,,"<div class=""comment-star star1""></div>",真心劝其他人，不要买，你会后悔死。,毛孔紧致黑炭面膜10片,,,,,
z***6,,"<div class=""comment-star star1""></div>",送过来都不知道盒子压成什么样子了差评,,,,毛孔紧致黑炭面膜,2018-11-16 14:18,
l***包,,"<div class=""comment-star star1""></div>",垃圾，被人打开了，不会再买了,【紧致细腻】毛孔紧致黑面膜,,,,,2020-03-21 11:59
殷***飞,,"<div class=""comment-star star1""></div>",**大**越用皮肤越差长痘痘,毛孔紧致黑炭面膜10片,2018-09-03 22:45,,,,
u***g,,"<div class=""comment-star star1""></div>",包装太差了，拿到都是打开的！以后再不会购买了！,,,2017-08-25 22:49,毛孔紧致黑炭面膜10片,,
多***_,PLUS会员,"<div class=""comment-star star1""></div>",收货后包装真是一次不如一次，第一次给差评！！！,毛孔紧致黑炭面膜,,,,,2019-08-30 23:08
F***1,,"<div class=""comment-star star1""></div>",打开面膜，里面居然有很长的头发！！,毛孔紧致黑炭面膜10片,2018-08-30 22:14,,,,
u***c,,"<div class=""comment-star star1""></div>",差评。就一个胶袋装起来，到的时候全部破了…,,,2016-12-25 19:14,毛孔紧致黑炭面膜10片,,
米***q,PLUS会员,"<div class=""comment-star star1""></div>",差评，收到的面膜盒子都砸扁了，希望卖家能改进。,,,2018-09-26 14:14,毛孔紧致黑炭面膜10片,,
****q,,"<div class=""comment-star star1""></div>",京东售后客服反正我是无语了！真一星都不想给！,毛孔紧致黑炭面膜,,,,,2018-11-17 14:31
****3,,"<div class=""comment-star star1""></div>",差评，拆开了的，不是新的,,,2020-08-19 18:59,【紧致肌肤】毛孔紧致黑面膜,,
u***4,,"<div class=""comment-star star1""></div>",这个面膜太小了，脸都盖不上,毛孔紧致黑炭面膜,,,,,2019-03-12 17:23
****l,,"<div class=""comment-star star1""></div>",包装太简陋，东西都压的不能看了，就一个袋子,,,,毛孔紧致黑炭面膜,2019-07-15 15:37,
****d,,"<div class=""comment-star star1""></div>",并没有收缩毛孔的效用差评差评,毛孔紧致黑炭面膜,,,,,2019-05-30 22:40
s****,,"<div class=""comment-star star1""></div>",差劲的很，跟波斯顿不是一个档次,【紧致细腻】毛孔紧致黑面膜,,,,,2019-12-14 22:28
****e,,"<div class=""comment-star star1""></div>",一点都不满意两个价格看清了买吧,毛孔紧致黑炭面膜,,,,,2019-07-25 11:38
天***0,PLUS会员,"<div class=""comment-star star1""></div>",活动划算买了4盒，这快递包装一分我都不想给,,,2018-07-26 18:39,毛孔紧致黑炭面膜10片,,
****i,,"<div class=""comment-star star1""></div>",收到货包装有打开过，差评，要求退货,,,2020-09-02 20:17,【紧致肌肤】毛孔紧致黑面膜,,
****i,,"<div class=""comment-star star1""></div>",从京东买了这么多次东西，第一次差评，被人拆过吗？,,,2017-08-15 12:19,毛孔紧致黑炭面膜10片,,
****j,,"<div class=""comment-star star1""></div>",假的，扫码扫不出来用完脸上还过敏,毛孔紧致黑炭面膜10片,2017-07-25 22:13,,,,
k***e,,"<div class=""comment-star star1""></div>",很难吸收，好像不是正品，以后不会买了,毛孔紧致黑炭面膜10片,2016-11-05 08:42,,,,
永***里,PLUS会员,"<div class=""comment-star star1""></div>",别问我为何给差评，京东快递什么时候如此暴力了？？,,,2017-09-04 15:47,毛孔紧致黑炭面膜10片,,
x***c,,"<div class=""comment-star star1""></div>",假货吧，包装盒被拆开，不知道这货是从哪里来的,毛孔紧致黑炭面膜10片,2016-11-08 13:01,,,,
李***8,,"<div class=""comment-star star1""></div>",差评，面膜盒包装都打开了是什么意思？假货吗？,毛孔紧致黑炭面膜,,,,,2019-06-20 13:40
****5,PLUS会员,"<div class=""comment-star star1""></div>",假货！用了之后过敏，痒得要死,毛孔紧致黑炭面膜10片,2017-05-20 19:33,,,,
****e,PLUS会员,"<div class=""comment-star star1""></div>",买完就降价，说是价格同比双11，价格变动太快,【紧致细腻】毛孔紧致黑面膜,,,,,2019-11-11 20:10
冰***7,,"<div class=""comment-star star1""></div>",包装都破了，严重怀疑货品的真伪。,【紧致肌肤】毛孔紧致黑面膜,2020-09-04 12:45,,,,
v***v,PLUS会员,"<div class=""comment-star star1""></div>",我觉得是假的，收到的货都是开口的，根本就不像真的,,,,毛孔紧致黑炭面膜,2019-06-26 19:42,
L***U,PLUS会员,"<div class=""comment-star star1""></div>",假货～大家不要买～包装都看的出来～跟正品相差很大,毛孔紧致黑炭面膜10片,2017-04-06 13:31,,,,
一***货,,"<div class=""comment-star star1""></div>",一颗星是给快递的，面膜是假的，包装是闹着玩的,毛孔紧致黑炭面膜10片,2017-05-10 10:45,,,,
H***w,,"<div class=""comment-star star1""></div>",包装太差劲了，收到的时候外面包装都破了。,,,,【紧致细腻】毛孔紧致黑面膜,2020-03-29 13:07,
韩***婴,PLUS会员,"<div class=""comment-star star1""></div>",包装直接打开的，有点失望。京东上面会出现这种问题。,,,,毛孔紧致黑炭面膜,2019-07-08 17:02,
u***z,PLUS会员,"<div class=""comment-star star1""></div>",真心不满意！感觉没有以前好！像是假的,毛孔紧致黑炭面膜10片,2018-06-12 11:54,,,,
亿***人,PLUS会员,"<div class=""comment-star star1""></div>",不给差评是不是惯的你们，买了3种包装全部开了,【紧致细腻】毛孔紧致黑面膜,,,,,2020-05-22 16:35
3***姗,PLUS会员,"<div class=""comment-star star1""></div>",包装都是拆开的！！！谁知道里面真的假的！,,,2020-11-07 19:56,【紧致肌肤】毛孔紧致黑面膜,,
****6,,"<div class=""comment-star star1""></div>",面膜的盒子都坏了，还很旧，感觉像假货,毛孔紧致黑炭面膜10片,2018-06-09 10:26,,,,
****z,,"<div class=""comment-star star1""></div>",打开箱子，面膜的包装是这样的？太差劲了,,,2020-11-05 15:00,【紧致肌肤】毛孔紧致黑面膜,,
n***7,,"<div class=""comment-star star1""></div>",拍下的时候说，马上发货，可是过了十天都没发货，气死人,毛孔紧致黑炭面膜10片,2018-02-26 16:31,,,,
****m,PLUS会员,"<div class=""comment-star star1""></div>",一星给物流，东西很差劲，京东自营什么时候这么没门槛了,毛孔紧致黑炭面膜10片,2018-05-28 10:10,,,,
u***8,,"<div class=""comment-star star1""></div>",连鼻子都盖不全，实在差，感觉买到假货,【紧致细腻】毛孔紧致黑面膜,,,,,2020-05-08 00:32
大***3,,"<div class=""comment-star star1""></div>",包装真**垃圾，用个塑料袋装着就送来了，全散了。。,毛孔紧致黑炭面膜10片,2018-08-21 21:00,,,,
****c,,"<div class=""comment-star star1""></div>",除了一盒，其他的都是打开的，差评,,,2020-07-24 00:49,【紧致肌肤】毛孔紧致黑面膜,,
u***b,,"<div class=""comment-star star1""></div>",这个包装拿过来都烂了。。真的是无语！！！！京东这是怎么了？？？,毛孔紧致黑炭面膜10片,2018-06-19 20:22,,,,
1***n,,"<div class=""comment-star star1""></div>",使用感受：一点都不好用，感觉就是假货,【紧致肌肤】毛孔紧致黑面膜,2020-11-16 12:14,,,,
****f,,"<div class=""comment-star star1""></div>",这面膜是假的，假的，顶着美迪惠尔的名字卖假产品,毛孔紧致黑炭面膜,,,,,2019-09-22 14:53
一***0,PLUS会员,"<div class=""comment-star star1""></div>",不是原装，购买者谨慎～被拆开了～失望，对京东失望了，,,,2017-12-01 20:48,毛孔紧致黑炭面膜10片,,
****1,,"<div class=""comment-star star1""></div>",真垃圾，厚厚的一层布，什么面膜，忽悠顾客的！,毛孔紧致黑炭面膜,,,,,2019-01-10 11:55
汤***福,,"<div class=""comment-star star1""></div>",一点效果都没有，差评，差评，我怀疑是假货,毛孔紧致黑炭面膜,,,,,2019-08-17 18:11
