用户名,会员,星级,评论,类型1,评论时间1,评论时间2,类型2,评论时间3,评论时间4
****q,,"<div class=""comment-star star1""></div>",补水效果：没有多大感觉好，和实物介绍的有差距,【提亮紧致】胶原蛋白面膜,2020/10/8 11:39,,,,
超***3,,"<div class=""comment-star star1""></div>",可以登录国寿e宝，看看，是否能变更***,胶原蛋白面膜,,,,,2018/11/8 17:49
****d,,"<div class=""comment-star star1""></div>",精准达，晚两天到呵呵,胶原蛋白面膜,,,,,2019/2/23 19:11
幼***熊,PLUS会员,"<div class=""comment-star star1""></div>",不像正品，*越来越完蛋,胶原蛋白面膜10片,2017/9/5 19:12,,,,
r***2,PLUS会员,"<div class=""comment-star star1""></div>",不怎么好用，没有JM的好用,【光滑弹嫩】胶原蛋白面膜,2021/6/5 9:06,,,,
李***5,,"<div class=""comment-star star1""></div>",差祸都给我送丢了,胶原蛋白面膜10片,2017/12/22 22:14,,,,
鸭***跳,PLUS会员,"<div class=""comment-star star1""></div>",使用感受：这个面膜贴在脸上用了之后脸上老是起痘痘,,,,【弹力紧致】胶原蛋白面膜,2020/4/16 17:06,
J***1,,"<div class=""comment-star star1""></div>",一般吧，还算可以吧，也谈不到具体有什么好还是不好。,胶原蛋白面膜10片,2018/6/9 11:24,,,,
****6,,"<div class=""comment-star star1""></div>",包装直接塑料袋装，，打开面膜的盒子都是破的,,,2021/1/26 14:15,【盈润光滑弹嫩】胶原蛋白面膜,,
****9,PLUS会员,"<div class=""comment-star star1""></div>",收到时盒子是开着的明明一盒是10个面膜结果收到的就是8个,,,2020/9/17 23:13,【提亮紧致】胶原蛋白面膜,,
白***m,,"<div class=""comment-star star1""></div>",真假难辨。盒子是被拆开的，条码也扫不出来。,,,2020/8/21 18:05,【提亮紧致】胶原蛋白面膜,,
u***7,,"<div class=""comment-star star1""></div>",应该是假的，跟我在免税店买的不一样，面膜纸都有区别,胶原蛋白面膜10片,2018/3/9 20:25,,,,
****3,,"<div class=""comment-star star1""></div>",不知道是不是正品，到货的时候盒子已经开裂了，收到的是这个样子的，哎,,,2017/11/15 20:30,胶原蛋白面膜10片,,
****4,,"<div class=""comment-star star1""></div>",买了三盒，有两盒分明有打开过的痕迹，怀疑被掉包了,胶原蛋白面膜,,,,,2019/6/29 22:40
****9,PLUS会员,"<div class=""comment-star star1""></div>",不好，是假的吧，我用了满脸痒，还起红痘痘,胶原蛋白面膜,,,,,2019/4/18 21:02
****3,,"<div class=""comment-star star1""></div>",不好用，精华少，敷上面膜有刺痛感,【莹润肌肤】胶原蛋白面膜,,,,,2020/5/10 21:52
L***君,,"<div class=""comment-star star1""></div>",使用以后出现过敏，脸上发痒起疙瘩，,,,2020/8/30 15:26,【提亮紧致】胶原蛋白面膜,,
****c,,"<div class=""comment-star star1""></div>",单从包装看，不像正品！！！,胶原蛋白面膜10片,2018/4/16 13:34,,,,
l***7,,"<div class=""comment-star star1""></div>",这个还不如补水的质量好，面膜纸粗糙的不行,胶原蛋白面膜10片,2017/4/29 16:34,,,,
我***啊,,"<div class=""comment-star star1""></div>",不好用，太厚了，感觉不吸收，反正下次不会买了,胶原蛋白面膜,,,,,2019/8/2 21:00
****n,PLUS会员,"<div class=""comment-star star1""></div>",使用感受：不好用，精华很少，很干。,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/10 12:27,,,,
****4,,"<div class=""comment-star star1""></div>",到货的时候面膜的包装是被人撕开过又拿胶带粘的,【盈润光滑弹嫩】胶原蛋白面膜,2021/2/14 22:29,,,,
南***风,PLUS会员,"<div class=""comment-star star1""></div>",效果不好，而且面膜特小，根本就属于偷工减料,胶原蛋白面膜10片,2017/10/26 21:00,,,,
****江,,"<div class=""comment-star star1""></div>",来了也没有封口贴，搞笑呢，谁知道货是真假，退了,,,2020/8/20 19:16,【提亮紧致】胶原蛋白面膜,,
u***7,,"<div class=""comment-star star1""></div>",收到货猜开看到包装都被猜开了，商品盒子都是破的，怀疑买的是假货,胶原蛋白面膜10片,2017/11/13 12:00,,,,
快***1,,"<div class=""comment-star star1""></div>",胶原蛋白的和图片不一样，真的假的？申请给换下,,,2016/10/6 21:31,胶原蛋白面膜10片,,
u***1,,"<div class=""comment-star star1""></div>",假货，精华少，压根就不补水,胶原蛋白面膜10片,2016/8/28 22:15,,,,
星***妈,PLUS会员,"<div class=""comment-star star1""></div>",外包装显然被打开过！,,,,【弹力紧致】胶原蛋白面膜,2020/2/27 16:49,
****3,PLUS会员,"<div class=""comment-star star1""></div>",精华液没有以前多了，说好的赠品也没有，价格不划算,【莹润肌肤】胶原蛋白面膜,,,,,2020/5/9 21:12
****z,,"<div class=""comment-star star1""></div>",晕死，居然连箱子都不装，直接用保鲜膜，抱起都尴尬,胶原蛋白面膜10片,2017/10/31 17:39,,,,
宁***呀,,"<div class=""comment-star star1""></div>",精华少到可怜。几乎没有……,【弹力紧致】胶原蛋白面膜,,,,,2019/12/17 16:57
****仙,PLUS会员,"<div class=""comment-star star1""></div>",快递没有纸箱，居然就是一层塑料袋子，拿回来盒子都摔坏了！,,,2018/2/11 23:21,胶原蛋白面膜10片,,
1***p,,"<div class=""comment-star star1""></div>",感觉一般般，价格还可以，但是用完不是很保湿，,胶原蛋白面膜10片,2017/6/23 14:38,,,,
****j,,"<div class=""comment-star star1""></div>",送来的时候包装袋已经烂了，面膜盒不用我拆都已经开了,胶原蛋白面膜10片,2018/8/11 15:49,,,,
惑***央,,"<div class=""comment-star star1""></div>",老婆说用后起痘痘了，不知道是不是面膜的问题,胶原蛋白面膜10片,2016/10/26 13:17,,,,
****h,PLUS会员,"<div class=""comment-star star1""></div>",不想说什么，包装都是烂的，都是拆开的，都不知道是不是假的,胶原蛋白面膜10片,2018/2/24 11:59,,,,
****z,,"<div class=""comment-star star1""></div>",一般般吧，期待可以和春雨效果一样，但是差很多,胶原蛋白面膜10片,2017/12/15 13:53,,,,
****i,PLUS会员,"<div class=""comment-star star1""></div>",是觉得我的脸有tama脸盆那么大吗！不管毛事,胶原蛋白面膜,,,,,2019/3/16 20:57
刘***6,,"<div class=""comment-star star1""></div>",买了两盒，收到的时候如图所示，我也是醉了，都被拆过了,,,2018/1/25 20:15,胶原蛋白面膜10片,,
李***阁,PLUS会员,"<div class=""comment-star star1""></div>",女朋友用过后说不咋地，不保水！这是不是水货呀,胶原蛋白面膜,,,,,2018/11/15 15:37
y***m,,"<div class=""comment-star star1""></div>",商品与描述不符，而且收到的都是坏的，客服态度也相当不好,,,2018/8/24 22:53,胶原蛋白面膜10片,,
c***e,,"<div class=""comment-star star1""></div>",皮肤比较敏感，过敏了！起了很多红点，很痒！,,,2018/9/19 10:11,胶原蛋白面膜10片,,
****p,,"<div class=""comment-star star1""></div>",没有扫出条形码只显示韩国不知道真假怀疑是买到了假货,胶原蛋白面膜10片,2017/6/16 7:14,,,,
阿***-,PLUS会员,"<div class=""comment-star star1""></div>",买了三次可莱丝面膜比较好用但是盒子没封少了两片面膜,,,,胶原蛋白面膜10片,,
****b,,"<div class=""comment-star star1""></div>",说好的赠补水针剂，也不赠，是忘了，还是不赠啊,【莹润肌肤】胶原蛋白面膜,,,,,2020/4/28 8:18
p***m,,"<div class=""comment-star star1""></div>",看不清楚是真还是假，估计是假货，收到货的时候已经拆封了，上面还说请务拆封的！,,,2017/12/25 12:53,胶原蛋白面膜10片,,
1***p,,"<div class=""comment-star star1""></div>",过敏过敏，不知道真假！,【弹力紧致】胶原蛋白面膜,,,,,2020/3/8 22:33
D***0,,"<div class=""comment-star star1""></div>",没什么用，买了无数次，没任何作用，不建议购买,,,,【莹润肌肤】胶原蛋白面膜,2020/5/11 11:04,
小***哎,PLUS会员,"<div class=""comment-star star1""></div>",面膜不好，皮肤越用越干，看来不能再买韩国化妆品了,胶原蛋白面膜10片,2018/2/18 21:26,,,,
向***6,PLUS会员,"<div class=""comment-star star1""></div>",买了三盒，这盒竟是完全开封的，为什么会这样？不敢用了！,【弹力紧致】胶原蛋白面膜,,,,,2020/3/22 21:06
u***u,,"<div class=""comment-star star1""></div>",补水效果不好，膜太厚,胶原蛋白面膜10片,2018/3/17 13:02,,,,
****q,,"<div class=""comment-star star1""></div>",很干，用了感觉辣辣的,胶原蛋白面膜,,,,,2019/7/16 23:16
我***看,PLUS会员,"<div class=""comment-star star1""></div>",用上过敏，用起来不好,胶原蛋白面膜,,,,,2019/7/17 10:06
t***l,,"<div class=""comment-star star1""></div>",写着套装勿拆，咋收到时，已经被拆了？？京东自营很好。物流很快，快递小哥服务态度也很好。,,,2017/12/10 9:39,胶原蛋白面膜10片,,
****M,,"<div class=""comment-star star1""></div>",昨天买的159三盒，今天到的，竟然又179四盒了，跟客服联系也不解决问题，疫情期间，不想来回折腾了，不然坚决退货,【弹力紧致】胶原蛋白面膜,,,,,2020/2/5 22:12
u***n,,"<div class=""comment-star star1""></div>",水分少，不贴服，效果差,胶原蛋白面膜,,,,,2019/9/23 21:51
****a,,"<div class=""comment-star star1""></div>",效果不怎么样，扫码也扫不出来，不知道是不是正品,胶原蛋白面膜,,,,,2018/9/29 21:44
u***p,,"<div class=""comment-star star1""></div>",送货员不让京东支付，想微信支付给他个人不知道有什么鬼不,胶原蛋白面膜10片,2018/7/6 10:03,,,,
t***H,,"<div class=""comment-star star1""></div>",当时是京东在做活动是买的，但面膜是假的，大家不要再去购买，没有那么便宜,胶原蛋白面膜10片,2017/6/11 9:43,,,,
****p,PLUS会员,"<div class=""comment-star star1""></div>",不好.拿出来都是干的，面膜做的大小不一。,【提亮紧致】胶原蛋白面膜,2020/9/23 20:37,,,,
****q,PLUS会员,"<div class=""comment-star star1""></div>",拿到手，包装是打开的，而且明显是人为的，不满意,胶原蛋白面膜10片,2017/5/23 15:08,,,,
晨***2,,"<div class=""comment-star star1""></div>",冒牌货！！！面膜比正品小很多！！！京东还有正品吗之前买的纸尿裤也是**的！再也不会在京东买了,胶原蛋白面膜10片,2017/7/8 22:06,,,,
u***j,,"<div class=""comment-star star1""></div>",不是正品，图一时便宜买回来用荧光屏手电筒一照满手都是荧光屏，幸好多留了个心眼用手先做实验,胶原蛋白面膜10片,2017/6/28 22:44,,,,
番***-,,"<div class=""comment-star star1""></div>",来的时候盒子是半开口的，封口条都没有，咱也不知道是为什么,,,,胶原蛋白面膜,2019/6/20 19:07,
g***陶,,"<div class=""comment-star star1""></div>",不好用用了皮肤不好,胶原蛋白面膜,,,,,2019/1/15 15:29
x***H,,"<div class=""comment-star star1""></div>",假货用了过敏，正品不可能过敏的用了那么久这个包装比正品小用完脸红痒,,,2020/12/27 7:57,【盈润光滑弹嫩】胶原蛋白面膜,,
****a,PLUS会员,"<div class=""comment-star star1""></div>",面膜太硬，没什么精华，,胶原蛋白面膜,,,,,2019/9/17 21:40
****o,PLUS会员,"<div class=""comment-star star1""></div>",不好用，精毕水份不足,胶原蛋白面膜10片,2018/4/30 6:57,,,,
u***9,,"<div class=""comment-star star1""></div>",不好用，用起来干干的！,【弹力紧致】胶原蛋白面膜,,,,,2019/11/13 19:18
****4,PLUS会员,"<div class=""comment-star star1""></div>",精华特别少，敷着很干,胶原蛋白面膜,,,,,2019/10/18 19:58
****a,,"<div class=""comment-star star1""></div>",第一次这么差，商品包装差，连个塑封都没有，不说，还拆开了，包装都破的,,,2018/2/1 18:07,胶原蛋白面膜10片,,
Q***丽,,"<div class=""comment-star star1""></div>",刚收到面膜，还没使用，不知道是不是正品，但是这样的发货包装，确实是非常草率的。,,,2018/8/23 20:31,胶原蛋白面膜10片,,
z***8,,"<div class=""comment-star star1""></div>",不知道为**装大小不一样,【光滑弹嫩】胶原蛋白面膜,2021/11/5 12:06,,,,
****f,,"<div class=""comment-star star1""></div>",不知道为啥，来了都被拆包了，盒子面膜分离，盒子上的封口被拆。,胶原蛋白面膜10片,2018/2/1 7:43,,,,
卡***1,,"<div class=""comment-star star1""></div>",不知道真假，蓝色那款之前买的还有封贴，这个都没有，怀疑。,【提亮紧致】胶原蛋白面膜,2020/8/20 19:46,,,,
子***7,PLUS会员,"<div class=""comment-star star1""></div>",刚收到两天，一盒就降了30。价格浮动这么大？还没用，不知道是否是正品。,胶原蛋白面膜10片,2017/5/5 0:20,,,,
F***e,PLUS会员,"<div class=""comment-star star1""></div>",不怎么样，感觉太一般，,胶原蛋白面膜,,,,,2019/9/24 23:20
****u,,"<div class=""comment-star star1""></div>",感觉跟之前买的不一样，这个精华很少贴上去干干的,【弹力紧致】胶原蛋白面膜,,,,,2019/11/14 14:15
宝***瑛,,"<div class=""comment-star star1""></div>",辣鸡辣鸡，不好用，难闻！,【弹力紧致】胶原蛋白面膜,,,,,2019/12/12 14:34
胡***丹,PLUS会员,"<div class=""comment-star star1""></div>",上面写着套装误拆，到拿出来却是图片的样子，是拆开的，请给一个说法！！！！！,,,2018/1/25 18:32,胶原蛋白面膜10片,,
归***_,PLUS会员,"<div class=""comment-star star1""></div>",宝贝心仪很久了，趁活动时候买真的太划算了，喜欢的不要犹豫啊,【光滑弹嫩】胶原蛋白面膜,2021/5/5 1:08,,,,
张***轩,PLUS会员,"<div class=""comment-star star1""></div>",明明就是广东生产的，为什么要装韩国？写那么多韩文，还装着是进口！？？？我也是服了。。。,胶原蛋白面膜10片,,,,,
远***光,,"<div class=""comment-star star1""></div>",产品质感：不好用！补水效果：真不咋滴。贴合效果：也不好用！,【紧致肌肤】胶原蛋白面膜,,,,,2020/6/7 22:59
花***2,,"<div class=""comment-star star1""></div>",不知道是不是被人用过了，面膜的包装是打开的，这质量有点惊人,胶原蛋白面膜10片,2017/11/13 13:10,,,,
d***q,,"<div class=""comment-star star1""></div>",收到面膜盒子被打开过，撕开面膜袋子的口子也不平整，感觉是假货,胶原蛋白面膜,,,,,2019/9/5 21:43
****g,,"<div class=""comment-star star1""></div>",没有商家说的那么好用,【光滑弹嫩】胶原蛋白面膜,2021/8/2 21:58,,,,
u***4,,"<div class=""comment-star star1""></div>",没收到货没收到货没收到货没收到货，点其他收货的时候不小心点了面膜。京东在线客服处理不了，官方电话打了多次接不进去。,胶原蛋白面膜10片,2017/11/18 9:26,,,,
金***猫,PLUS会员,"<div class=""comment-star star1""></div>",感觉不错上面不应该贴有中文标签而且是广东某公司,胶原蛋白面膜10片,2017/11/9 9:39,,,,
名***了,,"<div class=""comment-star star1""></div>",说换新包装忽悠谁呢，其实就是山寨货怪不得有满199-100那么好的事,胶原蛋白面膜10片,2017/5/9 17:26,,,,
是***呀,PLUS会员,"<div class=""comment-star star1""></div>",快递员未通知直接放门口走了,【光滑弹嫩】胶原蛋白面膜,2022/4/3 13:25,,,,
****f,PLUS会员,"<div class=""comment-star star1""></div>",买的时候打开快递盒，里面盒子都开了，好有几个也有折损，问客服怎么回事也不回我,,,,【弹力紧致】胶原蛋白面膜,2020/3/7 15:42,
****s,,"<div class=""comment-star star1""></div>",前天买的今天就便宜三十多，保价保不了，包装破烂，像是被拆封过的,,,2020/11/1 14:56,【提亮紧致】胶原蛋白面膜,,
t***l,,"<div class=""comment-star star1""></div>",刚下单就降价了，送了一点都没有用的礼品就不给保价了。坑！坑！坑！物流很快，快递小哥很给力。,,,,胶原蛋白面膜,2018/11/9 13:06,
天***知,,"<div class=""comment-star star1""></div>",精华液越来越少，面膜纸也不好了，我都怀疑是假的。,胶原蛋白面膜,,,,,2019/2/28 9:42
****T,,"<div class=""comment-star star1""></div>",您没有填写内容，默认好评,【光滑弹嫩】胶原蛋白面膜,2021/8/10 20:35,,,,
****红,,"<div class=""comment-star star1""></div>",用了之后脸上全是红豆子,【光滑弹嫩】胶原蛋白面膜,2021/8/23 10:43,,,,
小***爹,PLUS会员,"<div class=""comment-star star1""></div>",跟朋友从韩国带的完全不一样，用着不舒服，干干的,胶原蛋白面膜10片,2016/8/27 23:01,,,,
w***3,PLUS会员,"<div class=""comment-star star1""></div>",京东的物流就是快，但是面膜是被打开的，有点受不了,,,2017/11/13 20:32,胶原蛋白面膜10片,,
u***2,,"<div class=""comment-star star1""></div>",感觉上当了.还是别买,【提亮紧致】胶原蛋白面膜,2020/9/8 12:08,,,,
u***h,,"<div class=""comment-star star1""></div>",您没有填写内容，默认好评,【光滑弹嫩】胶原蛋白面膜,2021/10/6 22:02,,,,
b***9,,"<div class=""comment-star star1""></div>",跟我在免税店买的不一样估计是假货买了4盒都试了一下用着感觉不好,胶原蛋白面膜10片,2018/2/10 23:49,,,,
****3,,"<div class=""comment-star star1""></div>",先不说东西是不是正品就冲这的包装我也不想再买了每次都是这样和客服说了也不会好好包装一下,,,2018/8/3 18:36,胶原蛋白面膜10片,,
L***8,PLUS会员,"<div class=""comment-star star1""></div>",里面的面膜有些部位是干的，根本就没有完全泡开的,【莹润肌肤】胶原蛋白面膜,,,,,2020/5/23 0:17
****v,,"<div class=""comment-star star1""></div>",速度确实快，商品也不知道是不是正品，因为一扯开快递包装里面的面膜就掉出来了，面膜包装盒坏的。,胶原蛋白面膜10片,2018/9/20 21:42,,,,
u***1,,"<div class=""comment-star star1""></div>",啥情况这次买的精华少敷一会就干了买了好几回了怎么这次的面膜大不如以前,胶原蛋白面膜,,,,,2019/7/3 20:59
王***妹,,"<div class=""comment-star star1""></div>",精华水少的可怜，敷在脸上恨不得都干了。,【光滑弹嫩】胶原蛋白面膜,2021/4/16 22:11,,,,
彩***头,PLUS会员,"<div class=""comment-star star1""></div>",不好用，不好贴，水分少，不要贪小便宜,【光滑弹嫩】胶原蛋白面膜,2021/6/11 17:08,,,,
****f,PLUS会员,"<div class=""comment-star star1""></div>",不得不吐槽这个白色盒的面膜，里边一点精华液都没有，敷不到10分钟就感觉的拔干，,,,,胶原蛋白面膜,2019/3/2 21:23,
u***c,,"<div class=""comment-star star1""></div>",面膜都是干的，不，补水，用了皮肤泛红,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/1 14:05,,,,
u***q,,"<div class=""comment-star star1""></div>",很干，精华很少很少，买了很多次，体验最差的一次,胶原蛋白面膜,,,,,2019/9/27 9:14
****z,,"<div class=""comment-star star1""></div>",感觉不是正品，用了后脸上老是起红疙瘩，之前用的都没有,胶原蛋白面膜10片,2017/7/7 11:01,,,,
容***0,,"<div class=""comment-star star1""></div>",贵，个人感觉不适很好用。虽然快递快但是服务不好。在京东不就是讲服务吗,胶原蛋白面膜10片,2017/6/19 20:48,,,,
u***s,,"<div class=""comment-star star1""></div>",用了10分钟脸蜇疼，取了不敢用了，不知道是真是假,【提亮紧致】胶原蛋白面膜,2020/11/6 23:27,,,,
水***1,PLUS会员,"<div class=""comment-star star1""></div>",不好用，一点水都没有,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/21 21:26,,,,
锁***空,PLUS会员,"<div class=""comment-star star1""></div>",快递外包装没问题，但是三个产品包装盒中有一个被人为打开过，并且没有密封,,,,胶原蛋白面膜,2019/8/8 17:48,
****6,,"<div class=""comment-star star1""></div>",其他特色：买了几次一直都挺好的，这次买脸上有刺痛的感觉，以后不会再光顾了。,胶原蛋白面膜,,,,,2019/10/7 22:47
****k,,"<div class=""comment-star star1""></div>",昨天下单今天就收到了，但是打开包装袋就是这样的，遭遇了什么这是，破破烂烂的，也怀疑是不是正品？？？,,,2020/6/19 10:11,【提亮紧致】胶原蛋白面膜,,
梧***5,,"<div class=""comment-star star1""></div>",双十一拍的，今天就到了，但为**装盒是拆开过的？好像被人换货了呢！买了两盒都是包装拆开的，心情不好！！,胶原蛋白面膜10片,2016/11/12 12:02,,,,
丶***丶,PLUS会员,"<div class=""comment-star star1""></div>",包装敢不敢再简单点？就一个塑料袋子，小纸箱都不套个，打开就不想用的感觉,,,2018/6/7 9:42,胶原蛋白面膜10片,,
木***2,,"<div class=""comment-star star1""></div>",觉得划算买了几盒，也信任京东，结果用了脸上长好多红点点，一团都在发烫,胶原蛋白面膜10片,2018/3/22 10:10,,,,
o***o,PLUS会员,"<div class=""comment-star star1""></div>",质量明显缩水，签订完毕！味道不同，水分少了，貌似假货…,胶原蛋白面膜,,,,,2019/3/4 18:38
h***3,,"<div class=""comment-star star1""></div>",我怀疑我买的是假的面膜，和之前的不一样里面的精华液基本没有,【弹力紧致】胶原蛋白面膜,,,,,2020/2/7 20:02
****0,,"<div class=""comment-star star1""></div>",干巴巴，没有水份。粗糙。,【提亮紧致】胶原蛋白面膜,2020/7/9 10:35,,,,
孟***汤,PLUS会员,"<div class=""comment-star star1""></div>",面膜偏干，**过少。,【提亮紧致】胶原蛋白面膜,2020/10/17 9:20,,,,
i***5,PLUS会员,"<div class=""comment-star star1""></div>",刚拿到手，盒子已经被完全拆开了，严重破坏，里面究竟是原装的还是被掉了包的都不知道了。同时寄来的另两盒面膜以及外包装都没有问题，因此这应该不是挤压所致，而是人为因素…,,,2017/8/10 21:38,胶原蛋白面膜10片,,
****y,,"<div class=""comment-star star1""></div>",我觉得不是正品吧，面膜纸觉得很干，袋子里一点精华都没有，跟实体店买的不一样,【弹力紧致】胶原蛋白面膜,,,,,2019/11/5 2:57
****1,PLUS会员,"<div class=""comment-star star1""></div>",基本没效果，连补水效果都没有！白白花了二百多买了四盒,【弹力紧致】胶原蛋白面膜,,,,,2020/3/15 16:10
u***8,,"<div class=""comment-star star1""></div>",这次买的是假的，跟以前不搞活动时，买的不一样，这次199/4盒，果然，便宜没好货，还是不要贪便宜的好！,胶原蛋白面膜,,,,,2019/6/4 22:24
****5,,"<div class=""comment-star star1""></div>",简直干到不能用，没有水，***纸一张,【光滑弹嫩】胶原蛋白面膜,2021/6/12 21:30,,,,
****n,,"<div class=""comment-star star1""></div>",精华液非常少，而且一会儿就干了，用着没有效果,【弹力紧致】胶原蛋白面膜,,,,,2020/2/4 13:40
w***0,,"<div class=""comment-star star1""></div>",拿到的时候就是开的，不知道是店家故意给我发的本来就坏的还是颠成这样的，都不敢确认是不是假的了，懒得换,胶原蛋白面膜10片,2017/12/10 20:17,,,,
****4,,"<div class=""comment-star star1""></div>",精华少，补水效果差，紧致效果不明显感觉是假货,【莹润肌肤】胶原蛋白面膜,,,,,2020/5/19 14:04
S***1,,"<div class=""comment-star star1""></div>",货到了就是这种情况，包装都烂了，底口自己打开了，我都不晓得该不该怀疑产品有问题了,,,2017/8/22 15:59,胶原蛋白面膜10片,,
_***s,,"<div class=""comment-star star1""></div>",面膜纸和精华都和以前买的不一样，和以前感觉差远了，不知道是假货还是新包装,【弹力紧致】胶原蛋白面膜,,,,,2019/11/11 19:59
Z***X,,"<div class=""comment-star star1""></div>",使用了这款，比专柜买的膜小了一圈，而且里面精华也没那么多，不会买到假货了吧,,,2017/11/13 19:03,胶原蛋白面膜10片,,
u***m,,"<div class=""comment-star star1""></div>",普通补水面膜冒充胶原蛋白面膜,【光滑弹嫩】胶原蛋白面膜,2022/2/25 9:02,,,,
z***5,PLUS会员,"<div class=""comment-star star1""></div>",老婆说以前从用这个从不过敏，这次买回来的用一片过敏一片，也不知道是真的假的，哎。。。,胶原蛋白面膜10片,2017/10/8 19:52,,,,
w***4,PLUS会员,"<div class=""comment-star star1""></div>",不知道被谁划开了，外包装好，你这是被退货过的吧不知道被谁划开了，外包装好，你这是被退货过的吧,,,2018/2/6 14:26,胶原蛋白面膜10片,,
E***i,PLUS会员,"<div class=""comment-star star1""></div>",看看包装吧已经坏掉了京东变成这样了？上次买还是纸壳的包装，这次就是塑料袋还坏了,,,,胶原蛋白面膜,2019/2/11 12:36,
1***p,,"<div class=""comment-star star1""></div>",左边是朋友在实体店买的，我们一起旅游我用着感觉还不错，右边就是我在京东买的，制@能走点心么？,,,2018/9/8 0:07,胶原蛋白面膜10片,,
u***k,,"<div class=""comment-star star1""></div>",看着销量买的效果一般般,【光滑弹嫩】胶原蛋白面膜,2021/7/14 22:52,,,,
l***0,,"<div class=""comment-star star1""></div>",没有觉得很好用，补水还可以,,,2021/6/24 12:08,【光滑弹嫩】胶原蛋白面膜,,
****j,PLUS会员,"<div class=""comment-star star1""></div>",感觉是假的！用了脸很干，泛红！精华很少！面膜纸很厚！,【弹力紧致】胶原蛋白面膜,,,,,2020/3/1 0:31
e***u,,"<div class=""comment-star star1""></div>",未收到货，快递员为什么可以显示本人已签收,【光滑弹嫩】胶原蛋白面膜,2021/9/5 16:03,,,,
****n,,"<div class=""comment-star star1""></div>",为什么不包装一下？直接把两盒面膜装进袋子快递，寄过来面膜盒全部烂掉，看到都好嫌弃,胶原蛋白面膜10片,2018/6/27 22:47,,,,
****9,,"<div class=""comment-star star1""></div>",打开都是没有封口的，不知道是不是正品反正跟之前买的不太一样，可能是因为打折所以给的次品吧。,,,,胶原蛋白面膜,2019/7/5 12:49,
夏***来,,"<div class=""comment-star star1""></div>",快递包装是好的，里面面膜外包装破损严重！,,,2022/4/21 21:34,【弹力嫩滑】胶原蛋白面膜,,
暴***5,,"<div class=""comment-star star1""></div>",质量好差，用了一张之后不敢用，对皮肤有刺激过敏，感觉像假货,胶原蛋白面膜10片,2018/9/4 13:11,,,,
****9,,"<div class=""comment-star star1""></div>",效果不好，用了和没用没啥区别，里面精华液也太少,【弹力紧致】胶原蛋白面膜,,,,,2019/12/19 23:28
****w,,"<div class=""comment-star star1""></div>",使用感受：极少精华，敷在脸上没几分钟就干了补水效果：没效果,胶原蛋白面膜,,,,,2019/9/24 12:15
u***q,,"<div class=""comment-star star1""></div>",不好用和水一样和我之前在~买的完全不一样一点效果没有,胶原蛋白面膜,,,,,2019/7/20 7:29
R***Y,,"<div class=""comment-star star1""></div>",昨天买的今天到贷，今天就做了一张，感觉是假的?没有精华，还那么贵。,,,,胶原蛋白面膜,2019/1/6 18:56,
****h,,"<div class=""comment-star star1""></div>",感觉跟假的似的，跟之前用的完全不一样，现在的不好用！,胶原蛋白面膜,,,,,2019/3/20 19:46
u***c,,"<div class=""comment-star star1""></div>",今晚用了一片，感觉没什么效果，跟没用之前差不多，还不如我以前用的。,,,,,,
****4,,"<div class=""comment-star star1""></div>",这包装是被拆过吗，你能告诉我为什么东西拿到手面膜包装盒的膜呢，还是说这是别人退的东西,,,2018/8/29 21:36,胶原蛋白面膜10片,,
D***g,,"<div class=""comment-star star1""></div>",包装被拆开了！明明有勿拆包装怎么还搞成这个*？是不是脑袋有包？在或者是不是被掉包了正品？下次不会在买你的东西了！！！！！,胶原蛋白面膜10片,2018/7/15 19:59,,,,
1***5,,"<div class=""comment-star star1""></div>",活动的产品，给不做活动的产品应该不是一样的，里面的水液明显没有平时多，配送小哥服务挺好，,【弹力紧致】胶原蛋白面膜,,,,,2019/11/13 20:57
木***-,,"<div class=""comment-star star1""></div>",就一层保鲜膜包着面膜，从来没有收到过这么差的包装，一度让我怀疑不是正品,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/9 22:40,,,,
u***n,,"<div class=""comment-star star1""></div>",面膜里没钢印，说是新批次才有，那为什么你旧批次的生产日期比人家新批次的生产日期还晚,,,2018/8/29 15:00,胶原蛋白面膜10片,,
n***3,,"<div class=""comment-star star1""></div>",活动买的，实惠。就是京东快递，只有一小部分快递，会帮忙送货上门，一大部分快递，都不送货上门，这对买家如果买了大件商品，好麻烦的啊，而且货到付款的，不能刷卡，只能微信之类的。这两点要吐槽。,胶原蛋白面膜10片,2017/6/27 15:58,,,,
乔***6,,"<div class=""comment-star star1""></div>",第一次尝试这款，用过后没有之前补水款滋润，脸蛋干干的,【提亮紧致】胶原蛋白面膜,2020/11/8 10:39,,,,
l***x,PLUS会员,"<div class=""comment-star star1""></div>",肯定不是正品，之前韩国上学经常在店里买，味道练里面的面膜都不一样,【提亮紧致】胶原蛋白面膜,2020/11/23 10:01,,,,
Z***5,PLUS会员,"<div class=""comment-star star1""></div>",不想说有多差了，以前买的都不会这样，好干，放在脸上一点水分都没有,胶原蛋白面膜,,,,,2019/6/17 20:13
