用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
****t,,"<div class=""comment-star star3""></div>",用了没啥感觉，可能是刚用吧！,56:07.3,,毛孔紧致黑炭面膜10片,,2018/3/12 21:40,
爱***y,,"<div class=""comment-star star2""></div>",没有收缩毛孔坚持了1个月,56:07.4,【清洁收缩毛孔】毛孔紧致黑面膜,,2020/12/14 21:11,,
****y,PLUS会员,"<div class=""comment-star star3""></div>",不太湿润没啥效果，不值这个价钱,56:07.5,【紧致细腻】毛孔紧致黑面膜,,,,2020/3/12 1:17
l***3,,"<div class=""comment-star star3""></div>",真假有待后续验证，不过请看看外包装给挤整啥样了,56:07.6,,毛孔紧致黑炭面膜10片,,,
P***i,,"<div class=""comment-star star2""></div>",一盒用完了，一点效果都没有,56:07.7,毛孔紧致黑炭面膜10片,,2017/8/30 16:17,,
****m,,"<div class=""comment-star star3""></div>",面膜挺服帖，但是不去黑头的,56:07.7,毛孔紧致黑炭面膜10片,,2017/10/21 21:09,,
谁***变,PLUS会员,"<div class=""comment-star star3""></div>",用了两周才来评论，效果几乎没有，一般般,56:07.8,毛孔紧致黑炭面膜10片,,2018/5/20 9:27,,
琳***乖,PLUS会员,"<div class=""comment-star star3""></div>",三星吧，面膜一般，感觉没什么用,56:07.9,,毛孔紧致黑炭面膜10片,,2017/7/16 19:09,
****海,PLUS会员,"<div class=""comment-star star3""></div>",用了3套，效果不太明显，不想再回购了,56:07.9,【紧致细腻】毛孔紧致黑面膜,,,,2020/4/16 16:14
u***x,PLUS会员,"<div class=""comment-star star2""></div>",刚买了两天就降价，两盒多花了五六十怎么这样啊你们,56:08.5,毛孔紧致黑炭面膜,,,,2019/3/29 10:41
****d,,"<div class=""comment-star star3""></div>",一般，感觉不怎么真，面膜很小,56:08.5,毛孔紧致黑炭面膜,,,,2019/5/4 15:22
****f,,"<div class=""comment-star star2""></div>",贴过了，没有任何感觉，像是假货,56:08.6,毛孔紧致黑炭面膜10片,,2018/3/13 9:42,,
u***w,PLUS会员,"<div class=""comment-star star2""></div>",感觉买到了假货，条形码居然扫不出来。,56:08.6,毛孔紧致黑炭面膜10片,,2018/6/17 22:54,,
y***2,,"<div class=""comment-star star3""></div>",找了半天没有明显生产日期，,56:08.7,,【紧致肌肤】毛孔紧致黑面膜,,2020/11/15 9:52,
****b,,"<div class=""comment-star star3""></div>",包装全部裂开。不知道运输过程还是原来就是这样,56:08.8,,毛孔紧致黑炭面膜10片,,2018/9/10 18:45,
****p,,"<div class=""comment-star star3""></div>",这用起还行，只有效果不怎么样。,56:08.8,毛孔紧致黑炭面膜10片,,2018/3/31 9:40,,
金***输,,"<div class=""comment-star star2""></div>",618买的，今天到货，刚用，感觉一般,56:08.9,毛孔紧致黑炭面膜,,,,2019/6/20 22:50
乔***6,,"<div class=""comment-star star2""></div>",没有之前买的那款补水的好用,56:09.0,【紧致肌肤】毛孔紧致黑面膜,,2020/11/8 10:41,,
n***7,PLUS会员,"<div class=""comment-star star2""></div>",没有前一次的效果好，不知道是不是有点假,56:09.0,毛孔紧致黑炭面膜10片,,2017/11/18 20:19,,
J***7,,"<div class=""comment-star star3""></div>",一个有密封一个没有，包装盒破旧，货源不一样……,56:09.5,,【紧致细腻】毛孔紧致黑面膜,,,
o***y,,"<div class=""comment-star star3""></div>",感觉不好用，是不是真的也不知道,56:09.5,毛孔紧致黑炭面膜10片,,,,
瓦***勇,PLUS会员,"<div class=""comment-star star2""></div>",面膜纸不服帖，不好用，不会再买。,56:09.6,毛孔紧致黑炭面膜10片,,2017/8/5 20:48,,
c***j,PLUS会员,"<div class=""comment-star star3""></div>",袋子里的感觉就是水，体验一般,56:09.7,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/18 8:40
w***9,PLUS会员,"<div class=""comment-star star3""></div>",包装没有被拆过，还没用感觉可以,56:09.7,毛孔紧致黑炭面膜,,,,2019/5/21 13:24
不***心,PLUS会员,"<div class=""comment-star star3""></div>",好薄得感觉，比上次买的质量差,56:09.8,毛孔紧致黑炭面膜,,,,2019/10/9 0:58
****p,,"<div class=""comment-star star3""></div>",刚买回，就降价了，从128降到85，怀疑是不是真品了,56:09.9,毛孔紧致黑炭面膜10片,,2017/8/2 22:04,,
****b,,"<div class=""comment-star star2""></div>",货到付款在线支付分期付款邮局汇款公司转账售后服务,56:09.9,毛孔紧致黑炭面膜10片,,,,
果***6,,"<div class=""comment-star star3""></div>",一般般吧，没有原来的补水好用，价钱适中,56:10.0,毛孔紧致黑炭面膜10片,,2017/10/5 13:33,,
****c,,"<div class=""comment-star star2""></div>",感觉里面的精华有点少有点干,56:10.0,,毛孔紧致黑炭面膜,,,
罗***兴,,"<div class=""comment-star star2""></div>",效果怎么样先不说，看看这物流几包装吧！,56:10.5,,毛孔紧致黑炭面膜,,,
芯***h,PLUS会员,"<div class=""comment-star star2""></div>",一直都在用的产品，只是这次收到的包装已经裂开了,56:10.5,毛孔紧致黑炭面膜,,,,2019/5/21 12:14
1***2,,"<div class=""comment-star star3""></div>",不没用不知道怎么样，收到货第一印象不好。,56:10.6,毛孔紧致黑炭面膜,,,,2018/10/29 9:16
猴***1,PLUS会员,"<div class=""comment-star star3""></div>",东西不知道怎么说，感觉好像没什么效果吧。,56:10.6,毛孔紧致黑炭面膜10片,,2017/4/10 13:48,,
江***笑,PLUS会员,"<div class=""comment-star star2""></div>",这款实在不行，可以说差！有的还小。,56:10.7,毛孔紧致黑炭面膜10片,,2017/7/15 23:29,,
u***g,,"<div class=""comment-star star2""></div>",这个包装真的辣鸡。全都被压坏了买个纸盒装这么难吗,56:10.8,毛孔紧致黑炭面膜10片,,2016/10/20 15:12,,
u***4,,"<div class=""comment-star star2""></div>",最后一次买了，现在比之前贵了3分之一了,56:10.9,毛孔紧致黑炭面膜,,,,2018/12/3 12:15
清***雪,PLUS会员,"<div class=""comment-star star3""></div>",刚刚收到货，盒子已经裂开，里面的东西还好没坏掉。,56:11.0,,毛孔紧致黑炭面膜10片,,2018/9/16 10:26,
u***w,,"<div class=""comment-star star3""></div>",没有说的那么好，一般般吧，与这个价格不符,56:11.1,毛孔紧致黑炭面膜10片,,2017/7/11 12:37,,
z***z,PLUS会员,"<div class=""comment-star star2""></div>",包装都是破的，买三盒坏三盒，京东啥时候这么不上心了,56:11.1,,毛孔紧致黑炭面膜10片,,2018/4/1 21:36,
s***1,,"<div class=""comment-star star3""></div>",感觉没有那么好用。吸收不是特别好,56:11.7,毛孔紧致黑炭面膜10片,,2016/11/4 10:04,,
****i,PLUS会员,"<div class=""comment-star star2""></div>",第一次遇到买护肤品这么差的包装～压坏完了～,56:11.7,,毛孔紧致黑炭面膜10片,,2017/12/13 21:56,
w***0,PLUS会员,"<div class=""comment-star star3""></div>",感觉一般，不值这个价格，我还一下买了四盒,56:11.8,【紧致细腻】毛孔紧致黑面膜,,,,2019/12/17 21:40
不***D,,"<div class=""comment-star star3""></div>",这是第二次买了，怎么觉得效果不是那么好呢，我人丑的原因吧,56:11.8,毛孔紧致黑炭面膜10片,,2018/5/22 21:51,,
****0,,"<div class=""comment-star star3""></div>",产品拿回来已被拆开，面膜盒子都被撕破了烂了,56:11.9,【紧致肌肤】毛孔紧致黑面膜,,2020/11/12 9:33,,
蓝***e,PLUS会员,"<div class=""comment-star star3""></div>",不知道为什么包装被拆开了，能否给我一个解释！,56:11.9,,【紧致肌肤】毛孔紧致黑面膜,,2020/7/6 18:22,
A***绪,,"<div class=""comment-star star3""></div>",补水效果一般，，面膜有点厚,56:12.0,【紧致肌肤】毛孔紧致黑面膜,,2020/9/13 13:13,,
闫***y,PLUS会员,"<div class=""comment-star star3""></div>",不错，就是纸箱被压坏了。有一包炸了，面膜没坏,56:12.1,毛孔紧致黑炭面膜,,,,2019/7/7 13:32
h***1,,"<div class=""comment-star star2""></div>",本来是要买来送好姐妹的，收到货变这样了根本送来出手,56:12.2,,毛孔紧致黑炭面膜10片,,2018/4/25 9:21,
怪***_,,"<div class=""comment-star star2""></div>",效果一般，感觉不清爽，换了别的牌子。,56:12.2,毛孔紧致黑炭面膜10片,,2016/11/11 23:28,,
w***a,,"<div class=""comment-star star3""></div>",还算可以吧，就是面膜的盒子底部有一些破损。,56:12.8,毛孔紧致黑炭面膜10片,,2017/1/9 13:38,,
u***p,PLUS会员,"<div class=""comment-star star3""></div>",一般吧！感觉里面的精华不多，有点干。,56:12.8,毛孔紧致黑炭面膜,,,,2019/5/15 14:27
u***k,,"<div class=""comment-star star3""></div>",感觉跟之前香港买的不一样，不知道是不是真的,56:12.9,毛孔紧致黑炭面膜10片,,2016/8/28 21:46,,
y***5,,"<div class=""comment-star star3""></div>",一般般吧，就是不知道为什么一直没有物流进度，双11下单刚收到。,56:12.9,,毛孔紧致黑炭面膜,,,
****c,,"<div class=""comment-star star3""></div>",用着一般，敷在脸上没什么大感觉。,56:13.0,【紧致细腻】毛孔紧致黑面膜,,,,2020/2/13 19:23
K***X,,"<div class=""comment-star star3""></div>",面膜居然是用袋子装的，回来之后面膜的盒子还有一点开了,56:13.1,,毛孔紧致黑炭面膜10片,,2018/3/8 12:20,
****4,,"<div class=""comment-star star3""></div>",好不好不清楚，已经拆过，可能是运货的时候压开了,56:13.2,,毛孔紧致黑炭面膜10片,,2017/12/12 20:20,
l***C,,"<div class=""comment-star star2""></div>",面膜很厚！干干的！没有什么精华！,56:13.2,毛孔紧致黑炭面膜10片,,2016/10/20 22:04,,
w***r,,"<div class=""comment-star star3""></div>",讨厌收到的东西没有包塑料密封，盒子还是烂的，希望物品没有问题,56:13.3,毛孔紧致黑炭面膜10片,,2017/10/13 18:33,,
r***N,,"<div class=""comment-star star2""></div>",不好用，味道有点反感，后悔买了这个,56:13.4,毛孔紧致黑炭面膜,,,,2018/10/21 21:23
****o,PLUS会员,"<div class=""comment-star star3""></div>",就是单纯的补水。效果不理想。,56:14.0,【紧致肌肤】毛孔紧致黑面膜,,2020/11/5 18:01,,
X***M,,"<div class=""comment-star star3""></div>",不知道为什么每盒面膜包装都是打开的，有点担心不是正品,56:14.1,毛孔紧致黑炭面膜,,,,2019/7/11 10:46
****4,,"<div class=""comment-star star2""></div>",一开箱下面是开盒了的，粉色的封口也没,56:14.2,,【紧致肌肤】毛孔紧致黑面膜,,2020/9/22 11:58,
秦***_,,"<div class=""comment-star star2""></div>",取完快递激动了一路回家打开一看第一盒就是这个样,56:14.2,,【紧致细腻】毛孔紧致黑面膜,,,
广***仔,,"<div class=""comment-star star3""></div>",配送员人很好。只是这货是不是正品啊，我怎么用了会过敏哈。,56:14.3,毛孔紧致黑炭面膜10片,,2016/11/8 11:40,,
****b,PLUS会员,"<div class=""comment-star star3""></div>",包装被拆过了，我也不知道是不是正品，反正二维码扫不到,56:14.3,毛孔紧致黑炭面膜10片,,2018/2/12 20:12,,
a***2,PLUS会员,"<div class=""comment-star star3""></div>",敷在脸上有刺痛感啊不知道怎么回事啊第一次用,56:14.4,毛孔紧致黑炭面膜10片,,2017/6/16 22:07,,
****y,,"<div class=""comment-star star2""></div>",包装破损，难辨真伪，体验感差,56:14.4,,【收缩毛孔】毛孔紧致黑面膜,,2021/6/2 22:36,
Q***J,,"<div class=""comment-star star2""></div>",掉黑色粉末。不觉得好。不会再购买了。,56:14.5,毛孔紧致黑炭面膜,,,,2018/11/29 19:53
****c,,"<div class=""comment-star star2""></div>",我不喜欢它的味道，我个人感觉像极了***???,56:14.6,【紧致细腻】毛孔紧致黑面膜,,,,2019/12/14 0:37
h***8,PLUS会员,"<div class=""comment-star star3""></div>",说是紧致毛孔没效果更透明毛孔更大了,56:15.2,毛孔紧致黑炭面膜10片,,2018/9/14 13:31,,
u***v,,"<div class=""comment-star star3""></div>",东西没用，先不说好坏，光着包装够让人心情复杂的,56:15.2,,毛孔紧致黑炭面膜10片,,,
J***2,PLUS会员,"<div class=""comment-star star2""></div>",不知道是不是正品，盒子是开的，应该是拆过的而且是烂了,56:15.3,【紧致肌肤】毛孔紧致黑面膜,,2020/6/16 21:40,,
****1,,"<div class=""comment-star star3""></div>",目前还没用，包装有点瑕疵，希望是正品,56:15.4,,【紧致肌肤】毛孔紧致黑面膜,,2020/11/4 16:52,
****4,,"<div class=""comment-star star3""></div>",毛孔不怎么见改善，郊果还是不怎么有用,56:15.5,,毛孔紧致黑炭面膜10片,,2017/8/30 16:07,
旅***者,PLUS会员,"<div class=""comment-star star3""></div>",一般不是很好用，可能不适合我的肤质吧,56:15.6,毛孔紧致黑炭面膜,,,,2019/7/31 6:38
g***3,,"<div class=""comment-star star3""></div>",这是正品嘛，感觉有点…包装两盒都是坏的。,56:15.7,毛孔紧致黑炭面膜10片,,2017/8/24 22:08,,
啊***哼,PLUS会员,"<div class=""comment-star star2""></div>",到手就这样。你说路边捡的我都信。路边摊还注重包装呢，回购是不可能的了。,56:15.7,,毛孔紧致黑炭面膜10片,,2018/8/18 12:39,
****7,PLUS会员,"<div class=""comment-star star2""></div>",黑色的面膜要掉碎抹，不是很好,56:15.8,【清洁收缩毛孔】毛孔紧致黑面膜,,2020/12/31 20:36,,
爱***糖,PLUS会员,"<div class=""comment-star star3""></div>",商品包装不是太好，都开口了。不是外包装的问题。十分怀疑被人掉包。,56:15.9,,毛孔紧致黑炭面膜,,,
u***9,,"<div class=""comment-star star3""></div>",还没有使用，待追评，就是太贵了，其他商家只需半价，为啥差距这么大？,56:16.3,毛孔紧致黑炭面膜10片,,2017/4/21 15:38,,
北***情,,"<div class=""comment-star star3""></div>",这是一个没有缺点的产品，当然，它也没有什么优点。,56:16.4,毛孔紧致黑炭面膜10片,,2017/10/24 21:22,,
****l,,"<div class=""comment-star star3""></div>",一片一片的背后没有中文翻译，有点不满意。毕竟是在中国,56:16.4,,毛孔紧致黑炭面膜10片,,2016/11/14 12:42,
****8,,"<div class=""comment-star star3""></div>",和之前在实体店买的可莱丝不一样，感觉黏黏的,56:16.5,,毛孔紧致黑炭面膜10片,,,
梁***威,PLUS会员,"<div class=""comment-star star2""></div>",还可以吧，刚买就降价,56:16.6,毛孔紧致黑炭面膜10片,,2016/12/24 10:42,,
****b,,"<div class=""comment-star star2""></div>",和我韩国买回来的不一样，这个精华液太少了又有味道,56:16.7,毛孔紧致黑炭面膜10片,,,,
楊***聲,,"<div class=""comment-star star3""></div>",一般般，效率没有很好,56:16.7,毛孔紧致黑炭面膜10片,,2017/8/16 0:20,,
****l,,"<div class=""comment-star star2""></div>",和前两天同一个地方同一款面膜相比包装颜色深了一些有差别不知道是不是假的哎,56:16.8,毛孔紧致黑炭面膜10片,,2017/4/27 12:58,,
k***翁,PLUS会员,"<div class=""comment-star star3""></div>",一般，没什么效果，但是用惯了就不想去换了,56:16.8,毛孔紧致黑炭面膜,,,,2018/10/9 22:55
u***5,,"<div class=""comment-star star2""></div>",这快递，这包装简直了,56:17.0,,毛孔紧致黑炭面膜10片,,2018/5/17 18:48,
栖***虫,PLUS会员,"<div class=""comment-star star3""></div>",没想像中好，液汁有点粘，清爽些就好了,56:17.6,毛孔紧致黑炭面膜10片,,2017/8/15 22:46,,
罗***溶,PLUS会员,"<div class=""comment-star star3""></div>",对于这个价格，我就呵呵了，先把价格升高一半，然后搞618活动，都是套路,56:17.7,毛孔紧致黑炭面膜10片,,2018/6/11 14:49,,
L***前,PLUS会员,"<div class=""comment-star star3""></div>",一般，感觉没之前我在实体店买的那么好用，,56:17.7,【紧致肌肤】毛孔紧致黑面膜,,2020/11/17 19:06,,
啊***张,,"<div class=""comment-star star2""></div>",东西拿到了，就是快递服务不行，特别的不爽，商品还可以,56:17.8,毛孔紧致黑炭面膜10片,,2017/12/13 22:14,,
u***2,,"<div class=""comment-star star3""></div>",前几秒还是一百零几够一会就长到128了没话说好吧,56:17.8,毛孔紧致黑炭面膜10片,,2017/11/16 17:05,,
A***h,PLUS会员,"<div class=""comment-star star2""></div>",买了四盒，快递过程货物暴力，没有一个格子包装是完好的?,56:17.9,,【紧致细腻】毛孔紧致黑面膜,,,
u***3,PLUS会员,"<div class=""comment-star star2""></div>",包装破损，一拿都掉出来了，效果待使用后在评论吧！！！,56:18.0,,【紧致细腻】毛孔紧致黑面膜,,,
****9,,"<div class=""comment-star star2""></div>",不知道真@，用了再说,56:18.1,毛孔紧致黑炭面膜,,,,2018/9/29 19:49
****p,PLUS会员,"<div class=""comment-star star2""></div>",还可以，没有想象的好,56:18.2,毛孔紧致黑炭面膜10片,,2017/10/16 14:50,,
****x,,"<div class=""comment-star star2""></div>",没什么感觉，觉得不像真的……买到了不是真货不开心,56:18.2,毛孔紧致黑炭面膜10片,,2017/6/22 12:15,,
u***c,,"<div class=""comment-star star2""></div>",请问我的面膜是被你们用过吗？包装不仅是开封的还是坏的你们包装就这样呢？？,56:19.1,毛孔紧致黑炭面膜,,,,2019/4/4 11:48
u***3,,"<div class=""comment-star star3""></div>",四盒面膜有三盒盒子是拆封了的，不知道啥情况,56:19.1,【紧致肌肤】毛孔紧致黑面膜,,2020/7/6 12:16,,
李***y,PLUS会员,"<div class=""comment-star star2""></div>",不好，用了跟没用一样,56:19.2,毛孔紧致黑炭面膜10片,,2017/5/11 9:41,,
h***b,PLUS会员,"<div class=""comment-star star3""></div>",这个双十一还涨价了不少，效果好像没感觉。。。就这样吧,56:19.2,毛孔紧致黑炭面膜10片,,2017/11/18 0:09,,
u***u,PLUS会员,"<div class=""comment-star star3""></div>",觉得一般，没想像中好。,56:19.3,毛孔紧致黑炭面膜10片,,2018/7/9 15:18,,
创***靈,,"<div class=""comment-star star2""></div>",外盒压坏，价格浮动大,56:19.4,毛孔紧致黑炭面膜,,,,2019/1/20 13:59
****b,,"<div class=""comment-star star3""></div>",补水效果：补水效果一般产品质感：面膜布有点厚,56:19.4,【紧致肌肤】毛孔紧致黑面膜,,2020/9/22 23:36,,
****1,PLUS会员,"<div class=""comment-star star3""></div>",新包装没有以前好用，有点太宽了，还是感觉以前的还要用,56:19.5,毛孔紧致黑炭面膜,,,,2019/6/25 23:45
爱***师,,"<div class=""comment-star star2""></div>",便宜的果然没好货，我用过正版的，感觉不一样,56:19.6,【紧致细腻】毛孔紧致黑面膜,,,,2019/11/12 22:29
****j,,"<div class=""comment-star star2""></div>",感觉没什么用，反而皮肤油油的，反正我是后悔了,56:19.7,毛孔紧致黑炭面膜10片,,2016/11/29 21:02,,
s***楠,PLUS会员,"<div class=""comment-star star3""></div>",一点用都没有浪费钱,56:20.3,毛孔紧致黑炭面膜10片,,2017/9/8 18:23,,
****g,PLUS会员,"<div class=""comment-star star3""></div>",感觉不是正品，和我朋友在屈臣氏里买的不一样，和我在店里买的也不一样,56:20.4,毛孔紧致黑炭面膜10片,,2016/11/9 9:10,,
P***o,,"<div class=""comment-star star2""></div>",包装感觉好简陋，效果还没有出现，没有想象的好,56:20.5,毛孔紧致黑炭面膜,,,,2019/4/2 21:12
****q,,"<div class=""comment-star star3""></div>",产品质感：不薄使用感受：有点不适应，有点过敏,56:20.6,,【紧致肌肤】毛孔紧致黑面膜,,2020/11/3 14:38,
回***一,PLUS会员,"<div class=""comment-star star2""></div>",效果一般，还有就是竟然没有封口，品质值得怀疑,56:20.7,,毛孔紧致黑炭面膜,,,
****6,PLUS会员,"<div class=""comment-star star3""></div>",感觉和韩国买的有那么点不一样材质，说不上来，凑合用下吧,56:20.7,毛孔紧致黑炭面膜10片,,2016/8/29 19:13,,
****m,,"<div class=""comment-star star3""></div>",京东购物这么多年头一次收到包装极其破损的件一百多一盒的面膜八个件有五六个都是烂的我要是拿来送人怎么送的出手,56:20.8,毛孔紧致黑炭面膜10片,,2018/5/3 14:29,,
****y,,"<div class=""comment-star star2""></div>",包装箱都没有面膜被晒的烫烫的，真的是服，就一口袋装着，压的扁扁的，快递挺快的,56:20.9,毛孔紧致黑炭面膜10片,,2018/9/3 17:26,,
****q,,"<div class=""comment-star star2""></div>",不怎么好用，感觉一般,56:21.0,毛孔紧致黑炭面膜10片,,2017/5/18 10:32,,
1***p,PLUS会员,"<div class=""comment-star star3""></div>",收毛孔的效果一般吧建议买面膜还是要买补水保湿的就好,56:21.1,,【紧致细腻】毛孔紧致黑面膜,,,
机***哥,,"<div class=""comment-star star3""></div>",感觉没多大作用…,56:21.6,毛孔紧致黑炭面膜10片,,2017/7/13 12:49,,
u***5,,"<div class=""comment-star star3""></div>",送东西，结果啥都没有,56:21.6,,【紧致细腻】毛孔紧致黑面膜,,,
K***o,,"<div class=""comment-star star2""></div>",打开快递面膜就是这样可以直接打开的外面连个膜都没有,56:21.7,,毛孔紧致黑炭面膜,,,
****f,,"<div class=""comment-star star3""></div>",用着没之前的效果好，而且里边的乳液没之前的稠,56:21.8,毛孔紧致黑炭面膜10片,,2017/11/12 18:17,,
u***9,,"<div class=""comment-star star2""></div>",盒子上贴着套装勿拆，盒子还是嫩个破的，一个袋子里的相宜本草的面膜完好无损。所以……,56:21.9,,毛孔紧致黑炭面膜10片,,2018/2/11 20:32,
u***e,,"<div class=""comment-star star3""></div>",包装坏了心情就不好盒子都是碎的包裹为什么不用盒子好好包，就套了个袋子,56:21.9,,毛孔紧致黑炭面膜10片,,2017/11/13 17:24,
s***g,PLUS会员,"<div class=""comment-star star3""></div>",这盒子没有贴封条贴，开口的，不知是不是别人退货再发,56:22.0,,【紧致肌肤】毛孔紧致黑面膜,,2020/11/13 9:24,
****5,,"<div class=""comment-star star3""></div>",面膜好小啊，盖不住我的脸，装面膜的盒子是坏的，,56:22.1,,毛孔紧致黑炭面膜10片,,2018/3/10 21:48,
L***q,,"<div class=""comment-star star2""></div>",还没用，不知道怎么样,56:22.2,毛孔紧致黑炭面膜10片,,2016/11/14 21:34,,
****a,,"<div class=""comment-star star3""></div>",没有塑料密封，包装盒后面好像被反复打开过，担心买到了假货,56:22.2,,毛孔紧致黑炭面膜10片,,2016/10/18 11:22,
****3,,"<div class=""comment-star star3""></div>",效果一般般，不怎么样,56:22.8,毛孔紧致黑炭面膜10片,,2017/12/17 16:15,,
-***-,PLUS会员,"<div class=""comment-star star3""></div>",一般般，刚买两天又降价,56:22.9,【收缩毛孔】毛孔紧致黑面膜,,2021/12/12 21:48,,
G***姐,PLUS会员,"<div class=""comment-star star2""></div>",这个包装是相当的随意啊！效果还不知道，先试一下吧。,56:23.0,,【紧致肌肤】毛孔紧致黑面膜,,2020/7/6 20:50,
东***岩,PLUS会员,"<div class=""comment-star star2""></div>",跟我在沃尔玛买的不一样，虽然包装看起来一样，但是面膜不一样,56:23.0,毛孔紧致黑炭面膜,,,,2019/4/4 11:38
丘***8,PLUS会员,"<div class=""comment-star star3""></div>",像評論所說的，用了後臉上會起紅色的，毛孔有所縮小,56:23.1,毛孔紧致黑炭面膜10片,,2017/12/28 10:36,,
****k,,"<div class=""comment-star star3""></div>",之前一直买的这个牌子的，可是这次说实话包装让我感觉不太好，产品好不好用了再说吧,56:23.2,,【紧致肌肤】毛孔紧致黑面膜,,2020/6/9 20:28,
凌***扇,,"<div class=""comment-star star3""></div>",我买了6盒面膜，每盒少了一张。每次想算了吧，但心里还是不舒服！,56:23.3,毛孔紧致黑炭面膜10片,,2017/9/6 17:49,,
****q,,"<div class=""comment-star star3""></div>",使用感受：用完脸红，是不是过敏了，跟以前买的这个牌子不一样,56:23.4,【紧致肌肤】毛孔紧致黑面膜,,2020/11/4 20:24,,
Y***5,PLUS会员,"<div class=""comment-star star3""></div>",不好用，味道难闻。。。。,56:23.5,毛孔紧致黑炭面膜10片,,2018/9/22 17:09,,
****q,,"<div class=""comment-star star3""></div>",我觉得我的脸没有那么大啊这面膜有点小一般,56:23.6,【清洁收缩毛孔】毛孔紧致黑面膜,,2021/1/13 20:14,,
江***黎,,"<div class=""comment-star star3""></div>",包装的时候就不能放在纸盒子里吗？只用了个塑料袋一包，盒子都压坏了。得亏了是自己用，帮别人带的话怎么算？,56:24.1,,毛孔紧致黑炭面膜10片,,2017/10/15 16:04,
****l,,"<div class=""comment-star star3""></div>",还可以吧！就是用觉得有点不透气的感觉，就这样吧！搞活动入手的！,56:24.1,毛孔紧致黑炭面膜10片,,2017/11/11 0:43,,
好***8,PLUS会员,"<div class=""comment-star star3""></div>",还没有使用，未知数好不好用，包装有点次，拿到货时箱子都压扁了点，???,56:24.2,,【紧致细腻】毛孔紧致黑面膜,,,
玉***翊,,"<div class=""comment-star star3""></div>",这次买的感觉不如上一年买的那些那么好。不知道真货还是假货...将就着用了,56:24.3,毛孔紧致黑炭面膜,,,,2019/6/23 12:02
****l,PLUS会员,"<div class=""comment-star star3""></div>",就当是一般补水的，性价比低，有点贵，其他没什么效果。,56:24.3,毛孔紧致黑炭面膜,,,,2019/7/28 18:52
y***雪,PLUS会员,"<div class=""comment-star star3""></div>",用起来不够滋润，不推荐。,56:24.4,【收缩毛孔】毛孔紧致黑面膜,,2022/1/4 11:18,,
月***步,,"<div class=""comment-star star3""></div>",感觉非常一般，不是蚕丝的，敷在脸上比较厚重！,56:24.5,毛孔紧致黑炭面膜,,,,2019/6/19 8:42
o***_,PLUS会员,"<div class=""comment-star star3""></div>",滴水流水到处都是，有点小刺激,56:24.5,【收缩毛孔】毛孔紧致黑面膜,,2021/8/22 23:26,,
****e,,"<div class=""comment-star star2""></div>",还没用呢，不知道好不好，第一次在网上买面膜，希望不会失望,56:24.6,毛孔紧致黑炭面膜10片,,2017/7/14 10:10,,
****o,PLUS会员,"<div class=""comment-star star3""></div>",没有特别明显的变化，但是有看到毛孔变小了一点?,56:24.6,【紧致细腻】毛孔紧致黑面膜,,,,2020/3/7 13:46
_***_,,"<div class=""comment-star star3""></div>",以前还用个纸箱子现在直接拿个塑料袋就装来了都整成这样了袋子也撕了,56:25.1,,毛孔紧致黑炭面膜,,,
-***-,PLUS会员,"<div class=""comment-star star2""></div>",味道挺好闻的但是用了毛孔还是很大已经连着三天了,56:25.2,毛孔紧致黑炭面膜10片,,2017/8/8 16:27,,
肥***霸,PLUS会员,"<div class=""comment-star star3""></div>",味道。。。。不太能接受，然后发过来两盒底全漏了，散了一箱,56:25.3,毛孔紧致黑炭面膜10片,,2018/6/17 17:54,,
6***F,,"<div class=""comment-star star3""></div>",收到忘记评价了，买个四盒有二盒都被拆开了，感觉不是很好，产品用了之后会追评……,56:25.4,毛孔紧致黑炭面膜10片,,2018/4/23 9:47,,
****u,PLUS会员,"<div class=""comment-star star3""></div>",就是有些小贵，没有过敏现象,56:25.4,,【收缩毛孔】毛孔紧致黑面膜,,2021/9/17 22:26,
城***诚,PLUS会员,"<div class=""comment-star star2""></div>",买给女朋友的，今天才拆开结果是开封的，看着不是运输途中开的，对产品质量不敢保证,56:25.5,毛孔紧致黑炭面膜10片,,2018/2/13 15:26,,
丶***梦,PLUS会员,"<div class=""comment-star star3""></div>",真的没什么效果，特地用了两星期才发的，还是不怎么见有效,56:25.6,毛孔紧致黑炭面膜10片,,,,
f***2,,"<div class=""comment-star star3""></div>",从来不过敏，居然过敏,56:25.7,【紧致肌肤】毛孔紧致黑面膜,,2020/11/10 22:47,,
****e,,"<div class=""comment-star star3""></div>",面膜感觉已经被拆过了，上面封口的贴纸有被撕过的痕迹。,56:25.8,毛孔紧致黑炭面膜10片,,2017/5/16 12:02,,
潘***_,,"<div class=""comment-star star2""></div>",包装盒是开的，没有封口，是打开过吗？还没开始用，用完再评论效果,56:25.8,,【紧致肌肤】毛孔紧致黑面膜,,2020/8/24 20:20,
茶***桃,PLUS会员,"<div class=""comment-star star3""></div>",买了这牌子两种面膜，这个收缩毛孔的黑面膜敷脸上痒痒的，不适合我，一般,56:26.3,毛孔紧致黑炭面膜,,,,2019/6/20 8:38
天***将,PLUS会员,"<div class=""comment-star star3""></div>",感觉一般，没啥效果。。,56:26.4,【紧致肌肤】毛孔紧致黑面膜,,2020/8/1 10:32,,
