用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
1***1,PLUS会员,"<div class=""comment-star star3""></div>",用了感觉没什么效果，敷晚脸还有点干,2022-04-23 21:27:30.022,维生素面膜10片,,2017-10-31 21:38,,
1***p,,"<div class=""comment-star star2""></div>",这次买了两盒，但是日期不一样，不知是否正品,2022-04-23 21:27:30.085,,维生素面膜10片,,2017-06-15 23:02,
郭***4,,"<div class=""comment-star star2""></div>",这个用了过敏，补水的没有过敏,2022-04-23 21:27:30.144,【改善暗沉】维生素面膜,,2020-06-21 18:53,,
1***8,PLUS会员,"<div class=""comment-star star3""></div>",一般一般般，无功无过，没多大作用。,2022-04-23 21:27:30.199,,【透亮美肌】维生素面膜,,,
u***q,,"<div class=""comment-star star2""></div>",不知道是不是个人原因用了脸上长痘痘,2022-04-23 21:27:30.249,透亮嫩白维生素面膜25ml*10,,2016-05-23 00:41,,
李***0,,"<div class=""comment-star star2""></div>",收到货后打开包装全部是瘪的，太影响心情了，不过应该是正品,2022-04-23 21:27:30.295,,维生素面膜10片,,2018-08-21 20:44,
q***q,,"<div class=""comment-star star3""></div>",比之前的质量差了，精华液少了很多,2022-04-23 21:27:30.346,【改善暗沉】维生素面膜,,2020-06-17 14:04,,
f***g,,"<div class=""comment-star star2""></div>",先不说这质量怎么样了，包装盒建议以后能不能讲究一点,2022-04-23 21:27:30.413,,【改善暗沉】维生素面膜,,2020-07-22 14:16,
瑞***号,,"<div class=""comment-star star3""></div>",面膜敷在脸上，感觉油腻腻的，不清爽,2022-04-23 21:27:30.938,维生素面膜10片,,2017-07-03 17:53,,
u***l,,"<div class=""comment-star star2""></div>",感觉质量有些差，和原来买的不一样,2022-04-23 21:27:30.989,【改善暗沉】维生素面膜,,2021-05-11 22:55,,
****b,,"<div class=""comment-star star3""></div>",还没用，但是收到快递时面膜的盒子是打开的,2022-04-23 21:27:31.033,【改善暗沉】维生素面膜,,2020-09-06 12:52,,
q***1,,"<div class=""comment-star star2""></div>",一直在用这款面膜，但是这次买到之后者不是那么有效果了。,2022-04-23 21:27:31.072,【改善暗沉】维生素面膜,,2020-11-24 18:37,,
s***p,,"<div class=""comment-star star3""></div>",效果没什么明显的感觉，敷完前后差别不大,2022-04-23 21:27:31.120,【透亮美肌】维生素面膜,,,,2019-11-11 01:28
f***单,PLUS会员,"<div class=""comment-star star2""></div>",快递外包装已经破损，有点失望，已经和客服沟通过了，希望下次能好吧,2022-04-23 21:27:31.163,,维生素面膜10片,,2018-06-07 09:43,
饮***浊,,"<div class=""comment-star star3""></div>",补水效果：一般贴合效果：一般使用感受：感觉没啥用,2022-04-23 21:27:31.222,【改善暗沉】维生素面膜,,2020-11-11 23:17,,
****f,PLUS会员,"<div class=""comment-star star2""></div>",只用袋子装连个盒子都不弄，有一盒都压坏了，看图说话！,2022-04-23 21:27:31.265,,维生素面膜10片,,2018-03-29 09:06,
J***宪,PLUS会员,"<div class=""comment-star star2""></div>",效果一般价格不一般用没了换回瑞诗风吟有发票！,2022-04-23 21:27:31.309,,维生素面膜10片,,2016-11-22 22:24,
****理,PLUS会员,"<div class=""comment-star star2""></div>",这个过敏有点，这个过敏有点，这个过敏有点，这个过敏有点,2022-04-23 21:27:31.357,,维生素面膜,,,
****z,,"<div class=""comment-star star3""></div>",补水效果：一般般使用感受：一般般，感觉越来越差劲了,2022-04-23 21:27:31.971,【透亮美肌】维生素面膜,,,,2019-11-19 16:53
u***3,PLUS会员,"<div class=""comment-star star2""></div>",包装破损，一拿都掉出来了，效果待使用后在评论吧！！！,2022-04-23 21:27:32.026,,【透亮美肌】维生素面膜,,,
3***4,,"<div class=""comment-star star3""></div>",这款用完没什么感觉不知是否含有荧光剂,2022-04-23 21:27:32.089,维生素面膜10片,,2016-07-13 08:59,,
****c,,"<div class=""comment-star star3""></div>",精华不是很多，容易干。效果一般,2022-04-23 21:27:32.144,【改善暗沉】维生素面膜,,2020-11-27 16:36,,
u***s,,"<div class=""comment-star star2""></div>",起痘脸辣辣的，，，，，直接有点对面膜有点，，，,2022-04-23 21:27:32.195,维生素面膜10片,,2018-03-05 12:55,,
B***粉,,"<div class=""comment-star star3""></div>",不知道是否正品，满减活动买的，有些包装完好，有些包装拆开了,2022-04-23 21:27:32.251,维生素面膜,,,,2019-06-29 13:07
****O,,"<div class=""comment-star star2""></div>",还行吧一般般没看出多好就挺普通的,2022-04-23 21:27:32.298,【改善暗沉亮肤】维生素面膜,,2021-03-13 12:07,,
小***6,PLUS会员,"<div class=""comment-star star3""></div>",比针库差远了，不补水,2022-04-23 21:27:32.349,透亮嫩白维生素面膜25ml*10,,2016-06-02 12:11,,
陈***儿,,"<div class=""comment-star star2""></div>",还好吧，用了有点爆豆,2022-04-23 21:27:32.432,维生素面膜10片,,2018-10-23 08:58,,
晓***0,,"<div class=""comment-star star3""></div>",面膜好厚啊，没有想象的那么好,2022-04-23 21:27:32.508,【改善暗沉】维生素面膜,,2021-04-11 06:51,,
g***g,PLUS会员,"<div class=""comment-star star2""></div>",效果没有说的好，不值。,2022-04-23 21:27:33.134,维生素面膜10片,,,,
s***2,,"<div class=""comment-star star3""></div>",面膜纸感觉有点劣质。,2022-04-23 21:27:33.185,维生素面膜,,,,2019-10-20 13:48
要***A,PLUS会员,"<div class=""comment-star star2""></div>",精华少，面膜硬不服帖，没有口碑那么好,2022-04-23 21:27:33.229,维生素面膜,,,,2019-09-17 15:59
m***0,,"<div class=""comment-star star3""></div>",面膜很可以，但答应送点什么东西的，东西呢？没了,2022-04-23 21:27:33.276,维生素面膜,,,,2019-10-25 21:06
K***z,,"<div class=""comment-star star3""></div>",包装有破损(－＂－怒)，不过里面没事，用了以后再说,2022-04-23 21:27:33.316,,维生素面膜10片,,2016-10-01 10:20,
****n,PLUS会员,"<div class=""comment-star star2""></div>",面膜本身挺好的，但是包装太简陋了，还被打开了,2022-04-23 21:27:33.359,,【改善暗沉】维生素面膜,,2020-08-12 09:18,
****n,PLUS会员,"<div class=""comment-star star3""></div>",这款水不是很多，没有那么满意。,2022-04-23 21:27:33.412,,【改善暗沉】维生素面膜,,2021-06-07 16:36,
香***檬,PLUS会员,"<div class=""comment-star star3""></div>",一直都用此品牌的面膜，每周三四次，每次敷面15分钟左右。与免税店和原产国购买回来的相应商品在细节方面有些不同。,2022-04-23 21:27:33.462,维生素面膜10片,,2018-06-05 10:42,,
****v,,"<div class=""comment-star star3""></div>",这次不好好多都干了，没有精华液了，是不是过期的啊,2022-04-23 21:27:33.506,【改善暗沉亮肤】维生素面膜,,2020-12-15 17:36,,
****s,,"<div class=""comment-star star3""></div>",实话实说效果一般每天早晚都敷没啥效果,2022-04-23 21:27:33.557,【透亮美肌】维生素面膜,,,,2020-01-11 19:39
d***Y,PLUS会员,"<div class=""comment-star star3""></div>",感觉一般，没有相宜本草的好呢！凑活动买的，拼单,2022-04-23 21:27:34.352,维生素面膜10片,,2017-07-07 04:48,,
1***7,,"<div class=""comment-star star2""></div>",就是用用完以后，第二天醒了还是有油油的感觉！,2022-04-23 21:27:34.407,维生素面膜10片,,2018-05-18 07:04,,
执***9,,"<div class=""comment-star star3""></div>",用袋子装着就给送过来了里面小包装都坏成什么样子了这个样子我也是醉了,2022-04-23 21:27:34.481,,维生素面膜10片,,2018-07-04 11:44,
r***Z,,"<div class=""comment-star star2""></div>",精华液太少，面膜有的地方都还是干的，,2022-04-23 21:27:34.530,【改善暗沉】维生素面膜,,2020-07-19 23:59,,
u***t,,"<div class=""comment-star star3""></div>",感觉一般，没看出效果,2022-04-23 21:27:34.575,维生素面膜10片,,2018-06-21 20:56,,
闫***y,PLUS会员,"<div class=""comment-star star3""></div>",有一包炸了，纸箱坏了，面膜没坏还好，纸箱太大不好,2022-04-23 21:27:34.629,维生素面膜,,,,2019-07-07 13:33
布***安,PLUS会员,"<div class=""comment-star star3""></div>",不喜欢不好用没效果,2022-04-23 21:27:34.675,维生素面膜10片,,2016-11-06 22:46,,
****o,,"<div class=""comment-star star3""></div>",用了一次有点过敏，脸上长红疹子了，不敢再用了,2022-04-23 21:27:34.730,维生素面膜,,,,2019-08-30 13:25
c***l,PLUS会员,"<div class=""comment-star star3""></div>",买了两个系列，不同的进货商，生产日期字体不同。悠悠的不知真假,2022-04-23 21:27:34.797,,维生素面膜,,,
****n,PLUS会员,"<div class=""comment-star star2""></div>",打开箱子?发现面膜盒都是开着口的...也不知道这是为啥...,2022-04-23 21:27:34.872,维生素面膜,,,,2019-08-30 22:38
小***家,,"<div class=""comment-star star3""></div>",之前买的也是这个牌子这一款今天收到货后觉得不是以前的那种了不知道是不是因为便宜了所以……,2022-04-23 21:27:35.283,维生素面膜10片,,2017-06-24 22:09,,
P***Z,,"<div class=""comment-star star3""></div>",买了四盒，有一盒已经开封了不知道为什么,2022-04-23 21:27:35.329,【改善暗沉亮肤】维生素面膜,,2021-01-05 10:13,,
****2,PLUS会员,"<div class=""comment-star star3""></div>",没有想象中好用补水较一般，用后还没洗有点粘,2022-04-23 21:27:35.374,【透亮美肌】维生素面膜,,,,2019-12-29 07:46
最***拉,,"<div class=""comment-star star2""></div>",快递是用袋子装的，没用盒子，面膜盒都变形了，不过里面的面膜没事,2022-04-23 21:27:35.413,维生素面膜10片,,2018-08-04 16:54,,
晓***Y,PLUS会员,"<div class=""comment-star star3""></div>",面膜大小不太标准，好像会明显白。,2022-04-23 21:27:35.457,【改善暗沉亮肤】维生素面膜,,2021-02-16 15:00,,
魔***皮,PLUS会员,"<div class=""comment-star star2""></div>",明明写着套装勿拆可收到货还是拆开的～～～发货倒是挺快虽然我一直都很信任京东但这次我还是有些怀疑了～,2022-04-23 21:27:35.498,透亮嫩白维生素面膜25ml*10,,2016-05-31 14:29,,
****v,,"<div class=""comment-star star3""></div>",补水效果：补水效果不是太好，用起来，感觉一般,2022-04-23 21:27:35.576,【透亮美肌】维生素面膜,,,,2020-03-06 22:30
暗***e,,"<div class=""comment-star star3""></div>",营养液不怎么多对不起这个价格,2022-04-23 21:27:35.616,【改善暗沉】维生素面膜,,2021-07-28 16:19,,
与***林,PLUS会员,"<div class=""comment-star star2""></div>",以后不会在用了，，。。。。。。。。。。,2022-04-23 21:27:35.659,维生素面膜10片,,2017-08-26 09:32,,
x***9,PLUS会员,"<div class=""comment-star star2""></div>",包装破损，面膜都散出来了，鉴于第一次出现这种情况，懒得退了,2022-04-23 21:27:35.707,【改善暗沉】维生素面膜,,2020-06-17 21:15,,
阡***6,PLUS会员,"<div class=""comment-star star3""></div>",不知道为何，同时买了三个功效的面膜，但是包装说明却不太一样呀。,2022-04-23 21:27:36.318,,维生素面膜10片,,2018-06-01 11:56,
****p,PLUS会员,"<div class=""comment-star star3""></div>",试了两贴，一般般，吸收不是很好，那个价格也差不多这个效果吧。,2022-04-23 21:27:36.367,【透亮美肌】维生素面膜,,,,2020-03-08 16:34
就***5,PLUS会员,"<div class=""comment-star star3""></div>",不服帖不好用，不好不好不好不好不好。,2022-04-23 21:27:36.428,,【改善暗沉】维生素面膜,,2021-03-19 12:40,
****1,PLUS会员,"<div class=""comment-star star3""></div>",两个包裹，一个是箱子，完好无损。一个是袋子，拆开后面膜盒子已经是拆开状态，说服自己盒子是被压开的....,2022-04-23 21:27:36.499,,,,,
潍***皮,,"<div class=""comment-star star2""></div>",使用感受：有点干，比去韩国旅游带回来的差不少，感觉像假的。,2022-04-23 21:27:36.550,【透亮美肌】维生素面膜,,,,2019-12-08 19:54
l***7,,"<div class=""comment-star star3""></div>","沒有營養修護那款好用,隔天起來臉頰有點紅,還好折扣後不是很貴,不然就嘔死了",2022-04-23 21:27:36.618,维生素面膜10片,,,,
朝***中,,"<div class=""comment-star star3""></div>",刚收到货，还没有用。怎么外面的包装盒是打开了的呢？这样感觉不好。,2022-04-23 21:27:36.670,维生素面膜10片,,2018-08-08 23:22,,
****d,PLUS会员,"<div class=""comment-star star2""></div>",第一次收到这样的货，写着勿拆，结果明显有打开过的痕迹，有点怀疑真假！,2022-04-23 21:27:36.723,,维生素面膜10片,,2018-01-30 11:45,
皮***n,,"<div class=""comment-star star3""></div>",一般不好，精华不多，而且盒子还破了，希望京东包装上多注意,2022-04-23 21:27:36.772,【改善暗沉】维生素面膜,,2020-07-28 18:16,,
刺***0,,"<div class=""comment-star star2""></div>",感觉不好，不滑，还干！,2022-04-23 21:27:36.840,【透亮美肌】维生素面膜,,,,2020-02-22 23:25
d***g,,"<div class=""comment-star star3""></div>",还好吧，但包装看上去有点旧，有一盒已经被打开过，难道是退货？,2022-04-23 21:27:37.471,,【改善暗沉】维生素面膜,,,
s***y,PLUS会员,"<div class=""comment-star star3""></div>",和装柜里的有点不一样，敷上后感觉小了一些，味道也不同,2022-04-23 21:27:37.514,维生素面膜10片,,2016-11-15 13:23,,
懒***5,PLUS会员,"<div class=""comment-star star3""></div>",效果一般，感觉有点假滑，补水效果一般，保湿一般,2022-04-23 21:27:37.556,【透亮美肌】维生素面膜,,,,2020-03-21 20:11
胡***九,,"<div class=""comment-star star3""></div>",没什么盒子没封口是开的？感觉跟散装自己可以随便塞产品一样,2022-04-23 21:27:37.597,,【改善暗沉】维生素面膜,,2020-07-21 18:39,
u***h,,"<div class=""comment-star star3""></div>",盒子脏兮兮的，还变形，包装太过简单，扫码扫不出来，不知道是不是正品，看效果吧！,2022-04-23 21:27:37.638,,维生素面膜10片,,2017-09-11 11:07,
三***爸,PLUS会员,"<div class=""comment-star star3""></div>",老婆一直用，不知道为什么？写的套装，请勿拆开，但是我收到的货，是拆开了的,2022-04-23 21:27:37.680,维生素面膜10片,,2018-03-07 20:07,,
****9,,"<div class=""comment-star star3""></div>",包装粗漏，产品都露在外面了却运输过程中有撞过，这次买的还没用，上次买的单独一盒还行，这次的效果只有用了后拭目以待,2022-04-23 21:27:37.735,,【透亮美肌】维生素面膜,,,
****s,,"<div class=""comment-star star2""></div>",使用感受：用了一个多月，用完两盒。感觉没什么用，也没什么副作用。,2022-04-23 21:27:37.780,【透亮美肌】维生素面膜,,,,2019-10-25 22:00
****b,,"<div class=""comment-star star2""></div>",使用感受：面膜贴很干，没有一点水分，更别说精华了,2022-04-23 21:27:37.821,【改善暗沉】维生素面膜,,2020-10-08 22:47,,
l***d,PLUS会员,"<div class=""comment-star star2""></div>",三日后就降价几十元，退货又浪费时间。以后鬼先信你d所谓的套路促销，几十元当交学费！,2022-04-23 21:27:37.863,【改善暗沉】维生素面膜,,2021-06-01 13:07,,
H***z,,"<div class=""comment-star star2""></div>",货还是送的快，就是包装都舍不得用一个纸盒装一下。搞得里面的面膜全散了。,2022-04-23 21:27:38.471,,维生素面膜10片,,2017-11-12 12:29,
手***年,PLUS会员,"<div class=""comment-star star3""></div>",没有想象中的好，包装都破了，用起来感觉一般，不值这个价，,2022-04-23 21:27:38.528,维生素面膜10片,,2016-08-30 18:46,,
爱***6,PLUS会员,"<div class=""comment-star star2""></div>",不好用营养液几乎没有,2022-04-23 21:27:38.574,【改善暗沉】维生素面膜,,2021-07-06 23:23,,
****w,,"<div class=""comment-star star3""></div>",感觉是假的，对皮肤没啥大的伤害，就是不放心也不值，总是又活*正品谁也没有这种力度吧,2022-04-23 21:27:38.635,维生素面膜10片,,2016-11-13 21:31,,
****2,PLUS会员,"<div class=""comment-star star3""></div>",双十一时候买的，效果不是太明显。,2022-04-23 21:27:38.684,,【改善暗沉】维生素面膜,,2021-11-23 20:57,
H***E,,"<div class=""comment-star star2""></div>",一般，吸收不是特别好,2022-04-23 21:27:38.738,【改善暗沉】维生素面膜,,2021-05-12 14:56,,
躲***糕,PLUS会员,"<div class=""comment-star star2""></div>",这款感觉一般般，，。,2022-04-23 21:27:38.789,【改善暗沉】维生素面膜,,2021-06-15 20:48,,
****4,,"<div class=""comment-star star3""></div>",使用感受：不太满意，产品质感：里面的盒子是开的，而且片数也不够,2022-04-23 21:27:38.847,【改善暗沉】维生素面膜,,2020-07-14 22:52,,
5***n,PLUS会员,"<div class=""comment-star star3""></div>",干，里面没有一滴多余的液体，和以前用的完全不一样,2022-04-23 21:27:38.899,维生素面膜,,,,2019-05-02 23:40
风***香,PLUS会员,"<div class=""comment-star star3""></div>",保湿还好吧，剩下就没什么效果了。。。。。用了图心里安慰，包装都挺垃圾,2022-04-23 21:27:38.982,,维生素面膜10片,,2018-05-30 08:46,
n***3,,"<div class=""comment-star star3""></div>",活动买的，实惠。就是京东快递，只有一小部分快递，会帮忙送货上门，一大部分快递，都不送货上门，这对买家如果买了大件商品，好麻烦的啊，而且货到付款的，不能刷卡，只能微信之类的。这两点要吐槽。,2022-04-23 21:27:39.798,维生素面膜10片,,2017-06-27 15:57,,
****7,,"<div class=""comment-star star2""></div>",最大的不足之处就是精华太少，铺在脸上抹完精华还觉得干干的,2022-04-23 21:27:39.840,维生素面膜,,,,2019-07-21 16:44
e***a,PLUS会员,"<div class=""comment-star star3""></div>",货已经变形了，包装和我以前买的补水蓝色那个比有点简陋的感觉，不知道是不是真的。。。。而且还有一股奇怪的味道散发出来〒_〒,2022-04-23 21:27:39.916,,维生素面膜10片,,2018-03-05 19:19,
u***w,PLUS会员,"<div class=""comment-star star2""></div>",其他两个有封口，一个没封口都不晓得是不是正品，没封口的那个码也扫不出来,2022-04-23 21:27:39.961,,【改善暗沉】维生素面膜,,2020-08-20 12:13,
z***2,,"<div class=""comment-star star2""></div>",一般般，不怎么好用，里面水不多,2022-04-23 21:27:39.999,【改善暗沉】维生素面膜,,2021-11-28 02:37,,
****q,,"<div class=""comment-star star3""></div>",保湿效果不明显觉得皮肤还是干干的早上上妆还是会有浮粉,2022-04-23 21:27:40.040,维生素面膜10片,,2016-12-14 23:58,,
蓝***拌,,"<div class=""comment-star star3""></div>",没啥用送外卖皮肤又黑又黄还暗沉贴了五片了也没用,2022-04-23 21:27:40.082,【改善暗沉亮肤】维生素面膜,,2021-01-18 23:14,,
水***冷,PLUS会员,"<div class=""comment-star star3""></div>",商品可以，就是降价快，收到货后一直也没看，买了没几天就降价了，不过来评价都不知道降价了，超过7天不能补差价，怕降价的，买后得天天盯着，不然不知道哪天就降价了,2022-04-23 21:27:40.133,【改善暗沉】维生素面膜,,2020-11-09 16:34,,
****X,,"<div class=""comment-star star2""></div>",用了好久贴，啥效果没有，跟没用一样,2022-04-23 21:27:40.181,【改善暗沉】维生素面膜,,2021-11-19 12:42,,
u***b,PLUS会员,"<div class=""comment-star star2""></div>",用了几个过敏了，不知道是什么原因，以前用的好好的，突然就过敏了，不知道为什么。,2022-04-23 21:27:40.225,,维生素面膜10片,,2018-01-16 20:18,
S***3,PLUS会员,"<div class=""comment-star star3""></div>",效果一般般啦，没有想像中有用，精华液太少，面膜容易干,2022-04-23 21:28:00.725,,【透亮美肌】维生素面膜,,,
s***0,,"<div class=""comment-star star3""></div>",第一次买这个维生素效果的，感觉面膜没什么水份，拿出来有的地方都是干的，有点小失望…,2022-04-23 21:28:00.777,【透亮美肌】维生素面膜,,,,2020-03-17 20:20
****p,,"<div class=""comment-star star3""></div>",不怎么补水。拆开了面膜都还有地方是干的，白的，没有液体。,2022-04-23 21:28:00.831,【改善暗沉】维生素面膜,,,,2020-06-04 23:19
h***k,,"<div class=""comment-star star3""></div>",面膜纸好粗糙，敷着不舒服。面膜纸打开也麻烦，要从里面翻出来。,2022-04-23 21:28:00.892,【透亮美肌】维生素面膜,,,,2020-02-19 21:23
****a,,"<div class=""comment-star star2""></div>",感觉不像是真的，原来敷的美迪惠尔的面膜上面都有美迪惠尔的印字，现在打开都没有了,2022-04-23 21:28:00.967,维生素面膜10片,,2018-09-17 22:51,,
u***j,,"<div class=""comment-star star3""></div>",收到使用了下，发现面膜纸比较厚，跟之前韩国买的比起来，吸收补水力度不够，从中可看出，要么就不是正品，要么就是是国内生产，效果略差,2022-04-23 21:28:01.043,维生素面膜10片,,2016-11-04 14:09,,
****n,,"<div class=""comment-star star3""></div>",面膜太厚了，有的地方多，有的少,2022-04-23 21:28:01.102,【改善暗沉】维生素面膜,,2022-04-05 12:07,,
****5,,"<div class=""comment-star star3""></div>",189元4盒很划算，但是其中两盒没有封口，用了一片发现跟之前的不一样，面膜纸没有之前的柔软贴肤，然后纸上加了logo,2022-04-23 21:28:01.156,,维生素面膜,,,
****y,,"<div class=""comment-star star3""></div>",产品是韩国原装进口，面膜里精华液比较少。面膜纸较厚。个人不是特别喜欢。,2022-04-23 21:28:01.214,,,,,
l***2,PLUS会员,"<div class=""comment-star star3""></div>",我感觉我用了有点过敏，长痘痘了。歇几天再用确定一下,2022-04-23 21:28:01.270,【改善暗沉】维生素面膜,,2021-11-18 20:22,,
d***6,,"<div class=""comment-star star3""></div>",面膜使用后脸部有点红，不知道是不是过敏。,2022-04-23 21:28:01.901,【改善暗沉】维生素面膜,,2021-11-09 22:57,,
柒***_,,"<div class=""comment-star star3""></div>",日期都是新的，就是包装不行，一个个就跟之前打开过一样，也不知道打没打开过,2022-04-23 21:28:01.982,,【改善暗沉】维生素面膜,,2020-07-07 12:57,
春***8,PLUS会员,"<div class=""comment-star star3""></div>",同时买了这个品牌的两盒，一盒外包装印有生产日期，一盒另外贴上的小标签标注限用日期，不知道是什么情况,2022-04-23 21:28:02.020,,维生素面膜10片,,2017-09-11 12:40,
天***哈,PLUS会员,"<div class=""comment-star star2""></div>",快递速度超快，面膜第一次购买使用感不好，刚贴脸上感觉都很干，袋子很难撕开，总体感觉不好用，但是价格是便宜,2022-04-23 21:28:02.076,【透亮美肌】维生素面膜,,,,2020-03-09 17:52
****y,,"<div class=""comment-star star3""></div>",这个一般，不怎么好用,2022-04-23 21:28:02.124,【改善暗沉】维生素面膜,,2021-09-09 09:52,,
k***u,,"<div class=""comment-star star2""></div>",面膜纸换了材质，没有以前服帖，精华液也少了，不好用，再不买了。,2022-04-23 21:28:02.170,【透亮美肌】维生素面膜,,,,2020-03-19 15:01
****慧,,"<div class=""comment-star star2""></div>",打开包装都是散的，一拿一片片面膜就从里面全掉出来了，精华好少感觉好干,2022-04-23 21:28:02.217,【改善暗沉】维生素面膜,,2020-08-12 21:45,,
莫***月,,"<div class=""comment-star star2""></div>",感觉有点粗糙一点都不柔软，面膜的精华也少！,2022-04-23 21:28:02.271,【改善暗沉】维生素面膜,,2021-11-20 21:09,,
u***m,,"<div class=""comment-star star2""></div>",产品质感：不是很好，不清楚是产品本身问题还是批次问题，面膜上的折痕部分是干的，没有精华,2022-04-23 21:28:02.325,维生素面膜,,,,2019-10-18 17:00
****r,,"<div class=""comment-star star3""></div>",外包装没有打开过，里面的包装却是开的，包装有挤压的痕迹，有可能是挤开的，但是包装勿拆的贴纸感觉撕得好平，又不像是挤开的，里面面膜没少，真揪心，担心被换成假面膜把自己脸给敷烂了。,2022-04-23 21:28:02.382,,维生素面膜10片,,2017-11-13 13:36,
u***b,PLUS会员,"<div class=""comment-star star3""></div>",使用感受：买了以后一直放着没用今天打开以后用了感觉一般水有点不足的感觉，敷在脸上那种水润感不强,2022-04-23 21:28:03.004,【透亮美肌】维生素面膜,,,,2020-02-17 22:05
T***4,PLUS会员,"<div class=""comment-star star3""></div>",质感一般，面膜纸比较厚，精华液较少，效果不是很明显，持续用下再看吧,2022-04-23 21:28:03.049,,维生素面膜,,,
m***5,,"<div class=""comment-star star3""></div>",这次购买的精华液好少取出来有些地方都是干的不满意,2022-04-23 21:28:03.112,【改善暗沉】维生素面膜,,2021-07-03 20:52,,
****7,,"<div class=""comment-star star2""></div>",也不知道是不是假货、之前用这个牌子都没有过敏、这次用着过敏，长了许多红疙瘩、还痒,2022-04-23 21:28:03.160,【改善暗沉】维生素面膜,,2020-11-05 22:45,,
康***康,,"<div class=""comment-star star3""></div>",使用后追评一下吗丁啉，你要去哪里有没有?没有?没有?没有?没有?没有没有没啥意思,2022-04-23 21:28:03.215,【改善暗沉】维生素面膜,,2020-11-23 13:51,,
嗯***囍,,"<div class=""comment-star star3""></div>",就是一面膜而已没有想像中的那么好也没有传说中的那么神奇感觉有点掉毛,2022-04-23 21:28:03.270,【改善暗沉】维生素面膜,,2020-08-06 13:30,,
g***A,,"<div class=""comment-star star3""></div>",本来以为双十一是最便宜的，没想到现在买有赠品送，心里不爽。,2022-04-23 21:28:03.330,【改善暗沉】维生素面膜,,2021-12-16 12:56,,
J***t,,"<div class=""comment-star star3""></div>",特别便宜，还以为是临期产品，结果到18年才过期。只是送来的时候已经被晒得滚烫了，估计没法用了。京东包装走环保路线是值得称道的，但也要根据商品情况来啊,2022-04-23 21:28:03.384,,,,,
c***8,,"<div class=""comment-star star3""></div>",东西可以用，就是京东的官方客服态度奇差，无比打遍天下无敌手,2022-04-23 21:28:03.450,【改善暗沉】维生素面膜,,2021-08-11 19:29,,
u***u,,"<div class=""comment-star star2""></div>",跟实体店买的还是不一样，虽然包装一样，但里面的面膜纸有点不同，里面的液也淡淡的，没有实体店买的粘稠，反正不怎么好,2022-04-23 21:28:03.510,维生素面膜10片,,2018-06-18 10:00,,
h***u,,"<div class=""comment-star star3""></div>","听同事的介绍才买这个牌子的，一起买了两盒，一个是水润保湿的（蓝色包装），一盒是维生素的，打开快递的包装后，水润保湿的（蓝色包装）的包装盒上贴有“套装勿拆”的标签，但是,，另一盒是维生素的,不但没贴“套装勿拆”的标签，而包装拿是拆开的（见图），而且都没有开发票，是否是正品，值得怀疑!第一次对京东失望。而且网上也有类似包装被拆的评论，证明肯定有问题了。",2022-04-23 21:28:04.023,透亮嫩白维生素面膜25ml*10,,2016-05-01 23:17,,
w***0,,"<div class=""comment-star star3""></div>",效果不知道咋样，关键是这面膜都是按照小小的瓜子脸设计的吧！根本覆盖不了全脸呀！两把都还有一大块我脸不大啊,2022-04-23 21:28:04.061,维生素面膜10片,,2018-09-08 12:25,,
****7,,"<div class=""comment-star star3""></div>",拿到货后发现包装是破损的，不开心，分开发货，待遇不同，一份是纸壳包装，一份是普通袋子包装，不开心，生气,2022-04-23 21:28:04.117,【改善暗沉】维生素面膜,,2021-04-15 12:12,,
8***6,PLUS会员,"<div class=""comment-star star3""></div>",不好用，太干，精华液少,2022-04-23 21:28:04.161,【改善暗沉】维生素面膜,,2021-07-01 21:59,,
余***侠,PLUS会员,"<div class=""comment-star star3""></div>",感觉一般吧，不是特别水乳呢，大概也就十分钟后就感觉有点干了，但是销量最高呢，价格也不贵，一般般吧,2022-04-23 21:28:04.209,维生素面膜10片,,2018-02-13 20:45,,
s***n,,"<div class=""comment-star star3""></div>",物流超快，上午下单下午就送到了，试用了一下，面膜纸比上个月在韩国买的薄，敷的时候有点刺激，拿下来之后脸有点红，不太敢继续用。,2022-04-23 21:28:04.250,透亮嫩白维生素面膜25ml*10,,2016-07-01 12:13,,
u***7,PLUS会员,"<div class=""comment-star star2""></div>",双11买了不同的3盒，说实话价格是挺便宜的，面膜里面精华不多，拿出的面膜纸有几块都是白白的干的，保湿效果当然只能说一般般，不是很好，还是不能贪图便宜，下次不会回购，正不正品咱也不知道,2022-04-23 21:28:04.296,【透亮美肌】维生素面膜,,,,2019-11-29 10:03
_***狒,PLUS会员,"<div class=""comment-star star3""></div>",感觉越来越假了.面膜纸又薄.里面的面膜液又少.敷一会就干巴巴的.收到货包装盒子还是开着的.像那种散装的后期随便丢10包进纸盒里.,2022-04-23 21:28:04.337,维生素面膜,,,,2019-07-23 00:43
安***5,,"<div class=""comment-star star3""></div>",不知道该咋说同时买的面膜只有这盒生产日期是这样的用手一擦就掉了第一次怀疑是否正品这个真是有点影响心情啊,2022-04-23 21:28:04.384,【改善暗沉】维生素面膜,,2020-09-02 22:48,,
